sample	PI	Race	feature	cutoff	genetic_load	n_del	feature_bp	genetic_load_per_kb	n_del_per_kb
PI533987_PI533987	PI533987	Milo/Durra-Bicolor	intron	5%	4776.70101	694	57833623	0.0825938400919479	0.0119999398965546
PI533989_PI533989	PI533989	Milo/Durra-Bicolor	intron	5%	4910.93562	719	57833623	0.0849148880055465	0.0124322143885055
PI533991_PI533991	PI533991	Bicolor	intron	5%	5279.6206	772	57833623	0.0912898125023224	0.0133486363114412
PI533996_PI533996	PI533996	Milo/Durra-Bicolor	intron	5%	4930.94256	716	57833623	0.0852608275985062	0.0123803414494714
PI533997_PI533997	PI533997	Durra	intron	5%	4222.25152	620	57833623	0.0730068652278624	0.0107204074003802
PI534009_PI534009	PI534009	Guinea	intron	5%	5434.10279	790	57833623	0.0939609609102304	0.0136598739456458
PI534021_PI534021	PI534021	Guinea	intron	5%	5312.18548	773	57833623	0.09185289118062	0.0133659272911192
PI534028_PI534028	PI534028	Guinea	intron	5%	5636.93781	821	57833623	0.0974681771190437	0.0141958943156648
PI534037_PI534037	PI534037	Caudatum	intron	5%	5037.36492	742	57833623	0.0871009744625544	0.0128299069211002
PI534046_PI534046	PI534046	Milo/Durra-Bicolor	intron	5%	5013.85415	734	57833623	0.0866944502162695	0.0126915790836759
PI534047_PI534047	PI534047	Milo/Durra-Bicolor	intron	5%	4838.08431	705	57833623	0.0836552174848185	0.012190140673013
PI534053_PI534053	PI534053	Kafir	intron	5%	5219.0438	757	57833623	0.0902423802845622	0.0130892716162707
PI534054_PI534054	PI534054	Durra	intron	5%	5306.26682	775	57833623	0.0917505517508388	0.0134005092504753
PI534063_PI534063	PI534063	Caudatum	intron	5%	5022.75973	730	57833623	0.0868484364190706	0.0126224151649638
PI534070_PI534070	PI534070	Caudatum	intron	5%	4913.00695	719	57833623	0.084950703330483	0.0124322143885055
PI534075_PI534075	PI534075	Caudatum	intron	5%	5280.50966	775	57833623	0.0913051852207149	0.0134005092504753
PI534079_PI534079	PI534079	Milo/Durra-Bicolor	intron	5%	4652.04303	680	57833623	0.0804383814930633	0.0117578661810622
PI534088_PI534088	PI534088	Caudatum	intron	5%	5248.54745	767	57833623	0.0907525272971399	0.013262181413051
PI534092_PI534092	PI534092	Caudatum	intron	5%	5248.89842	771	57833623	0.0907585959122775	0.0133313453317632
PI534096_PI534096	PI534096	Caudatum	intron	5%	3008.2097	445	57833623	0.0520148927899606	0.00769448595672452
PI534097_PI534097	PI534097	Durra	intron	5%	6342.68459	928	57833623	0.109671230349861	0.0160460291412143
PI534099_PI534099	PI534099	Milo/Durra-Bicolor	intron	5%	4917.03011	724	57833623	0.0850202677082845	0.0125186692868956
PI534101_PI534101	PI534101	Milo/Durra-Bicolor	intron	5%	5485.07354	798	57833623	0.0948422951126545	0.01379820178307
PI534105_PI534105	PI534105	Milo/Durra-Bicolor	intron	5%	4965.87585	722	57833623	0.085864858405983	0.0124840873275396
PI534108_PI534108	PI534108	Milo/Durra-Bicolor	intron	5%	4961.70577	730	57833623	0.0857927536374472	0.0126224151649638
PI534112_PI534112	PI534112	Milo/Durra-Bicolor	intron	5%	5141.09207	748	57833623	0.0888945185052647	0.0129336527991684
PI534114_PI534114	PI534114	Milo/Durra-Bicolor	intron	5%	5022.32099	734	57833623	0.0868408501746467	0.0126915790836759
PI534115_PI534115	PI534115	Bicolor	intron	5%	5111.08203	749	57833623	0.0883756155134877	0.0129509437788464
PI534116_PI534116	PI534116	Caudatum	intron	5%	4390.16435	642	57833623	0.0759102425590733	0.0111008089532969
PI534117_PI534117	PI534117	Caudatum	intron	5%	4577.87608	672	57833623	0.0791559622678317	0.0116195383436379
PI534123_PI534123	PI534123	Guinea	intron	5%	4217.96006	618	57833623	0.0729326616802133	0.0106858254410242
PI534124_PI534124	PI534124	Caudatum	intron	5%	4072.28138	601	57833623	0.0704137345848106	0.0103918787864976
PI534127_PI534127	PI534127	Guinea	intron	5%	5578.72201	809	57833623	0.0964615689043033	0.0139884025595284
PI534128_PI534128	PI534128	Guinea	intron	5%	5987.28382	871	57833623	0.103526002858234	0.0150604432995664
PI534132_PI534132	PI534132	Guinea	intron	5%	5340.11006	783	57833623	0.0923357345259176	0.0135388370878995
PI534133_PI534133	PI534133	Guinea	intron	5%	5747.96345	836	57833623	0.0993879192040243	0.0144552590108353
PI534135_PI534135	PI534135	Guinea	intron	5%	5313.8062	776	57833623	0.0918809150172038	0.0134178002301533
PI534137_PI534137	PI534137	Guinea	intron	5%	5616.58145	826	57833623	0.097116195711965	0.0142823492140549
PI534138_PI534138	PI534138	Milo/Durra-Bicolor	intron	5%	4749.97447	693	57833623	0.0821317120319438	0.0119826489168766
PI534139_PI534139	PI534139	Kafir	intron	5%	5012.4824	733	57833623	0.0866707313148962	0.0126742881039979
PI534144_PI534144	PI534144	Caudatum	intron	5%	5394.30848	782	57833623	0.093272878304719	0.0135215461082215
PI534145_PI534145	PI534145	Caudatum	intron	5%	4789.00425	693	57833623	0.0828065751647618	0.0119826489168766
PI534148_PI534148	PI534148	Guinea	intron	5%	5182.43814	753	57833623	0.0896094325614012	0.0130201076975586
PI534155_PI534155	PI534155	Guinea	intron	5%	4690.88404	681	57833623	0.0811099806076476	0.0117751571607402
PI534157_PI534157	PI534157	Bicolor	intron	5%	5348.43171	786	57833623	0.0924796240069553	0.0135907100269336
PI534163_PI534163	PI534163	Milo/Durra-Bicolor	intron	5%	5312.74658	777	57833623	0.0918625931493173	0.0134350912098313
PI534167_PI534167	PI534167	Guinea	intron	5%	5140.64208	750	57833623	0.0888867377373193	0.0129682347585245
PI540816_PI540816	PI540816	Kafir	intron	5%	5608.74652	821	57833623	0.0969807220965562	0.0141958943156648
PI542406_PI542406	PI542406	Milo/Durra-Bicolor	intron	5%	4524.0024	666	57833623	0.0782244335617708	0.0115157924655697
PI542718_PI542718	PI542718	Guinea	intron	5%	5824.3552	852	57833623	0.100708807400844	0.0147319146856838
PI548797_PI548797	PI548797	Milo/Durra-Bicolor	intron	5%	5277.69547	775	57833623	0.0912565251186148	0.0134005092504753
PI552856_PI552856	PI552856	Bicolor	intron	5%	5207.21991	761	57833623	0.0900379336428569	0.0131584355349828
PI552861_PI552861	PI552861	Durra	intron	5%	5416.24057	790	57833623	0.0936521056272058	0.0136598739456458
PI561071_PI561071	PI561071	Kafir	intron	5%	5751.35227	841	57833623	0.0994465152217768	0.0145417139092254
PI561072_PI561072	PI561072	Durra	intron	5%	5686.48523	834	57833623	0.0983249005513627	0.0144206770514792
PI561073_PI561073	PI561073	Durra	intron	5%	6469.76696	940	57833623	0.111868609026967	0.0162535208973507
PI561472_PI561472	PI561472	Bicolor	intron	5%	5710.67406	837	57833623	0.098743149119328	0.0144725499905133
PI562730_PI562730	PI562730	Guinea	intron	5%	3967.84083	586	57833623	0.0686078551571981	0.0101325140913271
PI564163_PI564163	PI564163	Durra	intron	5%	4965.33464	723	57833623	0.0858555003548714	0.0125013783072176
PI564164_PI564164	PI564164	Guinea	intron	5%	5757.89152	837	57833623	0.0995595852606364	0.0144725499905133
PI564165_PI564165	PI564165	Bicolor	intron	5%	6176.20829	897	57833623	0.106792692029687	0.0155100087711953
PI565121_PI565121	PI565121	Bicolor	intron	5%	4746.27766	694	57833623	0.0820677905653602	0.0119999398965546
PI566819_PI566819	PI566819	Durra	intron	5%	5749.17089	840	57833623	0.0994087970245267	0.0145244229295474
PI576130_PI576130	PI576130	Bicolor	intron	5%	5593.92643	814	57833623	0.0967244682215396	0.0140748574579186
PI576332_PI576332	PI576332	Durra	intron	5%	6105.60077	891	57833623	0.10557181883625	0.0154062628931271
PI576333_PI576333	PI576333	Durra	intron	5%	6155.99013	899	57833623	0.106443100235999	0.0155445907305513
PI576337_PI576337	PI576337	Durra	intron	5%	5035.70376	733	57833623	0.0870722513787525	0.0126742881039979
PI576339_PI576339	PI576339	Durra	intron	5%	5900.95499	859	57833623	0.102033292813075	0.01485295154343
PI576340_PI576340	PI576340	Durra	intron	5%	6004.68708	877	57833623	0.103826922273225	0.0151641891776346
PI576345_PI576345	PI576345	Durra	intron	5%	5445.36235	791	57833623	0.094155649733374	0.0136771649253238
PI576347_PI576347	PI576347	Guinea	intron	5%	5034.42548	736	57833623	0.0870501486652496	0.012726161043032
PI576348_PI576348	PI576348	Guinea	intron	5%	3668.1395	537	57833623	0.0634257255506888	0.00928525608710352
PI576349_PI576349	PI576349	Guinea	intron	5%	3673.31397	540	57833623	0.0635151972063033	0.00933712902613762
PI576350_PI576350	PI576350	Milo/Durra-Bicolor	intron	5%	4605.17966	672	57833623	0.0796280679147492	0.0116195383436379
PI576352_PI576352	PI576352	Durra	intron	5%	5512.57217	803	57833623	0.0953177733651582	0.0138846566814602
PI576359_PI576359	PI576359	Guinea	intron	5%	5330.20555	779	57833623	0.0921644758447867	0.0134696731691874
PI576364_PI576364	PI576364	Durra	intron	5%	5973.09964	872	57833623	0.103280744490104	0.0150777342792444
PI576366_PI576366	PI576366	Milo/Durra-Bicolor	intron	5%	4924.95431	723	57833623	0.0851572848894492	0.0125013783072176
PI576373_PI576373	PI576373	Durra	intron	5%	5223.16516	764	57833623	0.090313642636568	0.0132103084740169
PI576375_PI576375	PI576375	Guinea	intron	5%	5646.97117	823	57833623	0.0976416637429061	0.0142304762750208
PI576376_PI576376	PI576376	Guinea	intron	5%	5724.77436	833	57833623	0.0989869571200822	0.0144033860718012
PI576380_PI576380	PI576380	Bicolor	intron	5%	4815.7065	704	57833623	0.0832682832268696	0.012172849693335
PI576381_PI576381	PI576381	Guinea	intron	5%	5842.8693	852	57833623	0.101028934327701	0.0147319146856838
PI576385_PI576385	PI576385	Caudatum	intron	5%	5347.95683	781	57833623	0.0924714128665258	0.0135042551285435
PI576386_PI576386	PI576386	Milo/Durra-Bicolor	intron	5%	4873.11233	710	57833623	0.0842608862668002	0.0122765955714032
PI576387_PI576387	PI576387	Milo/Durra-Bicolor	intron	5%	4548.19236	665	57833623	0.0786427016685432	0.0114985014858917
PI576390_PI576390	PI576390	Guinea	intron	5%	6215.45822	901	57833623	0.107471361771681	0.0155791726899074
PI576391_PI576391	PI576391	Guinea	intron	5%	6184.44571	910	57833623	0.106935125091506	0.0157347915070097
PI576393_PI576393	PI576393	Milo/Durra-Bicolor	intron	5%	4434.09274	645	57833623	0.076669807457852	0.011152681892331
PI576394_PI576394	PI576394	Durra	intron	5%	6060.14696	884	57833623	0.104785877931251	0.0152852260353808
PI576396_PI576396	PI576396	Milo/Durra-Bicolor	intron	5%	4873.8869	709	57833623	0.0842742793409294	0.0122593045917251
PI576399_PI576399	PI576399	Milo/Durra-Bicolor	intron	5%	4848.77399	708	57833623	0.0838400525244632	0.0122420136120471
PI576401_PI576401	PI576401	Guinea	intron	5%	5824.67275	850	57833623	0.10071429815144	0.0146973327263277
PI576418_PI576418	PI576418	Caudatum	intron	5%	5012.5421	729	57833623	0.086671763586383	0.0126051241852858
PI576422_PI576422	PI576422	Durra	intron	5%	5824.60212	852	57833623	0.100713076889546	0.0147319146856838
PI576425_PI576425	PI576425	Guinea	intron	5%	5267.16802	766	57833623	0.0910744951946033	0.013244890433373
PI576426_PI576426	PI576426	Guinea	intron	5%	5260.00317	766	57833623	0.0909506079188572	0.013244890433373
PI576428_PI576428	PI576428	Bicolor	intron	5%	5141.77297	754	57833623	0.0889062919333274	0.0130373986772366
PI576434_PI576434	PI576434	Milo/Durra-Bicolor	intron	5%	5603.42295	816	57833623	0.0968886723558716	0.0141094394172746
PI576435_PI576435	PI576435	Milo/Durra-Bicolor	intron	5%	5990.46509	874	57833623	0.103581010133154	0.0151123162386005
PI576437_PI576437	PI576437	Milo/Durra-Bicolor	intron	5%	4952.88906	725	57833623	0.0856403040840101	0.0125359602665737
PI585291_PI585291	PI585291	Bicolor	intron	5%	6478.53336	941	57833623	0.112020188671216	0.0162708118770287
PI585295_PI585295	PI585295	Caudatum	intron	5%	5005.88436	731	57833623	0.0865566447393413	0.0126397061446418
PI595699_PI595699	PI595699	Guinea	intron	5%	5226.85904	762	57833623	0.0903775134405811	0.0131757265146609
PI595702_PI595702	PI595702	Durra	intron	5%	5665.44174	827	57833623	0.0979610379934178	0.014299640193733
PI595714_PI595714	PI595714	Milo/Durra-Bicolor	intron	5%	5104.89317	742	57833623	0.0882686040609975	0.0128299069211002
PI595718_PI595718	PI595718	Milo/Durra-Bicolor	intron	5%	5757.08662	843	57833623	0.0995456677510935	0.0145762958685815
PI595720_PI595720	PI595720	Guinea	intron	5%	5123.93281	746	57833623	0.0885978180893146	0.0128990708398123
PI595739_PI595739	PI595739	Milo/Durra-Bicolor	intron	5%	4941.0281	718	57833623	0.0854352164656882	0.0124149234088274
PI595740_PI595740	PI595740	Milo/Durra-Bicolor	intron	5%	5623.4528	820	57833623	0.0972350080851756	0.0141786033359868
PI595741_PI595741	PI595741	Caudatum	intron	5%	5428.63269	791	57833623	0.0938663775222936	0.0136771649253238
PI595743_PI595743	PI595743	Caudatum	intron	5%	5573.43574	805	57833623	0.0963701641171607	0.0139192386408163
PI595744_PI595744	PI595744	Kafir	intron	5%	4932.96079	720	57833623	0.0852957247724218	0.0124495053681835
PI595745_PI595745	PI595745	Milo/Durra-Bicolor	intron	5%	5037.30986	739	57833623	0.0871000224212134	0.0127780339820661
PI597945_PI597945	PI597945	Guinea	intron	5%	5627.40456	818	57833623	0.0973033378870281	0.0141440213766307
PI597946_PI597946	PI597946	Milo/Durra-Bicolor	intron	5%	5087.31391	736	57833623	0.0879646414335827	0.012726161043032
PI597949_PI597949	PI597949	Durra	intron	5%	5084.84313	745	57833623	0.0879219192268138	0.0128817798601343
PI597950_PI597950	PI597950	Milo/Durra-Bicolor	intron	5%	4927.77618	723	57833623	0.0852060777862732	0.0125013783072176
PI597951_PI597951	PI597951	Caudatum	intron	5%	5894.33794	859	57833623	0.101918877535997	0.01485295154343
PI597952_PI597952	PI597952	Guinea	intron	5%	5551.85619	810	57833623	0.0959970325566496	0.0140056935392064
PI597957_PI597957	PI597957	Guinea	intron	5%	5439.92938	797	57833623	0.0940617083595126	0.013780910803392
PI597958_PI597958	PI597958	Durra	intron	5%	5183.766	752	57833623	0.0896323925616765	0.0130028167178805
PI597960_PI597960	PI597960	Caudatum	intron	5%	4554.58692	665	57833623	0.0787532698755532	0.0114985014858917
PI597961_PI597961	PI597961	Milo/Durra-Bicolor	intron	5%	4993.51204	729	57833623	0.0863427152056512	0.0126051241852858
PI597964_PI597964	PI597964	Bicolor	intron	5%	4783.61209	701	57833623	0.0827133394357811	0.0121209767543009
PI597965_PI597965	PI597965	Milo/Durra-Bicolor	intron	5%	4981.86788	729	57833623	0.0861413762717235	0.0126051241852858
PI597966_PI597966	PI597966	Milo/Durra-Bicolor	intron	5%	5221.99839	765	57833623	0.0902934680402091	0.013227599453695
PI597967_PI597967	PI597967	Bicolor	intron	5%	5014.54244	727	57833623	0.0867063514246721	0.0125705422259297
PI597968_PI597968	PI597968	Milo/Durra-Bicolor	intron	5%	5588.96519	816	57833623	0.0966386835215217	0.0141094394172746
PI597971_PI597971	PI597971	Milo/Durra-Bicolor	intron	5%	4693.91015	683	57833623	0.0811623050141611	0.0118097391200963
PI597972_PI597972	PI597972	Guinea	intron	5%	5161.34298	750	57833623	0.0892446765785364	0.0129682347585245
PI597973_PI597973	PI597973	Guinea	intron	5%	4546.77559	666	57833623	0.0786182043272648	0.0115157924655697
PI597976_PI597976	PI597976	Caudatum	intron	5%	4775.07374	694	57833623	0.0825657029994472	0.0119999398965546
PI597980_PI597980	PI597980	Milo/Durra-Bicolor	intron	5%	4443.61851	646	57833623	0.0768345173533396	0.0111699728720091
PI597982_PI597982	PI597982	Milo/Durra-Bicolor	intron	5%	4669.51792	681	57833623	0.0807405394609292	0.0117751571607402
PI598069_PI598069	PI598069	Guinea	intron	5%	5537.49171	804	57833623	0.0957486566248841	0.0139019476611382
PI598070_PI598070	PI598070	Guinea	intron	5%	5449.95513	794	57833623	0.0942350633990196	0.0137290378643579
PI601816_PI601816	PI601816	Bicolor	intron	5%	5060.62336	736	57833623	0.0875031356759371	0.012726161043032
PI607931_PI607931	PI607931	Milo/Durra-Bicolor	intron	5%	4917.28769	717	57833623	0.08502472151883	0.0123976324291494
PI609456_PI609456	PI609456	Caudatum	intron	5%	2899.97929	428	57833623	0.0501434829701055	0.00740053930219796
PI613536_PI613536	PI613536	Guinea	intron	5%	4910.25549	720	57833623	0.0849031278915381	0.0124495053681835
PI629034_PI629034	PI629034	Milo/Durra-Bicolor	intron	5%	5061.62814	738	57833623	0.0875205093064981	0.0127607430023881
PI629040_PI629040	PI629040	Guinea	intron	5%	6579.05661	959	57833623	0.113758334144136	0.0165820495112333
PI629059_PI629059	PI629059	Durra	intron	5%	5402.70829	785	57833623	0.0934181192487284	0.0135734190472556
PI641824_PI641824	PI641824	Durra	intron	5%	6050.27465	884	57833623	0.104615176019666	0.0152852260353808
PI641836_PI641836	PI641836	Durra	intron	5%	5810.76188	847	57833623	0.100473765580967	0.0146454597872936
PI641849_PI641849	PI641849	Durra	intron	5%	6247.97345	910	57833623	0.108033581952837	0.0157347915070097
PI641874_PI641874	PI641874	Guinea	intron	5%	6479.84285	945	57833623	0.112042831036195	0.0163399757957408
PI642791_PI642791	PI642791	Bicolor	intron	5%	6327.97996	921	57833623	0.109416972891358	0.015924992283468
PI642793_PI642793	PI642793	Durra	intron	5%	6246.94594	906	57833623	0.108015815298308	0.0156656275882976
PI642992_PI642992	PI642992	Milo/Durra-Bicolor	intron	5%	5623.50236	829	57833623	0.0972358650261285	0.014334222153089
PI642998_PI642998	PI642998	Guinea	intron	5%	4634.23928	675	57833623	0.0801305372136205	0.011671411282672
PI651492_PI651492	PI651492	Bicolor	intron	5%	5216.01549	756	57833623	0.0901900178378934	0.0130719806365927
PI651496_PI651496	PI651496	Milo/Durra-Bicolor	intron	5%	5174.78115	758	57833623	0.0894770357029163	0.0131065625959487
PI653616_PI653616	PI653616	Milo/Durra-Bicolor	intron	5%	5391.94935	788	57833623	0.0932320866358312	0.0136252919862897
PI653617_PI653617	PI653617	Milo/Durra-Bicolor	intron	5%	5304.68959	777	57833623	0.0917232798989612	0.0134350912098313
PI655970_PI655970	PI655970	Durra	intron	5%	5838.21999	851	57833623	0.100948543202974	0.0147146237060058
PI655971_PI655971	PI655971	Guinea	intron	5%	6422.98293	935	57833623	0.11105966731498	0.0161670659989605
PI655972_PI655972	PI655972	Durra	intron	5%	5781.0958	841	57833623	0.0999608099945597	0.0145417139092254
PI655973_PI655973	PI655973	Kafir	intron	5%	5339.84498	780	57833623	0.0923311510330245	0.0134869641488654
PI655974_PI655974	PI655974	Durra	intron	5%	5825.26135	847	57833623	0.100724475622079	0.0146454597872936
PI655975_PI655975	PI655975	Durra	intron	5%	5987.81987	874	57833623	0.10353527168789	0.0151123162386005
PI655976_PI655976	PI655976	Durra	intron	5%	5609.13018	816	57833623	0.0969873559538195	0.0141094394172746
PI655977_PI655977	PI655977	Bicolor	intron	5%	5027.08111	734	57833623	0.0869231573128317	0.0126915790836759
PI655978_PI655978	PI655978	Caudatum	intron	5%	5778.53862	850	57833623	0.0999165938471467	0.0146973327263277
PI655979_PI655979	PI655979	Caudatum	intron	5%	5343.60397	785	57833623	0.0923961476527244	0.0135734190472556
PI655980_PI655980	PI655980	Guinea	intron	5%	4645.40468	681	57833623	0.0803235979181176	0.0117751571607402
PI655981_PI655981	PI655981	Caudatum	intron	5%	5318.07426	774	57833623	0.0919547139559284	0.0133832182707972
PI655982_PI655982	PI655982	Durra	intron	5%	5583.22928	816	57833623	0.0965395040182767	0.0141094394172746
