sample	feature	feature_Mb	load_raw	n_del_alleles	load_per_Mb	n_del_per_Mb
PI656070_PI656070	intergenic	512.4847	551062.383000	90122.0	1075.275762	175.853053
PI656071_PI656071	exon	62.2529	18570.139556	2922.0	298.301521	46.937560
PI656071_PI656071	intron	57.7947	9547.213745	1552.0	165.191733	26.853653
PI656071_PI656071	upstream_2kb	50.4725	19095.669433	3194.0	378.338311	63.282022
PI656071_PI656071	downstream_2kb	33.9233	11032.311422	1832.0	325.212998	54.004115
PI656071_PI656071	intergenic	512.4847	592620.782264	96774.0	1156.367742	188.832952
PI656072_PI656072	exon	62.2529	20192.348750	3196.0	324.359886	51.338961
PI656072_PI656072	intron	57.7947	11579.642817	1887.0	200.358064	32.650028
PI656072_PI656072	upstream_2kb	50.4725	21097.206230	3528.0	417.994321	69.899490
PI656072_PI656072	downstream_2kb	33.9233	12544.573912	2079.0	369.791817	61.285237
PI656072_PI656072	intergenic	512.4847	778337.257133	127105.0	1518.752166	248.017157
PI656073_PI656073	exon	62.2529	19455.616770	3055.0	312.525389	49.074006
PI656073_PI656073	intron	57.7947	11115.774722	1819.0	192.331934	31.473451
PI656073_PI656073	upstream_2kb	50.4725	19915.339834	3333.0	394.578261	66.035998
PI656073_PI656073	downstream_2kb	33.9233	11437.572658	1901.0	337.159381	56.038113
PI656073_PI656073	intergenic	512.4847	706254.148870	115498.0	1378.098001	225.368677
PI656074_PI656074	exon	62.2529	18260.525977	2874.0	293.328042	46.166512
PI656074_PI656074	intron	57.7947	10917.051694	1786.0	188.893507	30.902465
PI656074_PI656074	upstream_2kb	50.4725	18578.280454	3122.0	368.087397	61.855501
PI656074_PI656074	downstream_2kb	33.9233	11250.772583	1866.0	331.652846	55.006375
PI656074_PI656074	intergenic	512.4847	580091.743265	94913.0	1131.920107	185.201624
PI656075_PI656075	exon	62.2529	18918.521588	2973.0	303.897758	47.756799
PI656075_PI656075	intron	57.7947	9530.206125	1558.0	164.897457	26.957469
PI656075_PI656075	upstream_2kb	50.4725	18614.922672	3111.0	368.813381	61.637561
PI656075_PI656075	downstream_2kb	33.9233	10584.634879	1764.0	312.016286	51.999595
PI656075_PI656075	intergenic	512.4847	561516.550040	91839.0	1095.674746	179.203397
PI656076_PI656076	exon	62.2529	17831.926447	2804.0	286.443232	45.042067
PI656076_PI656076	intron	57.7947	10626.131602	1734.0	183.859830	30.002729
PI656076_PI656076	upstream_2kb	50.4725	18781.372221	3150.0	372.111209	62.410259
PI656076_PI656076	downstream_2kb	33.9233	11494.834474	1921.0	338.847358	56.627677
PI656076_PI656076	intergenic	512.4847	697064.381560	114064.0	1360.166213	222.570544
PI656077_PI656077	exon	62.2529	18984.904161	3000.0	304.964095	48.190514
PI656077_PI656077	intron	57.7947	10180.394256	1662.0	176.147409	28.756941
PI656077_PI656077	upstream_2kb	50.4725	20196.856491	3378.0	400.155889	66.927573
PI656077_PI656077	downstream_2kb	33.9233	12381.567737	2058.0	364.986684	60.666194
PI656077_PI656077	intergenic	512.4847	599939.559013	98204.0	1170.648708	191.623279
PI656078_PI656078	exon	62.2529	17787.412698	2845.0	285.728185	45.700670
PI656078_PI656078	intron	57.7947	6785.913752	1128.0	117.414031	19.517346
PI656078_PI656078	upstream_2kb	50.4725	12698.911325	2145.0	251.600745	42.498415
PI656078_PI656078	downstream_2kb	33.9233	7211.914309	1211.0	212.594458	35.698135
PI656078_PI656078	intergenic	512.4847	167334.251534	27514.0	326.515601	53.687456
PI656079_PI656079	exon	62.2529	18906.247085	2981.0	303.700586	47.885307
PI656079_PI656079	intron	57.7947	9286.493593	1510.0	160.680593	26.126944
PI656079_PI656079	upstream_2kb	50.4725	18232.983055	3058.0	361.246095	60.587483
PI656079_PI656079	downstream_2kb	33.9233	10675.812345	1786.0	314.704037	52.648116
PI656079_PI656079	intergenic	512.4847	556617.620710	91105.0	1086.115574	177.771159
PI656080_PI656080	exon	62.2529	18518.537112	2927.0	297.472605	47.017878
PI656080_PI656080	intron	57.7947	10337.327828	1673.0	178.862770	28.947269
PI656080_PI656080	upstream_2kb	50.4725	18817.374218	3149.0	372.824509	62.390446
PI656080_PI656080	downstream_2kb	33.9233	11042.810456	1836.0	325.522491	54.122028
PI656080_PI656080	intergenic	512.4847	542090.839942	88593.0	1057.769790	172.869549
PI656081_PI656081	exon	62.2529	17318.808086	2762.0	278.200753	44.367400
PI656081_PI656081	intron	57.7947	6338.622130	1054.0	109.674718	18.236953
PI656081_PI656081	upstream_2kb	50.4725	12097.908479	2059.0	239.693208	40.794515
PI656081_PI656081	downstream_2kb	33.9233	6523.554202	1102.0	192.302822	32.485008
PI656081_PI656081	intergenic	512.4847	137943.420049	22718.0	269.165925	44.329128
PI656082_PI656082	exon	62.2529	19996.815723	3155.0	321.218941	50.680357
PI656082_PI656082	intron	57.7947	11228.459591	1837.0	194.281677	31.784898
PI656082_PI656082	upstream_2kb	50.4725	19807.057119	3326.0	392.432879	65.897309
PI656082_PI656082	downstream_2kb	33.9233	12032.527438	2000.0	354.697594	58.956457
PI656082_PI656082	intergenic	512.4847	766465.282592	125314.0	1495.586646	244.522419
PI656083_PI656083	exon	62.2529	22002.290412	3457.0	353.433892	55.531535
PI656083_PI656083	intron	57.7947	11817.277164	1924.0	204.469759	33.290225
PI656083_PI656083	upstream_2kb	50.4725	21430.463359	3594.0	424.597071	71.207134
PI656083_PI656083	downstream_2kb	33.9233	12567.710956	2095.0	370.473856	61.756889
PI656083_PI656083	intergenic	512.4847	656224.684977	107401.0	1280.476622	209.569181
PI656085_PI656085	exon	62.2529	17505.132632	2763.0	281.193778	44.383463
PI656085_PI656085	intron	57.7947	9891.943605	1603.0	171.156460	27.736087
PI656085_PI656085	upstream_2kb	50.4725	18622.764734	3116.0	368.968754	61.736625
PI656085_PI656085	downstream_2kb	33.9233	10804.540283	1803.0	318.498708	53.149246
PI656085_PI656085	intergenic	512.4847	552473.147224	90316.0	1078.028555	176.231601
PI656086_PI656086	exon	62.2529	17869.448920	2816.0	287.045974	45.234829
PI656086_PI656086	intron	57.7947	10310.513673	1676.0	178.398815	28.999177
PI656086_PI656086	upstream_2kb	50.4725	18622.130203	3123.0	368.956182	61.875314
PI656086_PI656086	downstream_2kb	33.9233	10671.200649	1781.0	314.568092	52.500725
PI656086_PI656086	intergenic	512.4847	619838.428101	101365.0	1209.476928	197.791268
PI656087_PI656087	exon	62.2529	17692.992186	2789.0	284.211461	44.801114
PI656087_PI656087	intron	57.7947	9617.322174	1569.0	166.404792	27.147798
PI656087_PI656087	upstream_2kb	50.4725	17728.866179	2975.0	351.258138	58.943023
PI656087_PI656087	downstream_2kb	33.9233	10357.017759	1739.0	305.306537	51.262639
PI656087_PI656087	intergenic	512.4847	529853.248416	86631.0	1033.890850	169.041142
PI656088_PI656088	exon	62.2529	19755.159708	3099.0	317.337098	49.780801
PI656088_PI656088	intron	57.7947	11257.803375	1832.0	194.789401	31.698385
PI656088_PI656088	upstream_2kb	50.4725	20701.953443	3457.0	410.163264	68.492783
PI656088_PI656088	downstream_2kb	33.9233	12016.881132	2000.0	354.236369	58.956457
PI656088_PI656088	intergenic	512.4847	721499.209979	117967.0	1407.845349	230.186381
PI656089_PI656089	exon	62.2529	20786.086511	3259.0	333.897395	52.350961
PI656089_PI656089	intron	57.7947	11051.178828	1799.0	191.214257	31.127399
PI656089_PI656089	upstream_2kb	50.4725	20818.903315	3464.0	412.480366	68.631472
PI656089_PI656089	downstream_2kb	33.9233	11977.194703	1992.0	353.066483	58.720631
PI656089_PI656089	intergenic	512.4847	714926.384334	116883.0	1395.019941	228.071196
PI656090_PI656090	exon	62.2529	18084.303106	2851.0	290.497285	45.797051
PI656090_PI656090	intron	57.7947	9089.919805	1487.0	157.279353	25.728984
PI656090_PI656090	upstream_2kb	50.4725	18739.807379	3147.0	371.287694	62.350821
PI656090_PI656090	downstream_2kb	33.9233	10097.795133	1677.0	297.665113	49.434989
PI656090_PI656090	intergenic	512.4847	547067.993121	89487.0	1067.481598	174.613991
PI656091_PI656091	exon	62.2529	18940.172298	2966.0	304.245544	47.644355
PI656091_PI656091	intron	57.7947	10828.957276	1768.0	187.369244	30.591018
PI656091_PI656091	upstream_2kb	50.4725	19851.530998	3329.0	393.314030	65.956747
PI656091_PI656091	downstream_2kb	33.9233	11709.337447	1950.0	345.170526	57.482546
PI656091_PI656091	intergenic	512.4847	748614.259096	122406.0	1460.754341	238.848103
PI656092_PI656092	exon	62.2529	19448.299177	3066.0	312.407843	49.250705
PI656092_PI656092	intron	57.7947	10421.665282	1706.0	180.322028	29.518256
PI656092_PI656092	upstream_2kb	50.4725	20967.007300	3518.0	415.414718	69.701363
PI656092_PI656092	downstream_2kb	33.9233	12403.790412	2045.0	365.641769	60.282977
PI656092_PI656092	intergenic	512.4847	660456.233291	107975.0	1288.733548	210.689214
PI656093_PI656093	exon	62.2529	20751.734972	3280.0	333.345589	52.688295
PI656093_PI656093	intron	57.7947	9637.855105	1573.0	166.760065	27.217008
PI656093_PI656093	upstream_2kb	50.4725	19076.953086	3204.0	377.967488	63.480149
PI656093_PI656093	downstream_2kb	33.9233	11123.505217	1855.0	327.901229	54.682114
PI656093_PI656093	intergenic	512.4847	511930.595215	83888.0	998.918776	163.688787
PI656094_PI656094	exon	62.2529	19606.898902	3078.0	314.955510	49.443467
PI656094_PI656094	intron	57.7947	9548.052193	1559.0	165.206240	26.974772
PI656094_PI656094	upstream_2kb	50.4725	18354.123376	3084.0	363.646222	61.102616
PI656094_PI656094	downstream_2kb	33.9233	10711.153384	1793.0	315.745828	52.854464
PI656094_PI656094	intergenic	512.4847	495824.821554	81284.0	967.491938	158.607660
PI656095_PI656095	exon	62.2529	20325.923656	3213.0	326.505567	51.612040
PI656095_PI656095	intron	57.7947	10931.814215	1795.0	189.148937	31.058188
PI656095_PI656095	upstream_2kb	50.4725	18270.634318	3082.0	361.992071	61.062990
PI656095_PI656095	downstream_2kb	33.9233	10834.852146	1810.0	319.392248	53.355594
PI656095_PI656095	intergenic	512.4847	620765.235998	101707.0	1211.285388	198.458605
PI656096_PI656096	exon	62.2529	20825.992560	3278.0	334.538426	52.656168
PI656096_PI656096	intron	57.7947	9764.324284	1595.0	168.948312	27.597666
PI656096_PI656096	upstream_2kb	50.4725	18581.069677	3136.0	368.142659	62.132880
PI656096_PI656096	downstream_2kb	33.9233	11673.930353	1951.0	344.126787	57.512024
PI656096_PI656096	intergenic	512.4847	514849.733851	84394.0	1004.614826	164.676134
PI656097_PI656097	exon	62.2529	21390.130683	3363.0	343.600462	54.021566
PI656097_PI656097	intron	57.7947	10700.423825	1752.0	185.145279	30.314176
PI656097_PI656097	upstream_2kb	50.4725	21184.435110	3532.0	419.722567	69.978741
PI656097_PI656097	downstream_2kb	33.9233	12902.140685	2141.0	380.332252	63.112887
PI656097_PI656097	intergenic	512.4847	641090.957582	104803.0	1250.946516	204.499761
PI656098_PI656098	exon	62.2529	17455.987089	2727.0	280.404328	43.805177
PI656098_PI656098	intron	57.7947	9704.465215	1584.0	167.912594	27.407337
PI656098_PI656098	upstream_2kb	50.4725	18142.644606	3032.0	359.456239	60.072351
PI656098_PI656098	downstream_2kb	33.9233	10171.764160	1690.0	299.845589	49.818206
PI656098_PI656098	intergenic	512.4847	454291.178421	74294.0	886.448265	144.968229
PI656099_PI656099	exon	62.2529	21813.827888	3432.0	350.406524	55.129948
PI656099_PI656099	intron	57.7947	11392.900446	1872.0	197.126933	32.390489
PI656099_PI656099	upstream_2kb	50.4725	21632.178127	3617.0	428.593602	71.662828
PI656099_PI656099	downstream_2kb	33.9233	12781.428190	2118.0	376.773862	62.434888
PI656099_PI656099	intergenic	512.4847	720581.218167	117770.0	1406.054092	229.801980
PI656100_PI656100	exon	62.2529	21462.279968	3352.0	344.759432	53.844867
PI656100_PI656100	intron	57.7947	12337.836061	2013.0	213.476787	34.830157
PI656100_PI656100	upstream_2kb	50.4725	21810.588890	3645.0	432.128415	72.217586
PI656100_PI656100	downstream_2kb	33.9233	13091.246920	2171.0	385.906769	63.997234
PI656100_PI656100	intergenic	512.4847	801578.064811	130952.0	1564.101436	255.523723
PI656101_PI656101	exon	62.2529	19049.741648	2991.0	306.005612	48.045942
PI656101_PI656101	intron	57.7947	11428.701605	1866.0	197.746387	32.286674
PI656101_PI656101	upstream_2kb	50.4725	20040.248408	3352.0	397.053047	66.412441
PI656101_PI656101	downstream_2kb	33.9233	11594.047549	1931.0	341.771984	56.922459
PI656101_PI656101	intergenic	512.4847	705780.779851	115458.0	1377.174327	225.290626
PI656102_PI656102	exon	62.2529	17952.496489	2824.0	288.380009	45.363337
PI656102_PI656102	intron	57.7947	9679.987006	1582.0	167.489057	27.372732
PI656102_PI656102	upstream_2kb	50.4725	17895.736977	2992.0	354.564312	59.279840
PI656102_PI656102	downstream_2kb	33.9233	10710.304687	1777.0	315.720810	52.382812
PI656102_PI656102	intergenic	512.4847	458970.630795	75043.0	895.579176	146.429736
PI656103_PI656103	exon	62.2529	20614.373722	3261.0	331.139086	52.383088
PI656103_PI656103	intron	57.7947	9966.021915	1627.0	172.438208	28.151349
PI656103_PI656103	upstream_2kb	50.4725	20411.006181	3405.0	404.398790	67.462518
PI656103_PI656103	downstream_2kb	33.9233	12015.367273	2000.0	354.191743	58.956457
PI656103_PI656103	intergenic	512.4847	646472.009844	105767.0	1261.446444	206.380793
PI656104_PI656104	exon	62.2529	21563.345602	3385.0	346.382900	54.374963
PI656104_PI656104	intron	57.7947	11603.128357	1893.0	200.764425	32.753844
PI656104_PI656104	upstream_2kb	50.4725	21391.443382	3576.0	423.823977	70.850504
PI656104_PI656104	downstream_2kb	33.9233	12511.672891	2081.0	368.821953	61.344194
PI656104_PI656104	intergenic	512.4847	715623.835581	117088.0	1396.380862	228.471208
PI656105_PI656105	exon	62.2529	17580.390530	2767.0	282.402683	44.447717
PI656105_PI656105	intron	57.7947	9992.603888	1621.0	172.898146	28.047534
PI656105_PI656105	upstream_2kb	50.4725	18153.145386	3031.0	359.664289	60.052538
PI656105_PI656105	downstream_2kb	33.9233	10624.126833	1778.0	313.180439	52.412290
PI656105_PI656105	intergenic	512.4847	526890.007869	86155.0	1028.108745	168.112334
PI656106_PI656106	exon	62.2529	18399.172208	2906.0	295.555187	46.680544
PI656106_PI656106	intron	57.7947	9808.582712	1594.0	169.714099	27.580363
PI656106_PI656106	upstream_2kb	50.4725	18875.709168	3159.0	373.980287	62.588574
PI656106_PI656106	downstream_2kb	33.9233	10577.501793	1775.0	311.806016	52.323856
PI656106_PI656106	intergenic	512.4847	505686.313436	82702.0	986.734448	161.374572
PI656107_PI656107	exon	62.2529	18861.476689	2950.0	302.981417	47.387338
PI656107_PI656107	intron	57.7947	11087.207308	1804.0	191.837644	31.213912
PI656107_PI656107	upstream_2kb	50.4725	20348.334648	3407.0	403.157092	67.502144
PI656107_PI656107	downstream_2kb	33.9233	11317.066719	1889.0	333.607080	55.684374
PI656107_PI656107	intergenic	512.4847	712781.053478	116546.0	1390.833805	227.413616
PI656108_PI656108	exon	62.2529	21424.941919	3374.0	344.159652	54.198264
PI656108_PI656108	intron	57.7947	10636.203002	1738.0	184.034091	30.071939
PI656108_PI656108	upstream_2kb	50.4725	20493.040159	3424.0	406.024111	67.838961
PI656108_PI656108	downstream_2kb	33.9233	11998.647711	1995.0	353.698880	58.809066
PI656108_PI656108	intergenic	512.4847	554567.840072	90758.0	1082.115883	177.094065
PI656109_PI656109	exon	62.2529	19993.165788	3135.0	321.160310	50.359087
PI656109_PI656109	intron	57.7947	11147.332928	1829.0	192.877974	31.646477
PI656109_PI656109	upstream_2kb	50.4725	19746.573644	3302.0	391.234533	65.421802
PI656109_PI656109	downstream_2kb	33.9233	11565.359952	1915.0	340.926324	56.450808
PI656109_PI656109	intergenic	512.4847	659656.310330	107792.0	1287.172676	210.332130
PI656110_PI656110	exon	62.2529	18488.140241	2922.0	296.984325	46.937560
PI656110_PI656110	intron	57.7947	9309.763553	1524.0	161.083224	26.369180
PI656110_PI656110	upstream_2kb	50.4725	17558.847917	2955.0	347.889603	58.546767
PI656110_PI656110	downstream_2kb	33.9233	10111.272348	1684.0	298.062397	49.641337
PI656110_PI656110	intergenic	512.4847	626626.478672	102403.0	1222.722300	199.816695
PI656111_PI656111	exon	62.2529	18412.750455	2889.0	295.773301	46.407465
PI656111_PI656111	intron	57.7947	9674.359745	1571.0	167.391691	27.182403
PI656111_PI656111	upstream_2kb	50.4725	18382.173042	3083.0	364.201964	61.082803
PI656111_PI656111	downstream_2kb	33.9233	11448.571279	1911.0	337.483601	56.332895
PI656111_PI656111	intergenic	512.4847	510933.108383	83601.0	996.972402	163.128771
PI656112_PI656112	exon	62.2529	19139.689151	3002.0	307.450484	48.222641
PI656112_PI656112	intron	57.7947	11318.011907	1849.0	195.831166	31.992529
PI656112_PI656112	upstream_2kb	50.4725	19559.605263	3278.0	387.530170	64.946295
PI656112_PI656112	downstream_2kb	33.9233	11449.131224	1901.0	337.500107	56.038113
PI656112_PI656112	intergenic	512.4847	590381.987715	96419.0	1151.999232	188.140249
PI656113_PI656113	exon	62.2529	20022.185186	3134.0	321.626463	50.343023
PI656113_PI656113	intron	57.7947	11000.696445	1802.0	190.340780	31.179306
PI656113_PI656113	upstream_2kb	50.4725	20324.992504	3402.0	402.694619	67.403080
PI656113_PI656113	downstream_2kb	33.9233	11540.347472	1925.0	340.189001	56.745590
PI656113_PI656113	intergenic	512.4847	663244.994435	108434.0	1294.175195	211.584851
PI656114_PI656114	exon	62.2529	19287.286648	3048.0	309.821417	48.961562
PI656114_PI656114	intron	57.7947	10167.762607	1652.0	175.928849	28.583915
PI656114_PI656114	upstream_2kb	50.4725	19536.129957	3269.0	387.065059	64.767980
PI656114_PI656114	downstream_2kb	33.9233	11036.257610	1839.0	325.329324	54.210462
PI656114_PI656114	intergenic	512.4847	592374.216324	96933.0	1155.886623	189.143205
PI656115_PI656115	exon	62.2529	20317.220282	3179.0	326.365761	51.065881
PI656115_PI656115	intron	57.7947	12294.132928	2015.0	212.720609	34.864763
PI656115_PI656115	upstream_2kb	50.4725	21168.547235	3547.0	419.407784	70.275933
PI656115_PI656115	downstream_2kb	33.9233	12817.612032	2133.0	377.840497	62.877062
PI656115_PI656115	intergenic	512.4847	801393.661777	130947.0	1563.741615	255.513966
PI656116_PI656116	exon	62.2529	19919.529712	3154.0	319.977456	50.664293
PI656116_PI656116	intron	57.7947	10424.690314	1715.0	180.374369	29.673979
PI656116_PI656116	upstream_2kb	50.4725	18397.883697	3088.0	364.513235	61.181867
PI656116_PI656116	downstream_2kb	33.9233	10083.966308	1695.0	297.257464	49.965597
PI656116_PI656116	intergenic	512.4847	558521.239294	91425.0	1089.830063	178.395568
PI656118_PI656118	exon	62.2529	17896.680229	2814.0	287.483404	45.202702
PI656118_PI656118	intron	57.7947	9675.561346	1577.0	167.412482	27.286219
PI656118_PI656118	upstream_2kb	50.4725	18770.406265	3151.0	371.893943	62.430072
PI656118_PI656118	downstream_2kb	33.9233	10544.788389	1769.0	310.841682	52.146986
PI656118_PI656118	intergenic	512.4847	521932.347042	85287.0	1018.434972	166.418625
PI656119_PI656119	exon	62.2529	19461.293486	3065.0	312.616577	49.234641
PI656119_PI656119	intron	57.7947	9513.614752	1552.0	164.610383	26.853653
PI656119_PI656119	upstream_2kb	50.4725	18372.250135	3092.0	364.005363	61.261118
PI656119_PI656119	downstream_2kb	33.9233	11131.095044	1862.0	328.124964	54.888462
PI656119_PI656119	intergenic	512.4847	556624.783960	91149.0	1086.129552	177.857015
PI656120_PI656120	exon	62.2529	18106.355352	2843.0	290.851522	45.668543
PI656120_PI656120	intron	57.7947	10843.893929	1764.0	187.627687	30.521807
PI656120_PI656120	upstream_2kb	50.4725	19190.881223	3219.0	380.224721	63.777341
PI656120_PI656120	downstream_2kb	33.9233	11061.978024	1841.0	326.087517	54.269419
PI656120_PI656120	intergenic	512.4847	681462.609500	111327.0	1329.722822	217.229897
PI656121_PI656121	exon	62.2529	17897.812201	2809.0	287.501588	45.122384
PI656121_PI656121	intron	57.7947	9251.217776	1518.0	160.070229	26.265365
PI656121_PI656121	upstream_2kb	50.4725	17677.072359	2974.0	350.231958	58.923210
PI656121_PI656121	downstream_2kb	33.9233	10265.941743	1726.0	302.621777	50.879423
PI656121_PI656121	intergenic	512.4847	558027.233588	91288.0	1088.866120	178.128243
PI659691_PI659691	exon	62.2529	18225.300469	2867.0	292.762197	46.054068
PI659691_PI659691	intron	57.7947	10280.423377	1671.0	177.878174	28.912664
PI659691_PI659691	upstream_2kb	50.4725	18944.245758	3166.0	375.338187	62.727264
PI659691_PI659691	downstream_2kb	33.9233	10721.210196	1792.0	316.042285	52.824986
PI659691_PI659691	intergenic	512.4847	613657.482358	100425.0	1197.416187	195.957067
PI659694_PI659694	exon	62.2529	19550.770259	3067.0	314.053887	49.266768
PI659694_PI659694	intron	57.7947	12114.133731	1990.0	209.606153	34.432197
PI659694_PI659694	upstream_2kb	50.4725	20458.510284	3436.0	405.339978	68.076715
PI659694_PI659694	downstream_2kb	33.9233	11503.205081	1934.0	339.094109	57.010894
PI659694_PI659694	intergenic	512.4847	801080.384041	130831.0	1563.130323	255.287618
PI659695_PI659695	exon	62.2529	20174.601563	3174.0	324.074804	50.985563
PI659695_PI659695	intron	57.7947	10704.545830	1753.0	185.216601	30.331478
PI659695_PI659695	upstream_2kb	50.4725	20026.820752	3349.0	396.787008	66.353003
PI659695_PI659695	downstream_2kb	33.9233	11987.986871	1987.0	353.384617	58.573240
PI659695_PI659695	intergenic	512.4847	646257.887625	105655.0	1261.028632	206.162250
PI659696_PI659696	exon	62.2529	19439.995904	3062.0	312.274463	49.186451
PI659696_PI659696	intron	57.7947	10728.668887	1750.0	185.633992	30.279571
PI659696_PI659696	upstream_2kb	50.4725	19035.157283	3179.0	377.139397	62.984830
PI659696_PI659696	downstream_2kb	33.9233	11151.365046	1857.0	328.722488	54.741070
PI659696_PI659696	intergenic	512.4847	654975.097500	107090.0	1278.038329	208.962333
PI659753_PI659753	exon	62.2529	20729.342509	3256.0	332.985888	52.302771
PI659753_PI659753	intron	57.7947	11897.359984	1945.0	205.855401	33.653580
PI659753_PI659753	upstream_2kb	50.4725	21190.276495	3548.0	419.838301	70.295746
PI659753_PI659753	downstream_2kb	33.9233	12939.690519	2152.0	381.439155	63.437148
PI659753_PI659753	intergenic	512.4847	767480.176131	125355.0	1497.566985	244.602421
