sample	feature	cutoff	genetic_load	n_del
PI534138_PI534138	intergenic	5%	219532.334850	32440.000000
PI534139_PI534139	intergenic	5%	385353.030450	56754.000000
PI534144_PI534144	intergenic	5%	326462.318750	48245.000000
PI534145_PI534145	intergenic	5%	255029.331970	37975.000000
PI534148_PI534148	intergenic	5%	321068.163620	47237.000000
PI534155_PI534155	intergenic	5%	281323.863770	41655.000000
PI534157_PI534157	intergenic	5%	343957.559220	50933.000000
PI534163_PI534163	intergenic	5%	306004.367600	45097.000000
PI534167_PI534167	intergenic	5%	329953.479700	48969.000000
PI540816_PI540816	intergenic	5%	362669.529130	53436.000000
PI542406_PI542406	intergenic	5%	243885.593440	35883.000000
PI542718_PI542718	intergenic	5%	399156.268220	58803.000000
PI548797_PI548797	intergenic	5%	330254.434120	48511.000000
PI552856_PI552856	intergenic	5%	307972.490630	45631.000000
PI552861_PI552861	intergenic	5%	268578.783550	39644.000000
PI561071_PI561071	intergenic	5%	363623.945560	53703.000000
PI561072_PI561072	intergenic	5%	333206.474090	49411.000000
PI561073_PI561073	intergenic	5%	393500.382150	57856.000000
PI561472_PI561472	intergenic	5%	408890.693550	60264.000000
PI562730_PI562730	intergenic	5%	274845.489270	40388.000000
PI564163_PI564163	intergenic	5%	260074.706260	38453.000000
PI564164_PI564164	intergenic	5%	382920.767640	56843.000000
PI564165_PI564165	intergenic	5%	405852.218490	60212.000000
PI565121_PI565121	intergenic	5%	264791.218680	39027.000000
PI566819_PI566819	intergenic	5%	297300.250780	43891.000000
PI576130_PI576130	intergenic	5%	355777.494100	52412.000000
PI576332_PI576332	intergenic	5%	351586.173520	51865.000000
PI576333_PI576333	intergenic	5%	303528.845070	44781.000000
PI576337_PI576337	intergenic	5%	268283.706260	39598.000000
PI576339_PI576339	intergenic	5%	303978.103730	44871.000000
PI576340_PI576340	intergenic	5%	301376.988530	44478.000000
PI576345_PI576345	intergenic	5%	246664.109230	36426.000000
PI576347_PI576347	intergenic	5%	280714.545440	41150.000000
PI576348_PI576348	intergenic	5%	173682.416600	25591.000000
PI576349_PI576349	intergenic	5%	202349.111120	29987.000000
PI576350_PI576350	intergenic	5%	245454.214130	36124.000000
PI576352_PI576352	intergenic	5%	303378.943900	44760.000000
PI576359_PI576359	intergenic	5%	319402.940990	47199.000000
PI576364_PI576364	intergenic	5%	316424.616150	46720.000000
PI576366_PI576366	intergenic	5%	273317.494910	40281.000000
PI576373_PI576373	intergenic	5%	254452.179330	37543.000000
PI576375_PI576375	intergenic	5%	342106.628560	50841.000000
PI576376_PI576376	intergenic	5%	347746.106230	51453.000000
PI576380_PI576380	intergenic	5%	306944.806410	45290.000000
PI576381_PI576381	intergenic	5%	372821.235600	55002.000000
PI576385_PI576385	intergenic	5%	327500.048810	48684.000000
PI576386_PI576386	intergenic	5%	260303.674490	38395.000000
PI576387_PI576387	intergenic	5%	261726.414010	38587.000000
PI576390_PI576390	intergenic	5%	367615.896230	54297.000000
PI576391_PI576391	intergenic	5%	371326.121950	54727.000000
PI576393_PI576393	intergenic	5%	253749.174030	37535.000000
PI576394_PI576394	intergenic	5%	380135.442640	56165.000000
PI576396_PI576396	intergenic	5%	262384.062190	38698.000000
PI576399_PI576399	intergenic	5%	272236.717760	40348.000000
PI576401_PI576401	intergenic	5%	395314.152730	58659.000000
PI576418_PI576418	intergenic	5%	273073.043820	40614.000000
PI576422_PI576422	intergenic	5%	302159.395880	44628.000000
PI576425_PI576425	intergenic	5%	337537.907960	50113.000000
PI576426_PI576426	intergenic	5%	268895.638800	39712.000000
PI576428_PI576428	intergenic	5%	348802.871760	51597.000000
PI576434_PI576434	intergenic	5%	276801.065030	40764.000000
PI576435_PI576435	intergenic	5%	362453.799640	53505.000000
PI576437_PI576437	intergenic	5%	309856.554910	45785.000000
PI585291_PI585291	intergenic	5%	405301.927790	59970.000000
PI585295_PI585295	intergenic	5%	279236.719420	41099.000000
PI595699_PI595699	intergenic	5%	293037.512490	43345.000000
PI595702_PI595702	intergenic	5%	304316.748990	44952.000000
PI595714_PI595714	intergenic	5%	345973.232320	51121.000000
PI595718_PI595718	intergenic	5%	303342.325880	44575.000000
PI595720_PI595720	intergenic	5%	326010.893360	48442.000000
PI595739_PI595739	intergenic	5%	253155.755240	37341.000000
PI595740_PI595740	intergenic	5%	337644.458000	49774.000000
PI595741_PI595741	intergenic	5%	359680.582170	53360.000000
PI595743_PI595743	intergenic	5%	358758.679350	53156.000000
PI595744_PI595744	intergenic	5%	240305.624820	35501.000000
PI595745_PI595745	intergenic	5%	232256.832170	34253.000000
PI597945_PI597945	intergenic	5%	361139.030320	53418.000000
PI597946_PI597946	intergenic	5%	326394.418640	48058.000000
PI597949_PI597949	intergenic	5%	307139.560380	45356.000000
PI597950_PI597950	intergenic	5%	226763.363270	33464.000000
PI597951_PI597951	intergenic	5%	369048.250160	54584.000000
PI597952_PI597952	intergenic	5%	355643.979510	52487.000000
PI597957_PI597957	intergenic	5%	310685.981630	46056.000000
PI597958_PI597958	intergenic	5%	333720.956450	49218.000000
PI597960_PI597960	intergenic	5%	219329.842470	32469.000000
PI597961_PI597961	intergenic	5%	259309.478730	38233.000000
PI597964_PI597964	intergenic	5%	281877.093290	41566.000000
PI597965_PI597965	intergenic	5%	283019.516670	41660.000000
PI597966_PI597966	intergenic	5%	321083.439840	47181.000000
PI597967_PI597967	intergenic	5%	282223.550910	41591.000000
PI597968_PI597968	intergenic	5%	327792.147180	48150.000000
PI597971_PI597971	intergenic	5%	258308.864150	38114.000000
PI597972_PI597972	intergenic	5%	264628.969300	39068.000000
PI597973_PI597973	intergenic	5%	256286.348230	37864.000000
PI597976_PI597976	intergenic	5%	270228.772650	40287.000000
PI597980_PI597980	intergenic	5%	251417.071220	37043.000000
PI597982_PI597982	intergenic	5%	243626.598780	35919.000000
PI598069_PI598069	intergenic	5%	349261.622570	51611.000000
PI598070_PI598070	intergenic	5%	340607.602240	50341.000000
PI601816_PI601816	intergenic	5%	273852.883730	40363.000000
PI607931_PI607931	intergenic	5%	259999.836950	38341.000000
PI609456_PI609456	intergenic	5%	81764.544800	12128.000000
PI613536_PI613536	intergenic	5%	267585.762660	39618.000000
PI629034_PI629034	intergenic	5%	277042.821310	40785.000000
PI629040_PI629040	intergenic	5%	458528.104890	67855.000000
PI629059_PI629059	intergenic	5%	270910.759410	39998.000000
PI641824_PI641824	intergenic	5%	366294.718230	54096.000000
PI641836_PI641836	intergenic	5%	302702.418220	44706.000000
PI641849_PI641849	intergenic	5%	419809.007960	61938.000000
PI641874_PI641874	intergenic	5%	504474.371820	74553.000000
PI642791_PI642791	intergenic	5%	344156.270320	50964.000000
PI642793_PI642793	intergenic	5%	309054.147070	45772.000000
PI642992_PI642992	intergenic	5%	353363.514380	51864.000000
PI642998_PI642998	intergenic	5%	287061.837890	42223.000000
PI651492_PI651492	intergenic	5%	357353.730900	52645.000000
PI651496_PI651496	intergenic	5%	269712.113830	39802.000000
PI653616_PI653616	intergenic	5%	304385.298940	45166.000000
PI653617_PI653617	intergenic	5%	273147.881420	40328.000000
PI655970_PI655970	intergenic	5%	310731.322410	45889.000000
PI655971_PI655971	intergenic	5%	456785.640390	67530.000000
PI655972_PI655972	intergenic	5%	305342.775630	45060.000000
PI655973_PI655973	intergenic	5%	338725.348590	49929.000000
PI655974_PI655974	intergenic	5%	306467.721570	45275.000000
PI655975_PI655975	intergenic	5%	363215.062270	53878.000000
PI655976_PI655976	intergenic	5%	306334.251390	45206.000000
PI655977_PI655977	intergenic	5%	318390.371380	46725.000000
PI655978_PI655978	intergenic	5%	418041.675890	61901.000000
PI655979_PI655979	intergenic	5%	345954.805710	51460.000000
PI655980_PI655980	intergenic	5%	289938.538160	42728.000000
PI655981_PI655981	intergenic	5%	344877.272150	51105.000000
PI655982_PI655982	intergenic	5%	265552.569220	39220.000000
PI655983_PI655983	intergenic	5%	303970.471060	44897.000000
PI655984_PI655984	intergenic	5%	417924.922280	61658.000000
PI655985_PI655985	intergenic	5%	360877.697120	53246.000000
PI655986_PI655986	intergenic	5%	360223.715860	53166.000000
PI655987_PI655987	intergenic	5%	297449.607960	43907.000000
PI655988_PI655988	intergenic	5%	314704.308770	46471.000000
PI655989_PI655989	intergenic	5%	294305.213440	43479.000000
PI655990_PI655990	intergenic	5%	462036.918890	68344.000000
PI655991_PI655991	intergenic	5%	344212.272370	50821.000000
PI655992_PI655992	intergenic	5%	301873.230440	44571.000000
PI655993_PI655993	intergenic	5%	355435.855030	52730.000000
PI655994_PI655994	intergenic	5%	329799.578980	48444.000000
PI655995_PI655995	intergenic	5%	304310.389460	44819.000000
PI655996_PI655996	intergenic	5%	410291.110620	60733.000000
PI655997_PI655997	intergenic	5%	440721.667110	65181.000000
PI655998_PI655998	intergenic	5%	320290.166050	47664.000000
PI655999_PI655999	intergenic	5%	252629.317150	37160.000000
PI656000_PI656000	intergenic	5%	262892.246690	38849.000000
PI656001_PI656001	intergenic	5%	259453.334470	38278.000000
PI656002_PI656002	intergenic	5%	300759.957100	44396.000000
PI656003_PI656003	intergenic	5%	356472.134740	52441.000000
PI656004_PI656004	intergenic	5%	435970.104660	64623.000000
PI656005_PI656005	intergenic	5%	323852.880990	47803.000000
PI656006_PI656006	intergenic	5%	354940.918810	52438.000000
PI656007_PI656007	intergenic	5%	262834.781700	38823.000000
PI656008_PI656008	intergenic	5%	345128.504450	50743.000000
PI656009_PI656009	intergenic	5%	262230.248330	38668.000000
PI656010_PI656010	intergenic	5%	388730.335500	57527.000000
PI656011_PI656011	intergenic	5%	361318.680440	53262.000000
PI656012_PI656012	intergenic	5%	437664.588300	64799.000000
PI656013_PI656013	intergenic	5%	372190.778870	54903.000000
PI656014_PI656014	intergenic	5%	316336.335380	46666.000000
PI656015_PI656015	intergenic	5%	341083.673870	50270.000000
PI656016_PI656016	intergenic	5%	347412.943810	51711.000000
PI656017_PI656017	intergenic	5%	458641.289750	67858.000000
PI656018_PI656018	intergenic	5%	408727.482860	60534.000000
PI656019_PI656019	intergenic	5%	336325.428010	49831.000000
PI656020_PI656020	intergenic	5%	333870.772430	49222.000000
PI656021_PI656021	intergenic	5%	441900.253580	65355.000000
PI656022_PI656022	intergenic	5%	305366.924050	45101.000000
PI656023_PI656023	intergenic	5%	302358.956130	44628.000000
PI656024_PI656024	intergenic	5%	312825.065980	46284.000000
PI656025_PI656025	intergenic	5%	394816.747440	58181.000000
PI656026_PI656026	intergenic	5%	301939.278500	44475.000000
PI656027_PI656027	intergenic	5%	304108.262050	44829.000000
PI656028_PI656028	intergenic	5%	295678.369470	43633.000000
PI656029_PI656029	intergenic	5%	296149.424440	43916.000000
PI656031_PI656031	intergenic	5%	249551.184330	36783.000000
PI656032_PI656032	intergenic	5%	357799.624270	52691.000000
PI656033_PI656033	intergenic	5%	456132.949580	67510.000000
PI656034_PI656034	intergenic	5%	317841.503140	46912.000000
PI656035_PI656035	intergenic	5%	287821.779040	42302.000000
PI656036_PI656036	intergenic	5%	365476.224700	53886.000000
PI656037_PI656037	intergenic	5%	318056.511080	47042.000000
PI656038_PI656038	intergenic	5%	302196.098260	44634.000000
PI656039_PI656039	intergenic	5%	312537.261840	45978.000000
PI656040_PI656040	intergenic	5%	387302.441090	57275.000000
PI656041_PI656041	intergenic	5%	458305.564720	67814.000000
PI656042_PI656042	intergenic	5%	406293.527590	60062.000000
PI656043_PI656043	intergenic	5%	353506.239000	52291.000000
PI656044_PI656044	intergenic	5%	301840.015830	44444.000000
PI656046_PI656046	intergenic	5%	367050.526330	54080.000000
PI656047_PI656047	intergenic	5%	365560.687640	53924.000000
PI656048_PI656048	intergenic	5%	257695.313880	38083.000000
PI656049_PI656049	intergenic	5%	290546.246250	42925.000000
PI656050_PI656050	intergenic	5%	274833.331130	40432.000000
PI656051_PI656051	intergenic	5%	346747.831490	51257.000000
PI656052_PI656052	intergenic	5%	382538.853070	56262.000000
PI656053_PI656053	intergenic	5%	309765.735870	45715.000000
PI656054_PI656054	intergenic	5%	328774.670110	48495.000000
PI656055_PI656055	intergenic	5%	400899.800700	59286.000000
PI656056_PI656056	intergenic	5%	359261.963360	53197.000000
PI656057_PI656057	intergenic	5%	339887.120900	49923.000000
PI656058_PI656058	intergenic	5%	309683.621580	45720.000000
PI656059_PI656059	intergenic	5%	257576.129860	38071.000000
PI656060_PI656060	intergenic	5%	303111.217110	44771.000000
PI656061_PI656061	intergenic	5%	270923.564000	40027.000000
PI656062_PI656062	intergenic	5%	361213.329940	53237.000000
PI656063_PI656063	intergenic	5%	268260.093670	39655.000000
PI656064_PI656064	intergenic	5%	417002.868560	61673.000000
PI656065_PI656065	intergenic	5%	341285.851290	50317.000000
PI656066_PI656066	intergenic	5%	347320.664980	51298.000000
PI656067_PI656067	intergenic	5%	362432.136100	53691.000000
PI656068_PI656068	intergenic	5%	355820.138210	52667.000000
PI656069_PI656069	intergenic	5%	252065.703600	37191.000000
PI656070_PI656070	intergenic	5%	270280.113170	39819.000000
PI656071_PI656071	intergenic	5%	295203.752370	43499.000000
PI656072_PI656072	intergenic	5%	398954.246800	59093.000000
PI656073_PI656073	intergenic	5%	349582.758590	51626.000000
PI656074_PI656074	intergenic	5%	279258.914280	41116.000000
PI656075_PI656075	intergenic	5%	276283.510610	40743.000000
PI656076_PI656076	intergenic	5%	350618.648430	51880.000000
PI656077_PI656077	intergenic	5%	303552.983800	45002.000000
PI656078_PI656078	intergenic	5%	80924.878990	11995.000000
PI656079_PI656079	intergenic	5%	291752.132270	43435.000000
PI656080_PI656080	intergenic	5%	266644.901880	39263.000000
PI656081_PI656081	intergenic	5%	67808.079640	10098.000000
PI656082_PI656082	intergenic	5%	388342.992080	57508.000000
PI656083_PI656083	intergenic	5%	321349.895100	47422.000000
PI656085_PI656085	intergenic	5%	273840.837020	40393.000000
PI656086_PI656086	intergenic	5%	306650.424990	45246.000000
PI656087_PI656087	intergenic	5%	261813.203520	38598.000000
PI656088_PI656088	intergenic	5%	368618.204600	54679.000000
PI656089_PI656089	intergenic	5%	365007.778480	54128.000000
PI656090_PI656090	intergenic	5%	260232.783690	38236.000000
PI656091_PI656091	intergenic	5%	379744.894490	56283.000000
PI656092_PI656092	intergenic	5%	346299.482590	51507.000000
PI656093_PI656093	intergenic	5%	254335.883070	37664.000000
PI656094_PI656094	intergenic	5%	259382.870450	38693.000000
PI656095_PI656095	intergenic	5%	304680.122420	45082.000000
PI656096_PI656096	intergenic	5%	259841.995020	38586.000000
PI656097_PI656097	intergenic	5%	322897.328980	47717.000000
PI656098_PI656098	intergenic	5%	225735.133280	33322.000000
PI656099_PI656099	intergenic	5%	353573.890430	52094.000000
PI656100_PI656100	intergenic	5%	393822.393640	57980.000000
PI656101_PI656101	intergenic	5%	345037.401990	50887.000000
PI656102_PI656102	intergenic	5%	228143.319850	33674.000000
PI656103_PI656103	intergenic	5%	323575.326360	47845.000000
PI656104_PI656104	intergenic	5%	358332.915930	53019.000000
PI656105_PI656105	intergenic	5%	259712.279750	38286.000000
PI656106_PI656106	intergenic	5%	250272.807680	36929.000000
PI656107_PI656107	intergenic	5%	344433.915150	50665.000000
PI656108_PI656108	intergenic	5%	281624.257510	41755.000000
PI656109_PI656109	intergenic	5%	321453.168300	47308.000000
PI656110_PI656110	intergenic	5%	317710.277600	47024.000000
PI656111_PI656111	intergenic	5%	252651.717830	37301.000000
PI656112_PI656112	intergenic	5%	294254.789230	43373.000000
PI656113_PI656113	intergenic	5%	335266.329230	49596.000000
PI656114_PI656114	intergenic	5%	292235.424370	43130.000000
PI656115_PI656115	intergenic	5%	400613.538680	59157.000000
PI656116_PI656116	intergenic	5%	279115.640030	41304.000000
PI656118_PI656118	intergenic	5%	257709.554970	37973.000000
PI656119_PI656119	intergenic	5%	288157.693310	42870.000000
PI656120_PI656120	intergenic	5%	337669.962110	49758.000000
PI656121_PI656121	intergenic	5%	285219.531200	42293.000000
PI659691_PI659691	intergenic	5%	300397.161190	44308.000000
PI659694_PI659694	intergenic	5%	389579.339480	57256.000000
PI659695_PI659695	intergenic	5%	313108.062050	46083.000000
PI659696_PI659696	intergenic	5%	315308.003230	46346.000000
PI659753_PI659753	intergenic	5%	378343.834800	55713.000000
PI152651_PI152651	intron	5%	5456.595460	798.000000
PI17548_PI17548	intron	5%	5606.585170	820.000000
PI24969_PI24969	intron	5%	6362.024550	925.000000
PI276837_PI276837	intron	5%	5824.986290	857.000000
PI329435_PI329435	intron	5%	5201.262090	760.000000
PI329440_PI329440	intron	5%	5898.949410	862.000000
PI34911_PI34911	intron	5%	5685.742510	835.000000
PI35038_PI35038	intron	5%	6076.077390	890.000000
PI48770_PI48770	intron	5%	5733.827200	832.000000
PI533750_PI533750	intron	5%	4999.876260	730.000000
PI533752_PI533752	intron	5%	5093.366340	741.000000
PI533754_PI533754	intron	5%	4806.010990	703.000000
PI533755_PI533755	intron	5%	5280.239700	772.000000
PI533757_PI533757	intron	5%	4878.360230	708.000000
PI533758_PI533758	intron	5%	4701.415710	677.000000
PI533759_PI533759	intron	5%	5062.362970	734.000000
PI533760_PI533760	intron	5%	5551.870840	812.000000
PI533761_PI533761	intron	5%	4728.055060	689.000000
PI533762_PI533762	intron	5%	5151.360810	757.000000
PI533766_PI533766	intron	5%	4848.331280	710.000000
PI533769_PI533769	intron	5%	5205.018240	758.000000
PI533776_PI533776	intron	5%	5108.788480	750.000000
PI533785_PI533785	intron	5%	5081.585470	742.000000
PI533788_PI533788	intron	5%	5581.627740	808.000000
PI533789_PI533789	intron	5%	5121.755320	752.000000
PI533792_PI533792	intron	5%	5519.667380	803.000000
PI533794_PI533794	intron	5%	4986.283670	732.000000
PI533799_PI533799	intron	5%	5238.379480	767.000000
PI533800_PI533800	intron	5%	5127.710880	749.000000
PI533807_PI533807	intron	5%	4856.029690	710.000000
PI533810_PI533810	intron	5%	5806.780430	846.000000
PI533814_PI533814	intron	5%	5971.907450	870.000000
PI533821_PI533821	intron	5%	4063.778620	590.000000
PI533822_PI533822	intron	5%	4759.633120	697.000000
PI533824_PI533824	intron	5%	4112.941580	606.000000
PI533830_PI533830	intron	5%	5454.685410	793.000000
PI533831_PI533831	intron	5%	5107.014030	743.000000
PI533833_PI533833	intron	5%	4718.239560	685.000000
PI533838_PI533838	intron	5%	4971.975370	727.000000
PI533839_PI533839	intron	5%	3343.162760	489.000000
PI533841_PI533841	intron	5%	5328.273730	781.000000
PI533842_PI533842	intron	5%	5404.570840	787.000000
PI533843_PI533843	intron	5%	5259.019170	766.000000
PI533845_PI533845	intron	5%	5536.472400	808.000000
PI533852_PI533852	intron	5%	5010.614940	732.000000
PI533855_PI533855	intron	5%	4895.075350	714.000000
PI533856_PI533856	intron	5%	5911.068670	857.000000
PI533863_PI533863	intron	5%	5604.250500	826.000000
PI533866_PI533866	intron	5%	5044.632160	735.000000
PI533869_PI533869	intron	5%	5019.571990	729.000000
PI533871_PI533871	intron	5%	4908.138330	712.000000
PI533876_PI533876	intron	5%	4951.179890	719.000000
PI533877_PI533877	intron	5%	5263.470420	768.000000
PI533878_PI533878	intron	5%	4889.592590	715.000000
PI533882_PI533882	intron	5%	5447.933110	800.000000
PI533901_PI533901	intron	5%	5391.886590	787.000000
PI533902_PI533902	intron	5%	4626.035350	678.000000
PI533903_PI533903	intron	5%	3822.885670	561.000000
PI533910_PI533910	intron	5%	4708.296900	684.000000
PI533911_PI533911	intron	5%	5318.168860	778.000000
PI533912_PI533912	intron	5%	4838.916620	704.000000
PI533913_PI533913	intron	5%	4854.563750	712.000000
PI533915_PI533915	intron	5%	4803.417090	695.000000
PI533919_PI533919	intron	5%	4339.046460	631.000000
PI533921_PI533921	intron	5%	6218.502540	902.000000
PI533924_PI533924	intron	5%	3690.691300	546.000000
PI533927_PI533927	intron	5%	5002.045620	730.000000
PI533936_PI533936	intron	5%	5990.283860	875.000000
PI533937_PI533937	intron	5%	5904.082720	863.000000
PI533938_PI533938	intron	5%	5143.118360	753.000000
PI533939_PI533939	intron	5%	5435.149490	786.000000
PI533940_PI533940	intron	5%	5795.236700	841.000000
PI533943_PI533943	intron	5%	6133.828090	897.000000
PI533948_PI533948	intron	5%	5786.929920	844.000000
PI533949_PI533949	intron	5%	4583.194020	667.000000
PI533954_PI533954	intron	5%	5683.702040	833.000000
PI533955_PI533955	intron	5%	5786.009290	845.000000
PI533956_PI533956	intron	5%	4891.850020	716.000000
PI533957_PI533957	intron	5%	4723.766160	691.000000
PI533961_PI533961	intron	5%	5187.157800	759.000000
PI533962_PI533962	intron	5%	4863.951550	709.000000
PI533964_PI533964	intron	5%	5411.928540	792.000000
PI533965_PI533965	intron	5%	5590.927310	814.000000
PI533967_PI533967	intron	5%	5229.785270	761.000000
PI533970_PI533970	intron	5%	5269.920850	778.000000
PI533972_PI533972	intron	5%	4969.447600	724.000000
PI533976_PI533976	intron	5%	4807.457620	701.000000
PI533979_PI533979	intron	5%	6122.763350	894.000000
PI533980_PI533980	intron	5%	5259.633750	763.000000
PI533985_PI533985	intron	5%	4654.554250	682.000000
PI533986_PI533986	intron	5%	4777.927810	699.000000
PI533987_PI533987	intron	5%	4776.701010	694.000000
PI533989_PI533989	intron	5%	4910.935620	719.000000
PI533991_PI533991	intron	5%	5279.620600	772.000000
PI533996_PI533996	intron	5%	4930.942560	716.000000
PI533997_PI533997	intron	5%	4222.251520	620.000000
PI534009_PI534009	intron	5%	5434.102790	790.000000
PI534021_PI534021	intron	5%	5312.185480	773.000000
PI534028_PI534028	intron	5%	5636.937810	821.000000
PI534037_PI534037	intron	5%	5037.364920	742.000000
PI534046_PI534046	intron	5%	5013.854150	734.000000
PI534047_PI534047	intron	5%	4838.084310	705.000000
PI534053_PI534053	intron	5%	5219.043800	757.000000
PI534054_PI534054	intron	5%	5306.266820	775.000000
PI534063_PI534063	intron	5%	5022.759730	730.000000
PI534070_PI534070	intron	5%	4913.006950	719.000000
PI534075_PI534075	intron	5%	5280.509660	775.000000
PI534079_PI534079	intron	5%	4652.043030	680.000000
PI534088_PI534088	intron	5%	5248.547450	767.000000
PI534092_PI534092	intron	5%	5248.898420	771.000000
PI534096_PI534096	intron	5%	3008.209700	445.000000
PI534097_PI534097	intron	5%	6342.684590	928.000000
PI534099_PI534099	intron	5%	4917.030110	724.000000
PI534101_PI534101	intron	5%	5485.073540	798.000000
PI534105_PI534105	intron	5%	4965.875850	722.000000
PI534108_PI534108	intron	5%	4961.705770	730.000000
PI534112_PI534112	intron	5%	5141.092070	748.000000
PI534114_PI534114	intron	5%	5022.320990	734.000000
PI534115_PI534115	intron	5%	5111.082030	749.000000
PI534116_PI534116	intron	5%	4390.164350	642.000000
PI534117_PI534117	intron	5%	4577.876080	672.000000
PI534123_PI534123	intron	5%	4217.960060	618.000000
PI534124_PI534124	intron	5%	4072.281380	601.000000
PI534127_PI534127	intron	5%	5578.722010	809.000000
PI534128_PI534128	intron	5%	5987.283820	871.000000
PI534132_PI534132	intron	5%	5340.110060	783.000000
PI534133_PI534133	intron	5%	5747.963450	836.000000
PI534135_PI534135	intron	5%	5313.806200	776.000000
PI534137_PI534137	intron	5%	5616.581450	826.000000
PI534138_PI534138	intron	5%	4749.974470	693.000000
PI534139_PI534139	intron	5%	5012.482400	733.000000
PI534144_PI534144	intron	5%	5394.308480	782.000000
PI534145_PI534145	intron	5%	4789.004250	693.000000
PI534148_PI534148	intron	5%	5182.438140	753.000000
PI534155_PI534155	intron	5%	4690.884040	681.000000
PI534157_PI534157	intron	5%	5348.431710	786.000000
PI534163_PI534163	intron	5%	5312.746580	777.000000
PI534167_PI534167	intron	5%	5140.642080	750.000000
PI540816_PI540816	intron	5%	5608.746520	821.000000
PI542406_PI542406	intron	5%	4524.002400	666.000000
PI542718_PI542718	intron	5%	5824.355200	852.000000
PI548797_PI548797	intron	5%	5277.695470	775.000000
PI552856_PI552856	intron	5%	5207.219910	761.000000
PI552861_PI552861	intron	5%	5416.240570	790.000000
PI561071_PI561071	intron	5%	5751.352270	841.000000
PI561072_PI561072	intron	5%	5686.485230	834.000000
PI561073_PI561073	intron	5%	6469.766960	940.000000
PI561472_PI561472	intron	5%	5710.674060	837.000000
PI562730_PI562730	intron	5%	3967.840830	586.000000
PI564163_PI564163	intron	5%	4965.334640	723.000000
PI564164_PI564164	intron	5%	5757.891520	837.000000
PI564165_PI564165	intron	5%	6176.208290	897.000000
PI565121_PI565121	intron	5%	4746.277660	694.000000
PI566819_PI566819	intron	5%	5749.170890	840.000000
PI576130_PI576130	intron	5%	5593.926430	814.000000
PI576332_PI576332	intron	5%	6105.600770	891.000000
PI576333_PI576333	intron	5%	6155.990130	899.000000
PI576337_PI576337	intron	5%	5035.703760	733.000000
PI576339_PI576339	intron	5%	5900.954990	859.000000
PI576340_PI576340	intron	5%	6004.687080	877.000000
PI576345_PI576345	intron	5%	5445.362350	791.000000
PI576347_PI576347	intron	5%	5034.425480	736.000000
PI576348_PI576348	intron	5%	3668.139500	537.000000
PI576349_PI576349	intron	5%	3673.313970	540.000000
PI576350_PI576350	intron	5%	4605.179660	672.000000
PI576352_PI576352	intron	5%	5512.572170	803.000000
PI576359_PI576359	intron	5%	5330.205550	779.000000
PI576364_PI576364	intron	5%	5973.099640	872.000000
PI576366_PI576366	intron	5%	4924.954310	723.000000
PI576373_PI576373	intron	5%	5223.165160	764.000000
PI576375_PI576375	intron	5%	5646.971170	823.000000
PI576376_PI576376	intron	5%	5724.774360	833.000000
PI576380_PI576380	intron	5%	4815.706500	704.000000
PI576381_PI576381	intron	5%	5842.869300	852.000000
PI576385_PI576385	intron	5%	5347.956830	781.000000
PI576386_PI576386	intron	5%	4873.112330	710.000000
PI576387_PI576387	intron	5%	4548.192360	665.000000
PI576390_PI576390	intron	5%	6215.458220	901.000000
PI576391_PI576391	intron	5%	6184.445710	910.000000
PI576393_PI576393	intron	5%	4434.092740	645.000000
PI576394_PI576394	intron	5%	6060.146960	884.000000
PI576396_PI576396	intron	5%	4873.886900	709.000000
PI576399_PI576399	intron	5%	4848.773990	708.000000
PI576401_PI576401	intron	5%	5824.672750	850.000000
PI576418_PI576418	intron	5%	5012.542100	729.000000
PI576422_PI576422	intron	5%	5824.602120	852.000000
PI576425_PI576425	intron	5%	5267.168020	766.000000
PI576426_PI576426	intron	5%	5260.003170	766.000000
PI576428_PI576428	intron	5%	5141.772970	754.000000
PI576434_PI576434	intron	5%	5603.422950	816.000000
PI576435_PI576435	intron	5%	5990.465090	874.000000
PI576437_PI576437	intron	5%	4952.889060	725.000000
PI585291_PI585291	intron	5%	6478.533360	941.000000
PI585295_PI585295	intron	5%	5005.884360	731.000000
PI595699_PI595699	intron	5%	5226.859040	762.000000
PI595702_PI595702	intron	5%	5665.441740	827.000000
PI595714_PI595714	intron	5%	5104.893170	742.000000
PI595718_PI595718	intron	5%	5757.086620	843.000000
PI595720_PI595720	intron	5%	5123.932810	746.000000
PI595739_PI595739	intron	5%	4941.028100	718.000000
PI595740_PI595740	intron	5%	5623.452800	820.000000
PI595741_PI595741	intron	5%	5428.632690	791.000000
PI595743_PI595743	intron	5%	5573.435740	805.000000
PI595744_PI595744	intron	5%	4932.960790	720.000000
PI595745_PI595745	intron	5%	5037.309860	739.000000
PI597945_PI597945	intron	5%	5627.404560	818.000000
PI597946_PI597946	intron	5%	5087.313910	736.000000
PI597949_PI597949	intron	5%	5084.843130	745.000000
PI597950_PI597950	intron	5%	4927.776180	723.000000
PI597951_PI597951	intron	5%	5894.337940	859.000000
PI597952_PI597952	intron	5%	5551.856190	810.000000
PI597957_PI597957	intron	5%	5439.929380	797.000000
PI597958_PI597958	intron	5%	5183.766000	752.000000
PI597960_PI597960	intron	5%	4554.586920	665.000000
PI597961_PI597961	intron	5%	4993.512040	729.000000
PI597964_PI597964	intron	5%	4783.612090	701.000000
