sample	PI	Race	cutoff	miss	Genetic_load_sum	N_del_sum	n_chr_rows	Abs_genetic_load	Abs_per_Ndel
PI24969_PI24969	PI24969	Bicolor	1%	miss50	-110774.2986716	7364	10	110774.2986716	15.0426804279739
PI533750_PI533750	PI533750	Bicolor	1%	miss50	-82540.4007326	5438	10	82540.4007326	15.178448093527
PI533754_PI533754	PI533754	Bicolor	1%	miss50	-76624.3259056	5278	10	76624.3259056	14.5176820586586
PI533788_PI533788	PI533788	Bicolor	1%	miss50	-95661.2631664	6375	10	95661.2631664	15.0056883398275
PI533810_PI533810	PI533810	Bicolor	1%	miss50	-87362.0559964	5806	10	87362.0559964	15.0468577327592
PI533814_PI533814	PI533814	Bicolor	1%	miss50	-89403.7003479	5959	10	89403.7003479	15.0031381688035
PI533824_PI533824	PI533824	Bicolor	1%	miss50	-67864.6575713	4489	10	67864.6575713	15.1179901027623
PI533830_PI533830	PI533830	Bicolor	1%	miss50	-84456.4668324	7996	10	84456.4668324	10.5623395238119
PI533842_PI533842	PI533842	Bicolor	1%	miss50	-76851.3283074	5106	10	76851.3283074	15.0511806320799
PI533843_PI533843	PI533843	Bicolor	1%	miss50	-75499.4199536	4968	10	75499.4199536	15.1971457233494
PI533852_PI533852	PI533852	Bicolor	1%	miss50	-76166.8356171	5246	10	76166.8356171	14.519030807682
PI533856_PI533856	PI533856	Bicolor	1%	miss50	-92014.2628862	6618	10	92014.2628862	13.9036359755515
PI533919_PI533919	PI533919	Bicolor	1%	miss50	-70887.0382852	4793	10	70887.0382852	14.7897012904653
PI533921_PI533921	PI533921	Bicolor	1%	miss50	-107580.7951299	7236	10	107580.7951299	14.8674399018657
PI533943_PI533943	PI533943	Bicolor	1%	miss50	-88493.6255352	5878	10	88493.6255352	15.0550570832256
PI534009_PI534009	PI534009	Bicolor	1%	miss50	-84707.4024602	5635	10	84707.4024602	15.0323695581544
PI534021_PI534021	PI534021	Bicolor	1%	miss50	-76936.0432813	5106	10	76936.0432813	15.0677718921465
PI534028_PI534028	PI534028	Bicolor	1%	miss50	-87114.3472698	5770	10	87114.3472698	15.0978071524783
PI534123_PI534123	PI534123	Bicolor	1%	miss50	-71716.3207461	4742	10	71716.3207461	15.1236441893927
PI534127_PI534127	PI534127	Bicolor	1%	miss50	-97154.6889044	6993	10	97154.6889044	13.8931344064636
PI534128_PI534128	PI534128	Bicolor	1%	miss50	-98236.654189	6596	10	98236.654189	14.8933678273196
PI534132_PI534132	PI534132	Bicolor	1%	miss50	-86420.2752998	6905	10	86420.2752998	12.5156082983056
PI534133_PI534133	PI534133	Bicolor	1%	miss50	-94983.1708547	6322	10	94983.1708547	15.0242282275704
PI534135_PI534135	PI534135	Bicolor	1%	miss50	-86388.7127293	5682	10	86388.7127293	15.2039269146955
PI534137_PI534137	PI534137	Bicolor	1%	miss50	-88600.9866572	5843	10	88600.9866572	15.1636122979976
PI534148_PI534148	PI534148	Bicolor	1%	miss50	-81263.5107126	5370	10	81263.5107126	15.1328697788827
PI534155_PI534155	PI534155	Bicolor	1%	miss50	-70699.9291608	4818	10	70699.9291608	14.6741239437111
PI534167_PI534167	PI534167	Bicolor	1%	miss50	-84012.9215838	5610	10	84012.9215838	14.9755653447059
PI542718_PI542718	PI542718	Bicolor	1%	miss50	-98288.8350287	6411	10	98288.8350287	15.3312798360162
PI562730_PI562730	PI562730	Bicolor	1%	miss50	-67340.5927477	4464	10	67340.5927477	15.0852582320116
PI564164_PI564164	PI564164	Bicolor	1%	miss50	-95214.4287557	6869	10	95214.4287557	13.8614687371815
PI576347_PI576347	PI576347	Bicolor	1%	miss50	-71827.5248281	5914	10	71827.5248281	12.1453373060703
PI576348_PI576348	PI576348	Bicolor	1%	miss50	-44963.7334765	3464	10	44963.7334765	12.9802925740473
PI576349_PI576349	PI576349	Bicolor	1%	miss50	-52397.1819703	3528	10	52397.1819703	14.8518089484977
PI576359_PI576359	PI576359	Bicolor	1%	miss50	-81659.8696818	5341	10	81659.8696818	15.2892472723834
PI576375_PI576375	PI576375	Bicolor	1%	miss50	-86179.0463521	5678	10	86179.0463521	15.1777115801515
PI576376_PI576376	PI576376	Bicolor	1%	miss50	-85597.5168246	7359	10	85597.5168246	11.6316777856502
PI576381_PI576381	PI576381	Bicolor	1%	miss50	-91630.7723388	6064	10	91630.7723388	15.1106154912269
PI576390_PI576390	PI576390	Bicolor	1%	miss50	-93456.6237758	6114	10	93456.6237758	15.2856761164213
PI576391_PI576391	PI576391	Bicolor	1%	miss50	-92908.9708054	6169	10	92908.9708054	15.0606209767223
PI576401_PI576401	PI576401	Bicolor	1%	miss50	-98435.2731192	6472	10	98435.2731192	15.2094056117429
PI576425_PI576425	PI576425	Bicolor	1%	miss50	-84794.4674413001	8016	10	84794.4674413001	10.5781521259107
PI576426_PI576426	PI576426	Bicolor	1%	miss50	-68754.7221227	4559	10	68754.7221227	15.0810971973459
PI595699_PI595699	PI595699	Bicolor	1%	miss50	-74412.646535	4835	10	74412.646535	15.3904129338159
PI595720_PI595720	PI595720	Bicolor	1%	miss50	-82538.2230887	5452	10	82538.2230887	15.1390724667462
PI597945_PI597945	PI597945	Bicolor	1%	miss50	-88242.1509454	5868	10	88242.1509454	15.0378580343217
PI597952_PI597952	PI597952	Bicolor	1%	miss50	-87773.6132535	10104	10	87773.6132535	8.68701635525535
PI597957_PI597957	PI597957	Bicolor	1%	miss50	-78281.0319421	7262	10	78281.0319421	10.77954171607
PI597972_PI597972	PI597972	Bicolor	1%	miss50	-66951.188443	4467	10	66951.188443	14.9879535354824
PI597973_PI597973	PI597973	Bicolor	1%	miss50	-65227.7785168	4292	10	65227.7785168	15.1975252835042
PI598069_PI598069	PI598069	Bicolor	1%	miss50	-85979.0016724	5679	10	85979.0016724	15.1398136419088
PI598070_PI598070	PI598070	Bicolor	1%	miss50	-84014.2545978	5843	10	84014.2545978	14.3786162241657
PI613536_PI613536	PI613536	Bicolor	1%	miss50	-68522.0559682	4482	10	68522.0559682	15.2882766551093
PI629040_PI629040	PI629040	Bicolor	1%	miss50	-111540.7802647	7388	10	111540.7802647	15.0975609454115
PI641874_PI641874	PI641874	Bicolor	1%	miss50	-125222.5401183	8252	10	125222.5401183	15.1748109692559
PI642998_PI642998	PI642998	Bicolor	1%	miss50	-70133.480268	4666	10	70133.480268	15.0307501645949
PI655971_PI655971	PI655971	Bicolor	1%	miss50	-114585.5023413	7566	10	114585.5023413	15.1447928021808
PI655980_PI655980	PI655980	Bicolor	1%	miss50	-69758.2702901	4591	10	69758.2702901	15.1945698736876
PI655986_PI655986	PI655986	Bicolor	1%	miss50	-89754.0457544	5769	10	89754.0457544	15.5579902503727
PI655990_PI655990	PI655990	Bicolor	1%	miss50	-114784.9656295	7521	10	114784.9656295	15.2619286836192
PI655995_PI655995	PI655995	Bicolor	1%	miss50	-74687.3149763	4943	10	74687.3149763	15.1097137318025
PI655997_PI655997	PI655997	Bicolor	1%	miss50	-109873.5548082	7195	10	109873.5548082	15.2708206821682
PI655999_PI655999	PI655999	Bicolor	1%	miss50	-63866.4092524	4375	10	63866.4092524	14.5980364005486
PI656012_PI656012	PI656012	Bicolor	1%	miss50	-108448.2911401	7246	10	108448.2911401	14.9666424427408
PI656013_PI656013	PI656013	Bicolor	1%	miss50	-90820.5026511	8257	10	90820.5026511	10.9992131102216
PI656017_PI656017	PI656017	Bicolor	1%	miss50	-113781.1413154	7507	10	113781.1413154	15.15667261428
PI656021_PI656021	PI656021	Bicolor	1%	miss50	-110958.6327004	8040	10	110958.6327004	13.8008249627363
PI656025_PI656025	PI656025	Bicolor	1%	miss50	-97193.9662597	6733	10	97193.9662597	14.4354620911481
PI656029_PI656029	PI656029	Bicolor	1%	miss50	-74683.2304356	5214	10	74683.2304356	14.3235961710012
PI656033_PI656033	PI656033	Bicolor	1%	miss50	-112697.2130934	7450	10	112697.2130934	15.1271426971007
PI656041_PI656041	PI656041	Bicolor	1%	miss50	-113526.4527792	7509	10	113526.4527792	15.1187179090691
PI656046_PI656046	PI656046	Bicolor	1%	miss50	-91371.1128917	6290	10	91371.1128917	14.5264090447854
PI656047_PI656047	PI656047	Bicolor	1%	miss50	-90018.9053887	6295	10	90018.9053887	14.3000643985226
PI656064_PI656064	PI656064	Bicolor	1%	miss50	-104650.3177963	6894	10	104650.3177963	15.1799126481433
PI656066_PI656066	PI656066	Bicolor	1%	miss50	-83967.5927305	5817	10	83967.5927305	14.4348620819151
PI656067_PI656067	PI656067	Bicolor	1%	miss50	-90724.8534675	6722	10	90724.8534675	13.4967053655906
PI656072_PI656072	PI656072	Bicolor	1%	miss50	-97870.8529834	6458	10	97870.8529834	15.1549787834314
PI656077_PI656077	PI656077	Bicolor	1%	miss50	-75744.603053	5729	10	75744.603053	13.2212607877466
PI656082_PI656082	PI656082	Bicolor	1%	miss50	-96354.4213144	6405	10	96354.4213144	15.0436254979547
PI656086_PI656086	PI656086	Bicolor	1%	miss50	-77032.4059884	5128	10	77032.4059884	15.0219200445398
PI656088_PI656088	PI656088	Bicolor	1%	miss50	-90801.9772763	6339	10	90801.9772763	14.3243377940211
PI656089_PI656089	PI656089	Bicolor	1%	miss50	-90893.1418202	6383	10	90893.1418202	14.2398780855711
PI656091_PI656091	PI656091	Bicolor	1%	miss50	-92370.7995303	7749	10	92370.7995303	11.9203509524197
PI656092_PI656092	PI656092	Bicolor	1%	miss50	-86156.3522608	5657	10	86156.3522608	15.2300428249602
PI656097_PI656097	PI656097	Bicolor	1%	miss50	-82664.6943965	5397	10	82664.6943965	15.3167860656846
PI656099_PI656099	PI656099	Bicolor	1%	miss50	-87440.2627343	6213	10	87440.2627343	14.0737586889264
PI656100_PI656100	PI656100	Bicolor	1%	miss50	-98385.0977249	6892	10	98385.0977249	14.2752608422664
PI656103_PI656103	PI656103	Bicolor	1%	miss50	-80565.2024766	5583	10	80565.2024766	14.430450022676
PI656108_PI656108	PI656108	Bicolor	1%	miss50	-71615.7765306	4742	10	71615.7765306	15.1024412759595
PI656110_PI656110	PI656110	Bicolor	1%	miss50	-77919.4557116	6162	10	77919.4557116	12.6451567204804
PI656113_PI656113	PI656113	Bicolor	1%	miss50	-83733.0159451	5924	10	83733.0159451	14.1345401662897
PI656114_PI656114	PI656114	Bicolor	1%	miss50	-73778.0364291	6198	10	73778.0364291	11.9035231411907
PI659695_PI659695	PI659695	Bicolor	1%	miss50	-79179.4926549	5559	10	79179.4926549	14.2434777216946
PI659753_PI659753	PI659753	Bicolor	1%	miss50	-94562.0839625	6995	10	94562.0839625	13.5185252269478
PI533766_PI533766	PI533766	Caudatum	1%	miss50	-68592.3172114	4517	10	68592.3172114	15.185370203985
PI533776_PI533776	PI533776	Caudatum	1%	miss50	-76649.3112625	5092	10	76649.3112625	15.0528890931854
PI533785_PI533785	PI533785	Caudatum	1%	miss50	-72217.9018367	4858	10	72217.9018367	14.8657681837587
PI533792_PI533792	PI533792	Caudatum	1%	miss50	-91373.874861	5994	10	91373.874861	15.2442233668669
PI533839_PI533839	PI533839	Caudatum	1%	miss50	-31957.842621	2164	10	31957.842621	14.7679494551756
PI533841_PI533841	PI533841	Caudatum	1%	miss50	-83214.3355862	5473	10	83214.3355862	15.2045195662708
PI533845_PI533845	PI533845	Caudatum	1%	miss50	-83485.8960091	5550	10	83485.8960091	15.0425037854234
PI533855_PI533855	PI533855	Caudatum	1%	miss50	-69852.7215403	6227	10	69852.7215403	11.2177166436968
PI533866_PI533866	PI533866	Caudatum	1%	miss50	-79265.058923	5203	10	79265.058923	15.2344914324428
PI533871_PI533871	PI533871	Caudatum	1%	miss50	-68984.8272688	4503	10	68984.8272688	15.3197484496558
PI533877_PI533877	PI533877	Caudatum	1%	miss50	-71364.4565232	5675	10	71364.4565232	12.5752346296388
PI533878_PI533878	PI533878	Caudatum	1%	miss50	-75001.0356764	5094	10	75001.0356764	14.7234070821358
PI533882_PI533882	PI533882	Caudatum	1%	miss50	-67555.5302822	4474	10	67555.5302822	15.0995820925793
PI533903_PI533903	PI533903	Caudatum	1%	miss50	-56013.4872798	3735	10	56013.4872798	14.9969176117269
PI533924_PI533924	PI533924	Caudatum	1%	miss50	-72215.6915987	4796	10	72215.6915987	15.0574836527731
PI533927_PI533927	PI533927	Caudatum	1%	miss50	-75081.4194124	4951	10	75081.4194124	15.1648999015148
PI533957_PI533957	PI533957	Caudatum	1%	miss50	-82920.1411824	5447	10	82920.1411824	15.2230844836424
PI534037_PI534037	PI534037	Caudatum	1%	miss50	-75569.1857785	4966	10	75569.1857785	15.2173148969996
PI534063_PI534063	PI534063	Caudatum	1%	miss50	-74209.0542987	4861	10	74209.0542987	15.2662115405678
PI534070_PI534070	PI534070	Caudatum	1%	miss50	-75217.6567305	4909	10	75217.6567305	15.3223990080464
PI534075_PI534075	PI534075	Caudatum	1%	miss50	-66639.5930653	4471	10	66639.5930653	14.9048519492955
PI534088_PI534088	PI534088	Caudatum	1%	miss50	-70101.8816325	4584	10	70101.8816325	15.2927315952225
PI534092_PI534092	PI534092	Caudatum	1%	miss50	-80227.6963225	5709	10	80227.6963225	14.0528457387458
PI534096_PI534096	PI534096	Caudatum	1%	miss50	-23430.4843749	1586	10	23430.4843749	14.773319277995
PI534116_PI534116	PI534116	Caudatum	1%	miss50	-58138.3573703	3889	10	58138.3573703	14.9494361970429
PI534117_PI534117	PI534117	Caudatum	1%	miss50	-63468.7245756	4170	10	63468.7245756	15.2203176440288
PI534124_PI534124	PI534124	Caudatum	1%	miss50	-62531.8512632	4208	10	62531.8512632	14.8602308134981
PI534144_PI534144	PI534144	Caudatum	1%	miss50	-79953.8455329	5737	10	79953.8455329	13.9365252802684
PI534145_PI534145	PI534145	Caudatum	1%	miss50	-63927.1363452	4215	10	63927.1363452	15.1665803903203
PI576385_PI576385	PI576385	Caudatum	1%	miss50	-80896.2636798	5263	10	80896.2636798	15.3707512216987
PI576418_PI576418	PI576418	Caudatum	1%	miss50	-68490.4486033001	4511	10	68490.4486033001	15.1829857245179
PI585295_PI585295	PI585295	Caudatum	1%	miss50	-70733.4658024	4586	10	70733.4658024	15.4237823380724
PI595741_PI595741	PI595741	Caudatum	1%	miss50	-89236.1860173	5830	10	89236.1860173	15.3063783906175
PI595743_PI595743	PI595743	Caudatum	1%	miss50	-87350.4852869	7182	10	87350.4852869	12.1624178901281
PI597951_PI597951	PI597951	Caudatum	1%	miss50	-90447.6975957	5930	10	90447.6975957	15.2525628323272
PI597960_PI597960	PI597960	Caudatum	1%	miss50	-56046.238763	3672	10	56046.238763	15.2631369180283
PI597976_PI597976	PI597976	Caudatum	1%	miss50	-67392.0683203	4407	10	67392.0683203	15.2920509009077
PI609456_PI609456	PI609456	Caudatum	1%	miss50	-22971.2043455	1571	10	22971.2043455	14.6220269544876
PI655978_PI655978	PI655978	Caudatum	1%	miss50	-103694.5242919	6793	10	103694.5242919	15.2649086253349
PI655979_PI655979	PI655979	Caudatum	1%	miss50	-87659.4811902	5744	10	87659.4811902	15.2610517392409
PI655981_PI655981	PI655981	Caudatum	1%	miss50	-84614.3307818	5503	10	84614.3307818	15.3760368493186
PI655996_PI655996	PI655996	Caudatum	1%	miss50	-101464.3439106	6751	10	101464.3439106	15.0295280566731
PI655998_PI655998	PI655998	Caudatum	1%	miss50	-80124.8013227	5244	10	80124.8013227	15.2793290089054
PI656004_PI656004	PI656004	Caudatum	1%	miss50	-106928.8665747	7066	10	106928.8665747	15.1328710125531
PI656010_PI656010	PI656010	Caudatum	1%	miss50	-95788.7739858	7060	10	95788.7739858	13.567815012153
PI656014_PI656014	PI656014	Caudatum	1%	miss50	-77866.9237118	7834	10	77866.9237118	9.93961242172581
PI656032_PI656032	PI656032	Caudatum	1%	miss50	-88128.0621853	8935	10	88128.0621853	9.86324143092333
PI656040_PI656040	PI656040	Caudatum	1%	miss50	-97162.4385451	6768	10	97162.4385451	14.356152267302
PI656054_PI656054	PI656054	Caudatum	1%	miss50	-81780.9420016	5760	10	81780.9420016	14.1980802086111
PI656078_PI656078	PI656078	Caudatum	1%	miss50	-23479.9364026	1706	10	23479.9364026	13.7631514669402
PI656079_PI656079	PI656079	Caudatum	1%	miss50	-72519.3408345	5095	10	72519.3408345	14.2334329410206
PI656081_PI656081	PI656081	Caudatum	1%	miss50	-19546.8576634	1342	10	19546.8576634	14.5654677074516
PI656083_PI656083	PI656083	Caudatum	1%	miss50	-80298.3624585	9606	10	80298.3624585	8.35918826342911
PI656093_PI656093	PI656093	Caudatum	1%	miss50	-64272.3665555	4311	10	64272.3665555	14.9089228845975
PI656094_PI656094	PI656094	Caudatum	1%	miss50	-64700.5590761	4266	10	64700.5590761	15.166563308978
PI656095_PI656095	PI656095	Caudatum	1%	miss50	-73965.4649651	5044	10	73965.4649651	14.6640493586638
PI656096_PI656096	PI656096	Caudatum	1%	miss50	-65723.4246265	4352	10	65723.4246265	15.1018898498392
PI656104_PI656104	PI656104	Caudatum	1%	miss50	-88479.7363767	9700	10	88479.7363767	9.12162230687629
PI656119_PI656119	PI656119	Caudatum	1%	miss50	-71951.6613984	5740	10	71951.6613984	12.5351326478049
PI17548_PI17548	PI17548	Durra	1%	miss50	-82460.0831324	5464	10	82460.0831324	15.0915232672767
PI329440_PI329440	PI329440	Durra	1%	miss50	-94366.8134532	6167	10	94366.8134532	15.3018993762283
PI35038_PI35038	PI35038	Durra	1%	miss50	-75086.0566155	4909	10	75086.0566155	15.29559108077
PI48770_PI48770	PI48770	Durra	1%	miss50	-74631.3073508	6085	10	74631.3073508	12.2647998933114
PI533869_PI533869	PI533869	Durra	1%	miss50	-69605.5241801	4566	10	69605.5241801	15.2443110337495
PI533902_PI533902	PI533902	Durra	1%	miss50	-80100.184529	6017	10	80100.184529	13.3123125359814
PI533936_PI533936	PI533936	Durra	1%	miss50	-74460.0312241	4838	10	74460.0312241	15.3906637503307
PI533937_PI533937	PI533937	Durra	1%	miss50	-75999.700892	4949	10	75999.700892	15.3565772665185
PI533938_PI533938	PI533938	Durra	1%	miss50	-72067.2157441	4784	10	72067.2157441	15.0642173378135
PI533940_PI533940	PI533940	Durra	1%	miss50	-78879.966677	5118	10	78879.966677	15.4122639071903
PI533948_PI533948	PI533948	Durra	1%	miss50	-77017.3123671	4952	10	77017.3123671	15.5527690563611
PI533954_PI533954	PI533954	Durra	1%	miss50	-88391.9475131	5785	10	88391.9475131	15.2795069166984
PI533955_PI533955	PI533955	Durra	1%	miss50	-76848.2746462	4967	10	76848.2746462	15.4717686020133
PI533956_PI533956	PI533956	Durra	1%	miss50	-70634.0512299	4609	10	70634.0512299	15.3252443545021
PI533979_PI533979	PI533979	Durra	1%	miss50	-88797.6882173	5744	10	88797.6882173	15.4592075587221
PI533997_PI533997	PI533997	Durra	1%	miss50	-62380.9694417	4202	10	62380.9694417	14.8455424658972
PI534054_PI534054	PI534054	Durra	1%	miss50	-64562.6756665	4171	10	64562.6756665	15.4789440581395
PI534097_PI534097	PI534097	Durra	1%	miss50	-95886.117534	6292	10	95886.117534	15.2393702374444
PI552861_PI552861	PI552861	Durra	1%	miss50	-68547.6602885	4438	10	68547.6602885	15.4456197134971
PI561072_PI561072	PI561072	Durra	1%	miss50	-83317.7762181	5387	10	83317.7762181	15.4664518689623
PI561073_PI561073	PI561073	Durra	1%	miss50	-96762.9629745	6445	10	96762.9629745	15.0136482505043
PI564163_PI564163	PI564163	Durra	1%	miss50	-62999.433106	4152	10	62999.433106	15.1732738694605
PI566819_PI566819	PI566819	Durra	1%	miss50	-74049.1386637	4910	10	74049.1386637	15.0812909702037
PI576332_PI576332	PI576332	Durra	1%	miss50	-86644.1371925	5659	10	86644.1371925	15.3108565457678
PI576333_PI576333	PI576333	Durra	1%	miss50	-75755.5370804	4912	10	75755.5370804	15.4225441938925
PI576337_PI576337	PI576337	Durra	1%	miss50	-66862.4162184001	6362	10	66862.4162184001	10.5096536023892
PI576339_PI576339	PI576339	Durra	1%	miss50	-76411.9946065	4949	10	76411.9946065	15.4398857560113
PI576340_PI576340	PI576340	Durra	1%	miss50	-75640.1066562	4888	10	75640.1066562	15.4746535712357
PI576345_PI576345	PI576345	Durra	1%	miss50	-62546.7358266	4022	10	62546.7358266	15.5511526172551
PI576352_PI576352	PI576352	Durra	1%	miss50	-75748.8322685	4917	10	75748.8322685	15.405497715782
PI576364_PI576364	PI576364	Durra	1%	miss50	-78842.1074032	5126	10	78842.1074032	15.3808246982442
PI576373_PI576373	PI576373	Durra	1%	miss50	-66001.8322479	4277	10	66001.8322479	15.4318055290858
PI576394_PI576394	PI576394	Durra	1%	miss50	-91717.0435415	5971	10	91717.0435415	15.3604159339307
PI576422_PI576422	PI576422	Durra	1%	miss50	-75184.8527536	4842	10	75184.8527536	15.5276441044197
PI595702_PI595702	PI595702	Durra	1%	miss50	-75292.5102529	4860	10	75292.5102529	15.4922860602675
PI597949_PI597949	PI597949	Durra	1%	miss50	-76664.3812138	5016	10	76664.3812138	15.2839675466108
PI597958_PI597958	PI597958	Durra	1%	miss50	-82888.8977002	5402	10	82888.8977002	15.3441128656424
PI629059_PI629059	PI629059	Durra	1%	miss50	-68237.349352	4398	10	68237.349352	15.5155410077308
PI641824_PI641824	PI641824	Durra	1%	miss50	-88951.2287662	6745	10	88951.2287662	13.1877285049963
PI641836_PI641836	PI641836	Durra	1%	miss50	-75005.4694576	4838	10	75005.4694576	15.5034041871848
PI641849_PI641849	PI641849	Durra	1%	miss50	-101381.7106701	6710	10	101381.7106701	15.1090477898808
PI642793_PI642793	PI642793	Durra	1%	miss50	-78571.0616512	5086	10	78571.0616512	15.4484981618561
PI655970_PI655970	PI655970	Durra	1%	miss50	-77700.8078454	4979	10	77700.8078454	15.6057055323157
PI655972_PI655972	PI655972	Durra	1%	miss50	-76889.0986144	4967	10	76889.0986144	15.4799876413127
PI655974_PI655974	PI655974	Durra	1%	miss50	-76140.055401	5083	10	76140.055401	14.9793538070037
PI655975_PI655975	PI655975	Durra	1%	miss50	-90259.0933668	5837	10	90259.0933668	15.4632676660613
PI655976_PI655976	PI655976	Durra	1%	miss50	-76646.4252797	4964	10	76646.4252797	15.4404563415995
PI655982_PI655982	PI655982	Durra	1%	miss50	-66858.8051802	4293	10	66858.8051802	15.5739122245982
PI655983_PI655983	PI655983	Durra	1%	miss50	-75229.6120323	4842	10	75229.6120323	15.5368880694548
PI655985_PI655985	PI655985	Durra	1%	miss50	-89980.5992175	5826	10	89980.5992175	15.4446617263131
PI655987_PI655987	PI655987	Durra	1%	miss50	-75467.34445	4845	10	75467.34445	15.5763352837977
PI655988_PI655988	PI655988	Durra	1%	miss50	-78442.3273778	5125	10	78442.3273778	15.3058199761561
PI655989_PI655989	PI655989	Durra	1%	miss50	-74145.1037245	4883	10	74145.1037245	15.1843341643457
PI655991_PI655991	PI655991	Durra	1%	miss50	-84609.1298122	7460	10	84609.1298122	11.3417064091421
PI655992_PI655992	PI655992	Durra	1%	miss50	-75661.1255387	6410	10	75661.1255387	11.8036077283463
PI655993_PI655993	PI655993	Durra	1%	miss50	-87958.4310042	5929	10	87958.4310042	14.8352894255692
PI655994_PI655994	PI655994	Durra	1%	miss50	-83647.4235734	5905	10	83647.4235734	14.1655247372396
PI656002_PI656002	PI656002	Durra	1%	miss50	-74872.7800015	4834	10	74872.7800015	15.4887836163633
PI656003_PI656003	PI656003	Durra	1%	miss50	-88029.2031046	5725	10	88029.2031046	15.3762800182707
PI656005_PI656005	PI656005	Durra	1%	miss50	-80936.5102396	5253	10	80936.5102396	15.4076737558728
PI656006_PI656006	PI656006	Durra	1%	miss50	-85590.8348524	5614	10	85590.8348524	15.2459627453509
PI656007_PI656007	PI656007	Durra	1%	miss50	-65091.4171369	4436	10	65091.4171369	14.6734484077773
PI656018_PI656018	PI656018	Durra	1%	miss50	-100811.620233	6552	10	100811.620233	15.3863889244505
PI656019_PI656019	PI656019	Durra	1%	miss50	-84493.7356851	5520	10	84493.7356851	15.306836174837
PI656020_PI656020	PI656020	Durra	1%	miss50	-83691.4330651	5579	10	83691.4330651	15.0011530856964
PI656022_PI656022	PI656022	Durra	1%	miss50	-75772.1518435	5210	10	75772.1518435	14.5435992022073
PI656023_PI656023	PI656023	Durra	1%	miss50	-75622.9772895	4866	10	75622.9772895	15.5410968535758
PI656028_PI656028	PI656028	Durra	1%	miss50	-74215.0625961	5049	10	74215.0625961	14.6989626849079
PI656038_PI656038	PI656038	Durra	1%	miss50	-74636.5932612	5437	10	74636.5932612	13.7275323268714
PI656042_PI656042	PI656042	Durra	1%	miss50	-98253.4551764	6684	10	98253.4551764	14.6997987995811
PI656049_PI656049	PI656049	Durra	1%	miss50	-73404.5283006	6711	10	73404.5283006	10.9379419312472
PI656052_PI656052	PI656052	Durra	1%	miss50	-94131.3420902	6676	10	94131.3420902	14.0999613676153
PI656058_PI656058	PI656058	Durra	1%	miss50	-76566.6811476	5355	10	76566.6811476	14.2981664141177
PI656060_PI656060	PI656060	Durra	1%	miss50	-75081.4796043	5223	10	75081.4796043	14.3751636232625
PI656061_PI656061	PI656061	Durra	1%	miss50	-68361.2707957	4606	10	68361.2707957	14.8417869725793
PI656063_PI656063	PI656063	Durra	1%	miss50	-66754.9089303	5967	10	66754.9089303	11.1873485721971
PI656080_PI656080	PI656080	Durra	1%	miss50	-67808.6578324	4814	10	67808.6578324	14.0857203640216
PI656112_PI656112	PI656112	Durra	1%	miss50	-75047.1737982	5172	10	75047.1737982	14.5102810901392
PI34911_PI34911	PI34911	Guinea	1%	miss50	-87464.0572343	5730	10	87464.0572343	15.2642333742234
PI533752_PI533752	PI533752	Guinea	1%	miss50	-81613.5674771	5321	10	81613.5674771	15.3380130571509
PI533757_PI533757	PI533757	Guinea	1%	miss50	-68511.9026406	4470	10	68511.9026406	15.327047570604
PI533758_PI533758	PI533758	Guinea	1%	miss50	-66231.0411178	4306	10	66231.0411178	15.381105693869
PI533759_PI533759	PI533759	Guinea	1%	miss50	-70678.683458	4574	10	70678.683458	15.4522701045037
PI533760_PI533760	PI533760	Guinea	1%	miss50	-78667.1651423	5153	10	78667.1651423	15.2662847161459
PI533761_PI533761	PI533761	Guinea	1%	miss50	-65911.6616124	4262	10	65911.6616124	15.4649604909432
PI533762_PI533762	PI533762	Guinea	1%	miss50	-77658.2201555	6862	10	77658.2201555	11.3171407979452
PI533769_PI533769	PI533769	Guinea	1%	miss50	-58251.4267517	3816	10	58251.4267517	15.2650489391247
PI533789_PI533789	PI533789	Guinea	1%	miss50	-70598.0207877	4617	10	70598.0207877	15.2908860272255
PI533807_PI533807	PI533807	Guinea	1%	miss50	-67657.8180689	4462	10	67657.8180689	15.1631147621918
PI533821_PI533821	PI533821	Guinea	1%	miss50	-60073.8825592	3880	10	60073.8825592	15.4829594224742
PI533822_PI533822	PI533822	Guinea	1%	miss50	-75715.5572368	4988	10	75715.5572368	15.1795423489976
PI533831_PI533831	PI533831	Guinea	1%	miss50	-73605.4017454	4886	10	73605.4017454	15.0645521378224
PI533833_PI533833	PI533833	Guinea	1%	miss50	-56737.0036914	3690	10	56737.0036914	15.375881759187
PI533838_PI533838	PI533838	Guinea	1%	miss50	-70553.1634491	4708	10	70553.1634491	14.9858036213042
PI533863_PI533863	PI533863	Guinea	1%	miss50	-73399.8946583	5187	10	73399.8946583	14.1507412103914
PI533876_PI533876	PI533876	Guinea	1%	miss50	-70983.6802251	7331	10	70983.6802251	9.68267360866185
PI533901_PI533901	PI533901	Guinea	1%	miss50	-77942.2902996	5106	10	77942.2902996	15.2648433802585
PI533910_PI533910	PI533910	Guinea	1%	miss50	-67354.6008195	4492	10	67354.6008195	14.9943456855521
PI533911_PI533911	PI533911	Guinea	1%	miss50	-92635.6848886	6220	10	92635.6848886	14.8931969274277
