sample	PI	Race	cutoff	miss	Genetic_load_sum	N_del_sum	n_chr_rows	Abs_genetic_load	Abs_per_Ndel
PI655974_PI655974	PI655974	Durra	10%	miss50	-620947.3528327	52361	10	620947.3528327	11.858966651376
PI655975_PI655975	PI655975	Durra	10%	miss50	-724080.27864	59392	10	724080.27864	12.1915456398168
PI655976_PI655976	PI655976	Durra	10%	miss50	-622872.3575842	51083	10	622872.3575842	12.1933394198501
PI655982_PI655982	PI655982	Durra	10%	miss50	-547501.3122217	44618	10	547501.3122217	12.2708618096217
PI655983_PI655983	PI655983	Durra	10%	miss50	-618974.4700695	50510	10	618974.4700695	12.2544935670065
PI655985_PI655985	PI655985	Durra	10%	miss50	-722049.6546451	59180	10	722049.6546451	12.20090663476
PI655987_PI655987	PI655987	Durra	10%	miss50	-605810.4481156	49341	10	605810.4481156	12.2780334430919
PI655988_PI655988	PI655988	Durra	10%	miss50	-635563.6981927	52286	10	635563.6981927	12.1555234325192
PI655989_PI655989	PI655989	Durra	10%	miss50	-600644.2761116	50224	10	600644.2761116	11.9593078231841
PI655991_PI655991	PI655991	Durra	10%	miss50	-690953.2015977	77515	10	690953.2015977	8.91379993030639
PI655992_PI655992	PI655992	Durra	10%	miss50	-609370.65195	65171	10	609370.65195	9.35033453453223
PI655993_PI655993	PI655993	Durra	10%	miss50	-709618.9325359	60577	10	709618.9325359	11.7143294077934
PI655994_PI655994	PI655994	Durra	10%	miss50	-666294.9740912	59503	10	666294.9740912	11.1976702702586
PI656002_PI656002	PI656002	Durra	10%	miss50	-610311.2529536	49872	10	610311.2529536	12.2375531952518
PI656003_PI656003	PI656003	Durra	10%	miss50	-717593.5319194	58971	10	717593.5319194	12.1685834040359
PI656005_PI656005	PI656005	Durra	10%	miss50	-653524.0411583	53813	10	653524.0411583	12.1443525014086
PI656006_PI656006	PI656006	Durra	10%	miss50	-710636.2157886	59136	10	710636.2157886	12.0169814628754
PI656007_PI656007	PI656007	Durra	10%	miss50	-541968.3956438	46706	10	541968.3956438	11.6038281086755
PI656018_PI656018	PI656018	Durra	10%	miss50	-809823.6186341	66555	10	809823.6186341	12.1677352360319
PI656019_PI656019	PI656019	Durra	10%	miss50	-680103.977718799	56407	10	680103.977718799	12.057084718542
PI656020_PI656020	PI656020	Durra	10%	miss50	-673660.8976089	56516	10	673660.8976089	11.9198262015872
PI656022_PI656022	PI656022	Durra	10%	miss50	-618045.2847995	53707	10	618045.2847995	11.5077231049863
PI656023_PI656023	PI656023	Durra	10%	miss50	-614008.5556631	50003	10	614008.5556631	12.2794343472012
PI656028_PI656028	PI656028	Durra	10%	miss50	-600759.6166666	51699	10	600759.6166666	11.6203334042554
PI656038_PI656038	PI656038	Durra	10%	miss50	-613622.0128305	56779	10	613622.0128305	10.8072000709858
PI656042_PI656042	PI656042	Durra	10%	miss50	-803743.254545299	69068	10	803743.254545299	11.6369846317441
PI656049_PI656049	PI656049	Durra	10%	miss50	-593205.511257301	69010	10	593205.511257301	8.59593553481091
PI656052_PI656052	PI656052	Durra	10%	miss50	-763147.894893	68240	10	763147.894893	11.1832927153136
PI656058_PI656058	PI656058	Durra	10%	miss50	-627635.6145768	55553	10	627635.6145768	11.2979607685778
PI656060_PI656060	PI656060	Durra	10%	miss50	-613788.6933884	54079	10	613788.6933884	11.3498528705856
PI656061_PI656061	PI656061	Durra	10%	miss50	-552286.5318924	47072	10	552286.5318924	11.7328036177005
PI656063_PI656063	PI656063	Durra	10%	miss50	-550506.5406482	63094	10	550506.5406482	8.72518053457064
PI656080_PI656080	PI656080	Durra	10%	miss50	-542728.6485532	48916	10	542728.6485532	11.0951150656881
PI656112_PI656112	PI656112	Durra	10%	miss50	-595763.9320748	51800	10	595763.9320748	11.5012342099382
PI34911_PI34911	PI34911	Guinea	10%	miss50	-698627.5097702	57712	10	698627.5097702	12.1054115222172
PI533752_PI533752	PI533752	Guinea	10%	miss50	-658178.1442918	54173	10	658178.1442918	12.149560561383
PI533757_PI533757	PI533757	Guinea	10%	miss50	-543112.7848463	44951	10	543112.7848463	12.0823293107228
PI533758_PI533758	PI533758	Guinea	10%	miss50	-520975.3891296	42945	10	520975.3891296	12.1312234050437
PI533759_PI533759	PI533759	Guinea	10%	miss50	-573758.8171168	46965	10	573758.8171168	12.2167319731034
PI533760_PI533760	PI533760	Guinea	10%	miss50	-623568.3761025	51608	10	623568.3761025	12.0827851515753
PI533761_PI533761	PI533761	Guinea	10%	miss50	-533920.392419	43752	10	533920.392419	12.2033368170369
PI533762_PI533762	PI533762	Guinea	10%	miss50	-618181.7387643	69973	10	618181.7387643	8.83457531854144
PI533769_PI533769	PI533769	Guinea	10%	miss50	-470398.3491046	39199	10	470398.3491046	12.0002640145055
PI533789_PI533789	PI533789	Guinea	10%	miss50	-571458.6601758	47425	10	571458.6601758	12.0497345319093
PI533807_PI533807	PI533807	Guinea	10%	miss50	-535823.6504741	44858	10	535823.6504741	11.9448849809198
PI533821_PI533821	PI533821	Guinea	10%	miss50	-483784.3675114	39669	10	483784.3675114	12.1955271751594
PI533822_PI533822	PI533822	Guinea	10%	miss50	-611282.6781911	50905	10	611282.6781911	12.0083032745526
PI533831_PI533831	PI533831	Guinea	10%	miss50	-591385.0666873	49678	10	591385.0666873	11.9043654472261
PI533833_PI533833	PI533833	Guinea	10%	miss50	-458364.0433005	37891	10	458364.0433005	12.0969106991238
PI533838_PI533838	PI533838	Guinea	10%	miss50	-570287.8498308	48220	10	570287.8498308	11.8267907472169
PI533863_PI533863	PI533863	Guinea	10%	miss50	-594105.2685449	53566	10	594105.2685449	11.0910889098477
PI533876_PI533876	PI533876	Guinea	10%	miss50	-573600.0323356	75570	10	573600.0323356	7.59031404440386
PI533901_PI533901	PI533901	Guinea	10%	miss50	-621185.2221633	51544	10	621185.2221633	12.0515525020041
PI533910_PI533910	PI533910	Guinea	10%	miss50	-543260.6219474	45759	10	543260.6219474	11.8722135961756
PI533911_PI533911	PI533911	Guinea	10%	miss50	-749917.1428881	63814	10	749917.1428881	11.7516084697418
PI533912_PI533912	PI533912	Guinea	10%	miss50	-500842.2291457	41978	10	500842.2291457	11.9310645849183
PI533913_PI533913	PI533913	Guinea	10%	miss50	-548548.4690835	45861	10	548548.4690835	11.9611100735592
PI533939_PI533939	PI533939	Guinea	10%	miss50	-627191.5511451	59150	10	627191.5511451	10.6034074580744
PI533949_PI533949	PI533949	Guinea	10%	miss50	-546147.8514609	44907	10	546147.8514609	12.1617532113234
PI533961_PI533961	PI533961	Guinea	10%	miss50	-638118.9025436	52647	10	638118.9025436	12.1207077809486
PI533962_PI533962	PI533962	Guinea	10%	miss50	-529237.2233698	44110	10	529237.2233698	11.9981234044389
PI533964_PI533964	PI533964	Guinea	10%	miss50	-621480.0263516	51034	10	621480.0263516	12.1777643600658
PI533965_PI533965	PI533965	Guinea	10%	miss50	-694552.008043	57665	10	694552.008043	12.0446025846354
PI533967_PI533967	PI533967	Guinea	10%	miss50	-655122.2669289	54705	10	655122.2669289	11.9755464204168
PI533970_PI533970	PI533970	Guinea	10%	miss50	-656472.5575739	54767	10	656472.5575739	11.9866444679077
PI533972_PI533972	PI533972	Guinea	10%	miss50	-504734.4105695	41695	10	504734.4105695	12.1053941856218
PI533976_PI533976	PI533976	Guinea	10%	miss50	-597496.8748451	50021	10	597496.8748451	11.9449206302373
PI533980_PI533980	PI533980	Guinea	10%	miss50	-598396.0644184	49397	10	598396.0644184	12.1140163252505
PI533985_PI533985	PI533985	Guinea	10%	miss50	-530116.987212	43958	10	530116.987212	12.0596248057691
PI533986_PI533986	PI533986	Guinea	10%	miss50	-551548.9853918	45327	10	551548.9853918	12.1682217087343
PI533987_PI533987	PI533987	Guinea	10%	miss50	-531042.8753078	43775	10	531042.8753078	12.1311907551753
PI533989_PI533989	PI533989	Guinea	10%	miss50	-573718.8223107	50120	10	573718.8223107	11.4469038769094
PI533996_PI533996	PI533996	Guinea	10%	miss50	-546356.5026467	45806	10	546356.5026467	11.9276187103589
