sample	feature	feature_Mb	selected_sites_feature	callable_selected_sites	missing_genotypes_selected_sites	load_raw	n_del_alleles	burden_per_callable_site	n_del_alleles_per_callable_site	burden_per_Mb	n_del_alleles_per_Mb
PI656048_PI656048	intergenic	512.484706	199249	198375	874	364296.766417	56937.0	1.83640462	0.28701701	710.84417184	111.09990080
PI656049_PI656049	exon	62.252916	5835	5810	25	15765.198029	2326.0	2.71345921	0.40034423	253.24433041	37.36371161
PI656049_PI656049	intron	57.794743	3078	3054	24	7642.745426	1169.0	2.50253616	0.38277669	132.23945689	20.22675315
PI656049_PI656049	upstream_2kb	50.472471	5342	5295	47	13182.686675	2078.0	2.48964810	0.39244570	261.18568032	41.17095832
PI656049_PI656049	downstream_2kb	33.923341	3170	3134	36	7553.669866	1188.0	2.41023289	0.37906828	222.66880687	35.02013555
PI656049_PI656049	intergenic	512.484706	199249	196452	2797	411620.784396	64264.0	2.09527408	0.32712316	803.18647479	125.39691282
PI656050_PI656050	exon	62.252916	5835	5779	56	13802.117283	2046.0	2.38832277	0.35404049	221.71037390	32.86593033
PI656050_PI656050	intron	57.794743	3078	3014	64	7114.425597	1102.0	2.36045972	0.36562707	123.09814402	19.06747816
PI656050_PI656050	upstream_2kb	50.472471	5342	5216	126	11962.102901	1888.0	2.29334795	0.36196319	237.00252166	37.40652999
PI656050_PI656050	downstream_2kb	33.923341	3170	3094	76	6601.611579	1044.0	2.13368183	0.33742728	194.60381508	30.77527063
PI656050_PI656050	intergenic	512.484706	199249	190599	8650	406857.466210	63446.0	2.13462540	0.33287688	793.89191804	123.80076763
PI656051_PI656051	exon	62.252916	5835	5792	43	14119.630001	2094.0	2.43778142	0.36153315	226.81074090	33.63697855
PI656051_PI656051	intron	57.794743	3078	3006	72	7161.948368	1111.0	2.38255102	0.36959415	123.92041207	19.22320167
PI656051_PI656051	upstream_2kb	50.472471	5342	5263	79	12650.268796	1999.0	2.40362318	0.37982139	250.63700162	39.60574865
PI656051_PI656051	downstream_2kb	33.923341	3170	3119	51	7412.985843	1174.0	2.37671877	0.37640269	218.52169110	34.60744035
PI656051_PI656051	intergenic	512.484706	199249	195077	4172	488809.602432	76261.0	2.50572647	0.39092768	953.80329736	148.80639189
PI656052_PI656052	exon	62.252916	5835	5793	42	14476.182444	2151.0	2.49890945	0.37131020	232.53822269	34.55259831
PI656052_PI656052	intron	57.794743	3078	3032	46	7890.425541	1217.0	2.60238309	0.40138522	136.52496977	21.05727851
PI656052_PI656052	upstream_2kb	50.472471	5342	5292	50	13569.545658	2130.0	2.56416207	0.40249433	268.85043251	42.20122292
PI656052_PI656052	downstream_2kb	33.923341	3170	3134	36	7635.817020	1196.0	2.43644449	0.38162093	225.09035948	35.25596137
PI656052_PI656052	intergenic	512.484706	199249	194296	4953	560355.588077	87382.0	2.88403049	0.44973648	1093.40938669	170.50655166
PI656053_PI656053	exon	62.252916	5835	5817	18	12952.208739	1933.0	2.22661316	0.33230187	208.05786413	31.05075431
PI656053_PI656053	intron	57.794743	3078	3057	21	7312.040599	1129.0	2.39190075	0.36931632	126.51739966	19.53464868
PI656053_PI656053	upstream_2kb	50.472471	5342	5289	53	12607.145114	1977.0	2.38365383	0.37379467	249.78260157	39.16986747
PI656053_PI656053	downstream_2kb	33.923341	3170	3148	22	6699.021858	1056.0	2.12802473	0.33545108	197.47529755	31.12900937
PI656053_PI656053	intergenic	512.484706	199249	196949	2300	442758.100180	69130.0	2.24808504	0.35100457	863.94402603	134.89183031
PI656054_PI656054	exon	62.252916	5835	5773	62	15029.057744	2235.0	2.60333583	0.38714706	241.41933759	35.90193269
PI656054_PI656054	intron	57.794743	3078	2993	85	7029.824220	1082.0	2.34875517	0.36151019	121.63431924	18.72142593
PI656054_PI656054	upstream_2kb	50.472471	5342	5194	148	12573.415411	1979.0	2.42075768	0.38101656	249.11432236	39.20949303
PI656054_PI656054	downstream_2kb	33.923341	3170	3087	83	6483.635141	1020.0	2.10030293	0.33041788	191.12607868	30.06779315
PI656054_PI656054	intergenic	512.484706	199249	192693	6556	465710.647105	72698.0	2.41685296	0.37727369	908.73081997	141.85398930
PI656055_PI656055	exon	62.252916	5835	5819	16	13476.234072	2000.0	2.31590206	0.34370167	216.47554745	32.12700912
PI656055_PI656055	intron	57.794743	3078	3058	20	7844.110294	1217.0	2.56511128	0.39797253	135.72359504	21.05727851
PI656055_PI656055	upstream_2kb	50.472471	5342	5298	44	12681.690617	2006.0	2.39367509	0.37863345	251.25955527	39.74443811
PI656055_PI656055	downstream_2kb	33.923341	3170	3134	36	7127.184084	1133.0	2.27414936	0.36151883	210.09676152	33.39883297
PI656055_PI656055	intergenic	512.484706	199249	194531	4718	568799.164568	88756.0	2.92395127	0.45625633	1109.88514956	173.18760728
PI656056_PI656056	exon	62.252916	5835	5795	40	14098.166253	2087.0	2.43281557	0.36013805	226.46595788	33.52453402
PI656056_PI656056	intron	57.794743	3078	3037	41	7851.084113	1216.0	2.58514459	0.40039513	135.84426032	21.03997590
PI656056_PI656056	upstream_2kb	50.472471	5342	5276	66	12519.166387	1975.0	2.37285186	0.37433662	248.03949835	39.13024191
PI656056_PI656056	downstream_2kb	33.923341	3170	3135	35	7325.232050	1158.0	2.33659715	0.36937799	215.93486472	34.13578869
PI656056_PI656056	intergenic	512.484706	199249	194959	4290	501373.363752	78277.0	2.57168617	0.40150493	978.31868519	152.74016782
PI656057_PI656057	exon	62.252916	5835	5810	25	15002.140574	2227.0	2.58212402	0.38330465	240.98695351	35.77342465
PI656057_PI656057	intron	57.794743	3078	3049	29	7889.949283	1225.0	2.58771705	0.40177107	136.51672926	21.19569941
PI656057_PI656057	upstream_2kb	50.472471	5342	5291	51	12064.573603	1903.0	2.28020669	0.35966736	239.03275121	37.70372170
PI656057_PI656057	downstream_2kb	33.923341	3170	3132	38	7272.355521	1143.0	2.32195259	0.36494253	214.37615832	33.69361526
PI656057_PI656057	intergenic	512.484706	199249	195415	3834	486920.282084	75918.0	2.49172419	0.38849628	950.11670862	148.13710363
PI656058_PI656058	exon	62.252916	5835	5799	36	14460.907075	2149.0	2.49368979	0.37058113	232.29284673	34.52047130
PI656058_PI656058	intron	57.794743	3078	3038	40	7546.108710	1166.0	2.48390675	0.38380513	130.56738933	20.17484531
PI656058_PI656058	upstream_2kb	50.472471	5342	5263	79	12645.179196	1990.0	2.40265613	0.37811134	250.53616251	39.42743362
PI656058_PI656058	downstream_2kb	33.923341	3170	3135	35	6989.538212	1107.0	2.22951777	0.35311005	206.03920503	32.63239903
PI656058_PI656058	intergenic	512.484706	199249	196050	3199	446556.104216	69737.0	2.27776641	0.35571028	871.35498677	136.07625590
PI656059_PI656059	exon	62.252916	5835	5794	41	12986.263183	1919.0	2.24132951	0.33120469	208.60489785	30.82586525
PI656059_PI656059	intron	57.794743	3078	3045	33	6795.814458	1042.0	2.23179457	0.34220033	117.58533918	18.02932146
PI656059_PI656059	upstream_2kb	50.472471	5342	5296	46	11742.102240	1847.0	2.21716432	0.34875378	232.64369679	36.59420598
PI656059_PI656059	downstream_2kb	33.923341	3170	3147	23	6922.747563	1094.0	2.19979268	0.34763267	204.07033503	32.24918206
PI656059_PI656059	intergenic	512.484706	199249	197509	1740	365959.473200	57198.0	1.85287492	0.28959693	714.08857458	111.60918429
PI656060_PI656060	exon	62.252916	5835	5795	40	14824.940371	2176.0	2.55822957	0.37549612	238.14049724	34.95418592
PI656060_PI656060	intron	57.794743	3078	3043	35	8009.197762	1233.0	2.63200715	0.40519224	138.58003939	21.33412030
PI656060_PI656060	upstream_2kb	50.472471	5342	5248	94	12781.246986	2012.0	2.43545103	0.38338415	253.23204377	39.86331480
PI656060_PI656060	downstream_2kb	33.923341	3170	3126	44	7283.772346	1148.0	2.33006153	0.36724248	214.71270610	33.84100640
PI656060_PI656060	intergenic	512.484706	199249	195779	3470	431592.344657	67375.0	2.20448743	0.34413803	842.15653580	131.46733788
PI656061_PI656061	exon	62.252916	5835	5786	49	14368.145201	2113.0	2.48326049	0.36519184	230.80276594	33.94218513
PI656061_PI656061	intron	57.794743	3078	2946	132	7317.145395	1129.0	2.48375607	0.38323150	126.60572598	19.53464868
PI656061_PI656061	upstream_2kb	50.472471	5342	5154	188	12477.875918	1963.0	2.42100813	0.38086923	247.22141934	38.89248854
PI656061_PI656061	downstream_2kb	33.923341	3170	3072	98	6807.978402	1071.0	2.21613880	0.34863281	200.68714346	31.57118280
PI656061_PI656061	intergenic	512.484706	199249	185077	14172	384766.996081	60038.0	2.07895631	0.32439471	750.78727536	117.15081308
PI656062_PI656062	exon	62.252916	5835	5801	34	14149.714352	2090.0	2.43918537	0.36028271	227.29400100	33.57272453
PI656062_PI656062	intron	57.794743	3078	3056	22	7705.554747	1195.0	2.52145116	0.39103403	133.32622219	20.67662106
PI656062_PI656062	upstream_2kb	50.472471	5342	5241	101	12796.278199	2014.0	2.44157188	0.38427781	253.52985390	39.90294036
PI656062_PI656062	downstream_2kb	33.923341	3170	3118	52	7305.399170	1150.0	2.34297600	0.36882617	215.35022657	33.89996286
PI656062_PI656062	intergenic	512.484706	199249	194469	4780	514984.202196	80339.0	2.64815576	0.41311983	1004.87721129	156.76370253
PI656063_PI656063	exon	62.252916	5835	5808	27	13772.057010	2045.0	2.37122194	0.35210055	221.22750056	32.84986682
PI656063_PI656063	intron	57.794743	3078	3058	20	7093.637151	1093.0	2.31969822	0.35742315	122.73844960	18.91175466
PI656063_PI656063	upstream_2kb	50.472471	5342	5284	58	12073.315525	1900.0	2.28488182	0.35957608	239.20595299	37.64428336
PI656063_PI656063	downstream_2kb	33.923341	3170	3142	28	6880.489997	1078.0	2.18984405	0.34309357	202.82465682	31.77753040
PI656063_PI656063	intergenic	512.484706	199249	196873	2376	375034.148261	58590.0	1.90495471	0.29760302	731.79578604	114.32536291
PI656064_PI656064	exon	62.252916	5835	5766	69	16362.874269	2423.0	2.83782072	0.42022199	262.84510542	38.92187155
PI656064_PI656064	intron	57.794743	3078	2990	88	8357.279720	1285.0	2.79507683	0.42976589	144.60276638	22.23385611
PI656064_PI656064	upstream_2kb	50.472471	5342	5206	136	14727.685114	2318.0	2.82898293	0.44525547	291.79639558	45.92602569
PI656064_PI656064	downstream_2kb	33.923341	3170	3086	84	8791.148070	1379.0	2.84871940	0.44685677	259.14747224	40.65047720
PI656064_PI656064	intergenic	512.484706	199249	192938	6311	588667.459365	91781.0	3.05107060	0.47570204	1148.65371097	179.09022245
PI656065_PI656065	exon	62.252916	5835	5768	67	14483.851199	2147.0	2.51106990	0.37222607	232.66140977	34.48834429
PI656065_PI656065	intron	57.794743	3078	3011	67	7949.213077	1235.0	2.64005748	0.41016274	137.54214768	21.36872553
PI656065_PI656065	upstream_2kb	50.472471	5342	5235	107	13066.198966	2060.0	2.49593103	0.39350525	258.87773487	40.81432827
PI656065_PI656065	downstream_2kb	33.923341	3170	3108	62	7653.802739	1194.0	2.46261349	0.38416988	225.62054659	35.19700492
PI656065_PI656065	intergenic	512.484706	199249	193036	6213	492493.174864	76818.0	2.55130222	0.39794650	960.99097026	149.89325359
PI656066_PI656066	exon	62.252916	5835	5766	69	13916.084172	2081.0	2.41347280	0.36090878	223.54108154	33.42815299
PI656066_PI656066	intron	57.794743	3078	2944	134	7802.013554	1202.0	2.65014047	0.40828804	134.99521149	20.79773934
PI656066_PI656066	upstream_2kb	50.472471	5342	5195	147	13082.989807	2060.0	2.51838110	0.39653513	259.21040812	40.81432827
PI656066_PI656066	downstream_2kb	33.923341	3170	3059	111	7274.193970	1149.0	2.37796468	0.37561295	214.43035255	33.87048463
PI656066_PI656066	intergenic	512.484706	199249	189272	9977	506032.917591	78980.0	2.67357516	0.41728306	987.41076888	154.11191607
PI656067_PI656067	exon	62.252916	5835	5745	90	15793.506715	2348.0	2.74908733	0.40870322	253.69906713	37.71710871
PI656067_PI656067	intron	57.794743	3078	2971	107	7734.742797	1195.0	2.60341393	0.40222147	133.83125169	20.67662106
PI656067_PI656067	upstream_2kb	50.472471	5342	5148	194	13574.644893	2137.0	2.63687741	0.41511267	268.95146252	42.33991239
PI656067_PI656067	downstream_2kb	33.923341	3170	3053	117	8262.256466	1290.0	2.70627464	0.42253521	243.55668465	38.02691486
PI656067_PI656067	intergenic	512.484706	199249	190515	8734	515027.195360	80358.0	2.70334197	0.42179356	1004.96110290	156.80077680
PI656068_PI656068	exon	62.252916	5835	5801	34	13017.763183	1929.0	2.24405502	0.33252887	209.11089825	30.98650030
PI656068_PI656068	intron	57.794743	3078	3051	27	7409.271249	1147.0	2.42847304	0.37594231	128.19974385	19.84609569
PI656068_PI656068	upstream_2kb	50.472471	5342	5277	65	12178.232181	1932.0	2.30779461	0.36611711	241.28464367	38.27829234
PI656068_PI656068	downstream_2kb	33.923341	3170	3127	43	6846.125616	1084.0	2.18935901	0.34665814	201.81165574	31.95439977
PI656068_PI656068	intergenic	512.484706	199249	194705	4544	499723.496009	78010.0	2.56656735	0.40065740	975.09933498	152.21917666
PI656069_PI656069	exon	62.252916	5835	5783	52	14038.731262	2097.0	2.42758625	0.36261456	225.51122364	33.68516906
PI656069_PI656069	intron	57.794743	3078	3039	39	6483.007883	1006.0	2.13327012	0.33102994	112.17296844	17.40642743
PI656069_PI656069	upstream_2kb	50.472471	5342	5249	93	12033.673797	1907.0	2.29256502	0.36330730	238.42054013	37.78297282
PI656069_PI656069	downstream_2kb	33.923341	3170	3124	46	6493.831056	1026.0	2.07869112	0.32842510	191.42663620	30.24466252
PI656069_PI656069	intergenic	512.484706	199249	195444	3805	361832.182264	56501.0	1.85133431	0.28909048	706.03508364	110.24914371
PI656070_PI656070	exon	62.252916	5835	5799	36	14138.526667	2106.0	2.43809737	0.36316606	227.11428757	33.82974060
PI656070_PI656070	intron	57.794743	3078	3044	34	6990.434080	1082.0	2.29646323	0.35545335	120.95276693	18.72142593
PI656070_PI656070	upstream_2kb	50.472471	5342	5281	61	12594.092281	1989.0	2.38479308	0.37663321	249.52398866	39.40762084
PI656070_PI656070	downstream_2kb	33.923341	3170	3108	62	7082.165773	1116.0	2.27868912	0.35907336	208.76970146	32.89770309
PI656070_PI656070	intergenic	512.484706	199249	194971	4278	386064.148863	60225.0	1.98011063	0.30889209	753.31838071	117.51570202
PI656071_PI656071	exon	62.252916	5835	5790	45	13975.298579	2073.0	2.41369578	0.35803109	224.49227244	33.29964495
PI656071_PI656071	intron	57.794743	3078	3045	33	6722.249697	1038.0	2.20763537	0.34088670	116.31247668	17.96011101
PI656071_PI656071	upstream_2kb	50.472471	5342	5264	78	12271.500240	1930.0	2.33121205	0.36664134	243.13254328	38.23866678
PI656071_PI656071	downstream_2kb	33.923341	3170	3120	50	7118.799777	1112.0	2.28166660	0.35641026	209.84960701	32.77979017
PI656071_PI656071	intergenic	512.484706	199249	194895	4354	420013.591854	65507.0	2.15507628	0.33611432	819.56317318	127.82235105
PI656072_PI656072	exon	62.252916	5835	5762	73	15142.424491	2268.0	2.62798065	0.39361333	243.24040485	36.43202834
PI656072_PI656072	intron	57.794743	3078	3012	66	7800.617303	1194.0	2.58984638	0.39641434	134.97105269	20.65931844
PI656072_PI656072	upstream_2kb	50.472471	5342	5218	124	13660.163813	2155.0	2.61789264	0.41299348	270.64583015	42.69654244
PI656072_PI656072	downstream_2kb	33.923341	3170	3093	77	8333.339841	1310.0	2.69425795	0.42353702	245.65209663	38.61647943
PI656072_PI656072	intergenic	512.484706	199249	191393	7856	554520.459946	86485.0	2.89728705	0.45187128	1082.02343105	168.75625553
PI656073_PI656073	exon	62.252916	5835	5779	56	14810.344123	2191.0	2.56278666	0.37913134	237.90603034	35.19513849
PI656073_PI656073	intron	57.794743	3078	3009	69	7653.245181	1189.0	2.54345137	0.39514789	132.42113008	20.57280538
PI656073_PI656073	upstream_2kb	50.472471	5342	5231	111	12870.690666	2025.0	2.46046467	0.38711527	255.00417180	40.12088095
PI656073_PI656073	downstream_2kb	33.923341	3170	3094	76	7448.452270	1165.0	2.40738600	0.37653523	219.56717854	34.34213629
PI656073_PI656073	intergenic	512.484706	199249	192216	7033	502659.885195	78421.0	2.61507827	0.40798373	980.82904584	153.02115182
PI656074_PI656074	exon	62.252916	5835	5764	71	13875.330630	2063.0	2.40723987	0.35791117	222.88643684	33.13900991
PI656074_PI656074	intron	57.794743	3078	3031	47	7609.581665	1181.0	2.51058451	0.38964038	131.66563721	20.43438449
PI656074_PI656074	upstream_2kb	50.472471	5342	5205	137	11983.786006	1896.0	2.30236042	0.36426513	237.43212425	37.56503223
PI656074_PI656074	downstream_2kb	33.923341	3170	3096	74	7386.277712	1158.0	2.38574861	0.37403101	217.73438271	34.13578869
PI656074_PI656074	intergenic	512.484706	199249	192623	6626	415045.757382	64800.0	2.15470508	0.33640842	809.86954834	126.44279769
PI656075_PI656075	exon	62.252916	5835	5802	33	14542.221501	2161.0	2.50641529	0.37245777	233.59904139	34.71323335
PI656075_PI656075	intron	57.794743	3078	3060	18	6633.148019	1027.0	2.16769543	0.33562092	114.77078493	17.76978228
PI656075_PI656075	upstream_2kb	50.472471	5342	5278	64	12402.118590	1958.0	2.34977616	0.37097385	245.72045601	38.79342464
PI656075_PI656075	downstream_2kb	33.923341	3170	3129	41	7033.448975	1110.0	2.24782645	0.35474593	207.33361655	32.72083372
PI656075_PI656075	intergenic	512.484706	199249	195189	4060	397792.448684	62091.0	2.03798600	0.31810707	776.20355110	121.15678629
PI656076_PI656076	exon	62.252916	5835	5803	32	13606.300040	2022.0	2.34470102	0.34844046	218.56486272	32.48040622
PI656076_PI656076	intron	57.794743	3078	3037	41	7307.916265	1129.0	2.40629446	0.37174844	126.44603792	19.53464868
PI656076_PI656076	upstream_2kb	50.472471	5342	5289	53	11943.872740	1884.0	2.25824782	0.35621100	236.64133147	37.32727886
PI656076_PI656076	downstream_2kb	33.923341	3170	3126	44	7410.615486	1170.0	2.37063835	0.37428023	218.45181716	34.48952743
PI656076_PI656076	intergenic	512.484706	199249	195343	3906	495523.143748	77337.0	2.53668237	0.39590362	966.90328111	150.90596674
PI656077_PI656077	exon	62.252916	5835	5792	43	14320.739521	2137.0	2.47250337	0.36895718	230.04126459	34.32770924
PI656077_PI656077	intron	57.794743	3078	3021	57	6919.701628	1063.0	2.29053347	0.35187024	119.72891077	18.39267630
PI656077_PI656077	upstream_2kb	50.472471	5342	5260	82	13081.857409	2061.0	2.48704513	0.39182510	259.18797217	40.83414105
PI656077_PI656077	downstream_2kb	33.923341	3170	3109	61	7947.916386	1244.0	2.55642212	0.40012866	234.29049592	36.67091635
PI656077_PI656077	intergenic	512.484706	199249	195668	3581	423991.865844	66259.0	2.16689426	0.33862972	827.32589067	129.28971192
PI656078_PI656078	exon	62.252916	5835	5703	132	13034.475802	1964.0	2.28554722	0.34438015	209.37936147	31.54872295
PI656078_PI656078	intron	57.794743	3078	2908	170	4264.898678	666.0	1.46660890	0.22902338	73.79388602	11.52353943
PI656078_PI656078	upstream_2kb	50.472471	5342	4948	394	7844.366339	1243.0	1.58536102	0.25121261	155.41871011	24.62728643
PI656078_PI656078	downstream_2kb	33.923341	3170	2961	209	4550.012580	724.0	1.53664727	0.24451199	134.12631084	21.34223749
PI656078_PI656078	intergenic	512.484706	199249	177096	22153	113935.725422	17853.0	0.64335572	0.10080973	222.32024505	34.83616153
PI656079_PI656079	exon	62.252916	5835	5772	63	14371.821848	2143.0	2.48992063	0.37127512	230.86182578	34.42409027
PI656079_PI656079	intron	57.794743	3078	2965	113	6365.127196	977.0	2.14675453	0.32951096	110.13332469	16.90465169
PI656079_PI656079	upstream_2kb	50.472471	5342	5151	191	11685.105039	1845.0	2.26851195	0.35818288	231.51442376	36.55458042
PI656079_PI656079	downstream_2kb	33.923341	3170	3070	100	6840.472993	1082.0	2.22816710	0.35244300	201.64502644	31.89544332
PI656079_PI656079	intergenic	512.484706	199249	193120	6129	393706.702367	61455.0	2.03866354	0.31822183	768.23112526	119.91577364
PI656080_PI656080	exon	62.252916	5835	5771	64	13694.333407	2034.0	2.37295675	0.35245191	219.97898712	32.67316827
PI656080_PI656080	intron	57.794743	3078	3042	36	7316.835578	1120.0	2.40527139	0.36817883	126.60036533	19.37892517
PI656080_PI656080	upstream_2kb	50.472471	5342	5192	150	12304.389157	1938.0	2.36987465	0.37326656	243.78416419	38.39716902
PI656080_PI656080	downstream_2kb	33.923341	3170	3075	95	7077.596808	1107.0	2.30165750	0.36000000	208.63501645	32.63239903
PI656080_PI656080	intergenic	512.484706	199249	194199	5050	379298.474684	59122.0	1.95314329	0.30444029	740.11667127	115.36344267
PI656081_PI656081	exon	62.252916	5835	5672	163	12876.333042	1935.0	2.27015745	0.34114951	206.83903452	31.08288132
PI656081_PI656081	intron	57.794743	3078	2806	272	3983.136475	621.0	1.41950694	0.22131148	68.91866402	10.74492190
PI656081_PI656081	upstream_2kb	50.472471	5342	4895	447	7127.139767	1137.0	1.45600404	0.23227783	141.20845732	22.52713167
PI656081_PI656081	downstream_2kb	33.923341	3170	2922	248	4026.825076	643.0	1.37810578	0.22005476	118.70367001	18.95450097
PI656081_PI656081	intergenic	512.484706	199249	176259	22990	93691.078880	14695.0	0.53155345	0.08337163	182.81731685	28.67402642
PI656082_PI656082	exon	62.252916	5835	5766	69	15188.189995	2264.0	2.63409469	0.39264655	243.97555923	36.36777432
PI656082_PI656082	intron	57.794743	3078	2973	105	7564.424803	1164.0	2.54437430	0.39152371	130.88430557	20.14024009
PI656082_PI656082	upstream_2kb	50.472471	5342	5183	159	12738.918633	2014.0	2.45782725	0.38857804	252.39340140	39.90294036
PI656082_PI656082	downstream_2kb	33.923341	3170	3066	104	7866.854740	1235.0	2.56583651	0.40280496	231.90094219	36.40561229
PI656082_PI656082	intergenic	512.484706	199249	190693	8556	548116.214970	85530.0	2.87433841	0.44852197	1069.52697037	166.89278528
PI656083_PI656083	exon	62.252916	5835	5831	4	16663.080052	2471.0	2.85767108	0.42376951	267.66746239	39.69291977
PI656083_PI656083	intron	57.794743	3078	3065	13	8186.376743	1260.0	2.67092227	0.41109299	141.64569851	21.80129082
PI656083_PI656083	upstream_2kb	50.472471	5342	5332	10	13870.588985	2191.0	2.60138578	0.41091523	274.81493793	43.40980254
PI656083_PI656083	downstream_2kb	33.923341	3170	3161	9	7980.305473	1254.0	2.52461420	0.39670990	235.24526883	36.96569863
PI656083_PI656083	intergenic	512.484706	199249	198756	493	456522.964744	71270.0	2.29690155	0.35858037	890.80309988	139.06756468
PI656085_PI656085	exon	62.252916	5835	5811	24	13220.032777	1969.0	2.27500134	0.33884013	212.36005679	31.62904048
PI656085_PI656085	intron	57.794743	3078	3054	24	6867.358893	1057.0	2.24864404	0.34610347	118.82324475	18.28886063
PI656085_PI656085	upstream_2kb	50.472471	5342	5287	55	12116.996279	1909.0	2.29184723	0.36107433	240.07139019	37.82259838
PI656085_PI656085	downstream_2kb	33.923341	3170	3136	34	7056.847538	1114.0	2.25027026	0.35522959	208.02336474	32.83874663
PI656085_PI656085	intergenic	512.484706	199249	196365	2884	386328.205953	60269.0	1.96739850	0.30692333	753.83362943	117.60155824
PI656086_PI656086	exon	62.252916	5835	5766	69	13531.230779	2016.0	2.34672750	0.34963580	217.35898732	32.38402519
PI656086_PI656086	intron	57.794743	3078	3015	63	7361.910896	1134.0	2.44176149	0.37611940	127.38028605	19.62116174
PI656086_PI656086	upstream_2kb	50.472471	5342	5203	139	12161.236386	1921.0	2.33735083	0.36921007	240.94790972	38.06035175
PI656086_PI656086	downstream_2kb	33.923341	3170	3065	105	6883.428585	1081.0	2.24581683	0.35269168	202.91128119	31.86596509
PI656086_PI656086	intergenic	512.484706	199249	191835	7414	441641.577216	68928.0	2.30219500	0.35930878	861.76537962	134.49767221
PI656087_PI656087	exon	62.252916	5835	5801	34	13381.095274	1991.0	2.30668769	0.34321669	214.94728494	31.98243758
PI656087_PI656087	intron	57.794743	3078	3028	50	6601.593872	1016.0	2.18018292	0.33553501	114.22481577	17.57945355
PI656087_PI656087	upstream_2kb	50.472471	5342	5247	95	11324.392331	1790.0	2.15826040	0.34114732	224.36770197	35.46487748
PI656087_PI656087	downstream_2kb	33.923341	3170	3110	60	6397.982915	1015.0	2.05722923	0.32636656	188.60120277	29.92040200
PI656087_PI656087	intergenic	512.484706	199249	193413	5836	377941.722777	58951.0	1.95406577	0.30479337	737.46927148	115.02977418
PI656088_PI656088	exon	62.252916	5835	5772	63	15117.466667	2240.0	2.61910372	0.38808039	242.83949473	35.98225021
PI656088_PI656088	intron	57.794743	3078	2999	79	7878.613371	1207.0	2.62708015	0.40246749	136.32058839	20.88425240
PI656088_PI656088	upstream_2kb	50.472471	5342	5212	130	13548.684327	2135.0	2.59951733	0.40963162	268.43711153	42.30028682
PI656088_PI656088	downstream_2kb	33.923341	3170	3081	89	8044.315431	1270.0	2.61094302	0.41220383	237.13216899	37.43735029
PI656088_PI656088	intergenic	512.484706	199249	190073	9176	521224.347106	81379.0	2.74223244	0.42814603	1017.05346716	158.79303138
PI656089_PI656089	exon	62.252916	5835	5762	73	15867.191520	2346.0	2.75376458	0.40715030	254.88270333	37.68498170
PI656089_PI656089	intron	57.794743	3078	3007	71	7766.442440	1193.0	2.58278764	0.39674094	134.37973831	20.64201583
PI656089_PI656089	upstream_2kb	50.472471	5342	5213	129	13968.880857	2196.0	2.67962418	0.42125456	276.76237324	43.50886645
PI656089_PI656089	downstream_2kb	33.923341	3170	3070	100	8010.018065	1264.0	2.60912641	0.41172638	236.12114342	37.26048092
PI656089_PI656089	intergenic	512.484706	199249	189587	9662	516756.467065	80666.0	2.72569568	0.42548276	1008.33539229	157.40177035
PI656090_PI656090	exon	62.252916	5835	5766	69	13879.258549	2068.0	2.40708612	0.35865418	222.94953298	33.21932743
PI656090_PI656090	intron	57.794743	3078	3002	76	6261.095401	967.0	2.08564137	0.32211859	108.33330293	16.73162557
PI656090_PI656090	upstream_2kb	50.472471	5342	5188	154	11796.027704	1864.0	2.27371390	0.35929067	233.71211019	36.93102325
PI656090_PI656090	downstream_2kb	33.923341	3170	3066	104	6683.505706	1046.0	2.17987792	0.34116112	197.01790888	30.83422709
PI656090_PI656090	intergenic	512.484706	199249	187546	11703	391069.667414	61055.0	2.08519333	0.32554680	763.08553765	119.13526255
PI656091_PI656091	exon	62.252916	5835	5793	42	14475.298211	2144.0	2.49875681	0.37010185	232.52401881	34.44015378
PI656091_PI656091	intron	57.794743	3078	3032	46	7378.300538	1136.0	2.43347643	0.37467018	127.66386966	19.65576696
PI656091_PI656091	upstream_2kb	50.472471	5342	5245	97	12592.535086	1982.0	2.40086465	0.37788370	249.49313630	39.26893137
PI656091_PI656091	downstream_2kb	33.923341	3170	3099	71	7703.223679	1215.0	2.48571271	0.39206196	227.07738837	35.81604772
PI656091_PI656091	intergenic	512.484706	199249	192229	7020	532775.473336	83168.0	2.77156659	0.43265064	1039.59292267	162.28386726
PI656092_PI656092	exon	62.252916	5835	5779	56	14588.425579	2169.0	2.52438581	0.37532445	234.34124080	34.84174139
PI656092_PI656092	intron	57.794743	3078	3023	55	6909.125241	1063.0	2.28551943	0.35163745	119.54591167	18.39267630
PI656092_PI656092	upstream_2kb	50.472471	5342	5241	101	13348.880918	2108.0	2.54701029	0.40221332	264.47845041	41.76534174
PI656092_PI656092	downstream_2kb	33.923341	3170	3103	67	8390.700198	1310.0	2.70406065	0.42217209	247.34297834	38.61647943
PI656092_PI656092	intergenic	512.484706	199249	193113	6136	465739.045663	72694.0	2.41174362	0.37643245	908.78623344	141.84618419
PI656093_PI656093	exon	62.252916	5835	5771	64	15646.254137	2332.0	2.71118595	0.40408941	251.33367467	37.46009263
PI656093_PI656093	intron	57.794743	3078	3002	76	6414.547484	986.0	2.13675799	0.32844770	110.98842474	17.06037520
