sample	feature	feature_Mb	selected_sites_feature	callable_selected_sites	missing_genotypes_selected_sites	load_raw	n_del_alleles	burden_per_callable_site	n_del_alleles_per_callable_site	burden_per_Mb	n_del_alleles_per_Mb
PI533955_PI533955	downstream_2kb	33.923341	3170	3108	62	7436.016244	1171.0	2.39254062	0.37676963	219.20058651	34.51900566
PI533955_PI533955	intergenic	512.484706	199249	195255	3994	441280.592248	68852.0	2.26002198	0.35262605	861.06099769	134.34937510
PI533956_PI533956	exon	62.252916	5835	5770	65	14317.057129	2120.0	2.48129240	0.36741768	229.98211247	34.05462967
PI533956_PI533956	intron	57.794743	3078	3002	76	6672.496833	1029.0	2.22268382	0.34277149	115.45162218	17.80438750
PI533956_PI533956	upstream_2kb	50.472471	5342	5218	124	12153.200804	1912.0	2.32909176	0.36642392	240.78870249	37.88203672
PI533956_PI533956	downstream_2kb	33.923341	3170	3100	70	7178.973272	1128.0	2.31579783	0.36387097	211.62341505	33.25144183
PI533956_PI533956	intergenic	512.484706	199249	193487	5762	407475.677780	63662.0	2.10595894	0.32902469	795.09822051	124.22224362
PI533957_PI533957	exon	62.252916	5835	5780	55	14733.453980	2181.0	2.54904048	0.37733564	236.67090519	35.03450344
PI533957_PI533957	intron	57.794743	3078	3005	73	6632.629670	1028.0	2.20719789	0.34209651	114.76181614	17.78708489
PI533957_PI533957	upstream_2kb	50.472471	5342	5210	132	12099.369049	1914.0	2.32233571	0.36737044	239.72214575	37.92166229
PI533957_PI533957	downstream_2kb	33.923341	3170	3099	71	7034.431490	1105.0	2.26990368	0.35656663	207.36257935	32.57344257
PI533957_PI533957	intergenic	512.484706	199249	194501	4748	462349.027989	72182.0	2.37710360	0.37111377	902.17136741	140.84712998
PI533961_PI533961	exon	62.252916	5835	5790	45	13626.443835	2031.0	2.35344453	0.35077720	218.88844268	32.62497776
PI533961_PI533961	intron	57.794743	3078	3040	38	7262.830144	1127.0	2.38908886	0.37072368	125.66593027	19.50004346
PI533961_PI533961	upstream_2kb	50.472471	5342	5258	84	12206.933101	1922.0	2.32159245	0.36553823	241.85328871	38.08016453
PI533961_PI533961	downstream_2kb	33.923341	3170	3104	66	7113.718236	1113.0	2.29179067	0.35856959	209.69981217	32.80926840
PI533961_PI533961	intergenic	512.484706	199249	194689	4560	456883.158796	71226.0	2.34673330	0.36584501	891.50593851	138.98170846
PI533962_PI533962	exon	62.252916	5835	5783	52	13916.748291	2060.0	2.40649287	0.35621650	223.55174962	33.09081939
PI533962_PI533962	intron	57.794743	3078	3036	42	6686.051458	1035.0	2.20225674	0.34090909	115.68615259	17.90820317
PI533962_PI533962	upstream_2kb	50.472471	5342	5268	74	11746.553589	1858.0	2.22979377	0.35269552	232.73189041	36.81214657
PI533962_PI533962	downstream_2kb	33.923341	3170	3121	49	6467.440190	1025.0	2.07223332	0.32842038	190.64868022	30.21518429
PI533962_PI533962	intergenic	512.484706	199249	196000	3249	368239.974848	57495.0	1.87877538	0.29334184	718.53846668	112.18871378
PI533964_PI533964	exon	62.252916	5835	5790	45	14044.882388	2083.0	2.42571371	0.35975820	225.61003227	33.46028000
PI533964_PI533964	intron	57.794743	3078	3025	53	7397.514407	1144.0	2.44545931	0.37818182	127.99631978	19.79418786
PI533964_PI533964	upstream_2kb	50.472471	5342	5254	88	12464.601062	1967.0	2.37240218	0.37438142	246.95840753	38.97173966
PI533964_PI533964	downstream_2kb	33.923341	3170	3114	56	6877.531254	1083.0	2.20858422	0.34778420	202.73743833	31.92492155
PI533964_PI533964	intergenic	512.484706	199249	194173	5076	445390.427946	69414.0	2.29378146	0.35748534	869.08042861	135.44599319
PI533965_PI533965	exon	62.252916	5835	5776	59	14605.505906	2172.0	2.52865407	0.37603878	234.61561071	34.88993190
PI533965_PI533965	intron	57.794743	3078	3021	57	7681.213020	1185.0	2.54260610	0.39225422	132.90504675	20.50359494
PI533965_PI533965	upstream_2kb	50.472471	5342	5250	92	12958.248295	2041.0	2.46823777	0.38876190	256.73893190	40.43788544
PI533965_PI533965	downstream_2kb	33.923341	3170	3113	57	7468.357428	1165.0	2.39908687	0.37423707	220.15394732	34.34213629
PI533965_PI533965	intergenic	512.484706	199249	192576	6673	496394.127624	77418.0	2.57765312	0.40201271	968.60281256	151.06402024
PI533967_PI533967	exon	62.252916	5835	5782	53	13955.003902	2074.0	2.41352541	0.35869941	224.16626881	33.31570846
PI533967_PI533967	intron	57.794743	3078	3027	51	7433.943602	1152.0	2.45587830	0.38057483	128.62664001	19.93260875
PI533967_PI533967	upstream_2kb	50.472471	5342	5242	100	12892.513725	2032.0	2.45946466	0.38763831	255.43654727	40.25957041
PI533967_PI533967	downstream_2kb	33.923341	3170	3108	62	6884.433235	1090.0	2.21506861	0.35070785	202.94089650	32.13126915
PI533967_PI533967	intergenic	512.484706	199249	193851	5398	471924.473132	73586.0	2.43447015	0.37960083	920.85572039	143.58672393
PI533970_PI533970	exon	62.252916	5835	5783	52	14202.357786	2112.0	2.45588065	0.36520837	228.13963905	33.92612163
PI533970_PI533970	intron	57.794743	3078	3036	42	7510.385808	1169.0	2.47377662	0.38504611	129.94928982	20.22675315
PI533970_PI533970	upstream_2kb	50.472471	5342	5269	73	12433.775326	1966.0	2.35979794	0.37312583	246.34766398	38.95192688
PI533970_PI533970	downstream_2kb	33.923341	3170	3113	57	6434.574315	1022.0	2.06700106	0.32830067	189.67985243	30.12674960
PI533970_PI533970	intergenic	512.484706	199249	194995	4254	465558.742718	72642.0	2.38754195	0.37253263	908.43441232	141.74471774
PI533972_PI533972	exon	62.252916	5835	5794	41	12950.808524	1935.0	2.23521031	0.33396617	208.03537177	31.08288132
PI533972_PI533972	intron	57.794743	3078	3049	29	6807.479622	1051.0	2.23269256	0.34470318	117.78717698	18.18504496
PI533972_PI533972	upstream_2kb	50.472471	5342	5252	90	12036.340939	1895.0	2.29176332	0.36081493	238.47338362	37.54521945
PI533972_PI533972	downstream_2kb	33.923341	3170	3106	64	6452.084808	1014.0	2.07729711	0.32646491	190.19603076	29.89092377
PI533972_PI533972	intergenic	512.484706	199249	194977	4272	348684.491065	54411.0	1.78833653	0.27906368	680.38028644	106.17097323
PI533976_PI533976	exon	62.252916	5835	5775	60	12895.113833	1917.0	2.23292014	0.33194805	207.14071985	30.79373824
PI533976_PI533976	intron	57.794743	3078	3021	57	6873.051701	1063.0	2.27509159	0.35187024	118.92174520	18.39267630
PI533976_PI533976	upstream_2kb	50.472471	5342	5255	87	12313.754514	1946.0	2.34324539	0.37031399	243.96971794	38.55567127
PI533976_PI533976	downstream_2kb	33.923341	3170	3124	46	7099.407323	1117.0	2.27253756	0.35755442	209.27795180	32.92718132
PI533976_PI533976	intergenic	512.484706	199249	195475	3774	426944.551508	66636.0	2.18413890	0.34089270	833.08740048	130.02534362
PI533979_PI533979	exon	62.252916	5835	5785	50	15889.771978	2348.0	2.74671944	0.40587727	255.24542461	37.71710871
PI533979_PI533979	intron	57.794743	3078	3043	35	8836.590825	1369.0	2.90390760	0.44988498	152.89610034	23.68727550
PI533979_PI533979	upstream_2kb	50.472471	5342	5273	69	13454.927554	2121.0	2.55166462	0.40223782	266.57952915	42.02290789
PI533979_PI533979	downstream_2kb	33.923341	3170	3136	34	7955.578133	1255.0	2.53685527	0.40019133	234.51635065	36.99517686
PI533979_PI533979	intergenic	512.484706	199249	194682	4567	535718.708942	83571.0	2.75176292	0.42926927	1045.33599280	163.07023219
PI533980_PI533980	exon	62.252916	5835	5787	48	14266.482596	2105.0	2.46526397	0.36374633	229.16970822	33.81367710
PI533980_PI533980	intron	57.794743	3078	3037	41	6964.272160	1068.0	2.29314197	0.35166283	120.50009739	18.47918936
PI533980_PI533980	upstream_2kb	50.472471	5342	5258	84	12122.396050	1908.0	2.30551465	0.36287562	240.17837467	37.80278560
PI533980_PI533980	downstream_2kb	33.923341	3170	3101	69	7313.472045	1147.0	2.35842375	0.36988068	215.58820062	33.81152817
PI533980_PI533980	intergenic	512.484706	199249	194877	4372	425073.869019	66320.0	2.18124186	0.34031723	829.43717938	129.40873986
PI533985_PI533985	exon	62.252916	5835	5781	54	13569.465761	1993.0	2.34725234	0.34475004	217.97317513	32.01456459
PI533985_PI533985	intron	57.794743	3078	3023	55	6599.851446	1027.0	2.18321252	0.33972875	114.19466726	17.76978228
PI533985_PI533985	upstream_2kb	50.472471	5342	5261	81	12195.768309	1925.0	2.31814642	0.36590002	241.63208314	38.13960287
PI533985_PI533985	downstream_2kb	33.923341	3170	3104	66	7383.943452	1165.0	2.37884776	0.37532216	217.66557285	34.34213629
PI533985_PI533985	intergenic	512.484706	199249	193960	5289	371463.047837	57945.0	1.91515286	0.29874716	724.82757727	113.06678877
PI533986_PI533986	exon	62.252916	5835	5792	43	14258.932013	2112.0	2.46183218	0.36464088	229.04841941	33.92612163
PI533986_PI533986	intron	57.794743	3078	3019	59	6826.306582	1057.0	2.26111513	0.35011593	118.11293255	18.28886063
PI533986_PI533986	upstream_2kb	50.472471	5342	5226	116	12341.658448	1943.0	2.36158792	0.37179487	244.52257248	38.49623293
PI533986_PI533986	downstream_2kb	33.923341	3170	3112	58	6583.858515	1033.0	2.11563577	0.33194087	194.08048620	30.45101012
PI533986_PI533986	intergenic	512.484706	199249	194980	4269	384019.369783	59904.0	1.96953210	0.30723151	749.32844880	116.88934186
PI533987_PI533987	exon	62.252916	5835	5767	68	13139.982102	1953.0	2.27847791	0.33865095	211.07416241	31.37202440
PI533987_PI533987	intron	57.794743	3078	3023	55	6780.641298	1042.0	2.24301730	0.34469070	117.32280388	18.02932146
PI533987_PI533987	upstream_2kb	50.472471	5342	5220	122	11704.699943	1841.0	2.24227968	0.35268199	231.90265329	36.47532929
PI533987_PI533987	downstream_2kb	33.923341	3170	3091	79	6720.823728	1060.0	2.17432020	0.34293109	198.11797805	31.24692229
PI533987_PI533987	intergenic	512.484706	199249	195738	3511	373257.277375	58275.0	1.90692291	0.29771940	728.32861743	113.71071042
PI533989_PI533989	exon	62.252916	5835	5793	42	13925.048527	2061.0	2.40377154	0.35577421	223.68508050	33.10688290
PI533989_PI533989	intron	57.794743	3078	3055	23	6751.138554	1046.0	2.20986532	0.34238953	116.81232934	18.09853190
PI533989_PI533989	upstream_2kb	50.472471	5342	5287	55	12378.728515	1961.0	2.34135209	0.37090978	245.25703359	38.85286298
PI533989_PI533989	downstream_2kb	33.923341	3170	3130	40	6933.843386	1101.0	2.21528543	0.35175719	204.39742023	32.45552966
PI533989_PI533989	intergenic	512.484706	199249	196097	3152	402514.682741	62750.0	2.05263050	0.31999470	785.41794131	122.44267832
PI533991_PI533991	exon	62.252916	5835	5792	43	14095.932979	2099.0	2.43369009	0.36239641	226.43008368	33.71729607
PI533991_PI533991	intron	57.794743	3078	3042	36	7349.987058	1135.0	2.41616932	0.37310980	127.17397253	19.63846435
PI533991_PI533991	upstream_2kb	50.472471	5342	5276	66	12603.121275	1986.0	2.38876446	0.37642153	249.70287813	39.34818250
PI533991_PI533991	downstream_2kb	33.923341	3170	3109	61	7491.283695	1182.0	2.40954767	0.38018656	220.82977308	34.84326617
PI533991_PI533991	intergenic	512.484706	199249	194340	4909	389488.461977	60759.0	2.00416004	0.31264279	760.00016667	118.55768433
PI533996_PI533996	exon	62.252916	5835	5799	36	13348.278746	1965.0	2.30182424	0.33885153	214.42013650	31.56478646
PI533996_PI533996	intron	57.794743	3078	3021	57	6548.385872	1003.0	2.16762194	0.33200927	113.30417840	17.35451960
PI533996_PI533996	upstream_2kb	50.472471	5342	5266	76	11411.028591	1796.0	2.16692529	0.34105583	226.08420718	35.58375416
PI533996_PI533996	downstream_2kb	33.923341	3170	3124	46	6967.748627	1103.0	2.23039329	0.35307298	205.39688666	32.51448612
PI533996_PI533996	intergenic	512.484706	199249	196366	2883	374747.792612	58611.0	1.90841486	0.29847835	731.23702664	114.36633974
PI533997_PI533997	exon	62.252916	5835	5751	84	14165.027707	2110.0	2.46305472	0.36689271	227.53998715	33.89399462
PI533997_PI533997	intron	57.794743	3078	2986	92	6046.889041	940.0	2.02508005	0.31480241	104.62697344	16.26445506
PI533997_PI533997	upstream_2kb	50.472471	5342	5167	175	12093.465020	1913.0	2.34051965	0.37023418	239.60517050	37.90184951
PI533997_PI533997	downstream_2kb	33.923341	3170	3078	92	6733.066777	1054.0	2.18748108	0.34243015	198.47888146	31.07005292
PI533997_PI533997	intergenic	512.484706	199249	190987	8262	346868.902831	54090.0	1.81619117	0.28321299	676.83756953	105.54461307
PI534009_PI534009	exon	62.252916	5835	5781	54	15871.140628	2361.0	2.74539710	0.40840685	254.94613984	37.92593426
PI534009_PI534009	intron	57.794743	3078	2986	92	7434.870848	1142.0	2.48990986	0.38245144	128.64268378	19.75958263
PI534009_PI534009	upstream_2kb	50.472471	5342	5177	165	13275.380127	2083.0	2.56429981	0.40235658	263.02219534	41.27002223
PI534009_PI534009	downstream_2kb	33.923341	3170	3064	106	7822.142579	1227.0	2.55291860	0.40045692	230.58290688	36.16978646
PI534009_PI534009	intergenic	512.484706	199249	191736	7513	458875.549233	71568.0	2.39326756	0.37326324	895.39364563	139.64904545
PI534021_PI534021	exon	62.252916	5835	5792	43	16745.272224	2480.0	2.89110363	0.42817680	268.98775672	39.83749131
PI534021_PI534021	intron	57.794743	3078	3009	69	7102.020808	1091.0	2.36025949	0.36257893	122.88350876	18.87714943
PI534021_PI534021	upstream_2kb	50.472471	5342	5225	117	13632.932802	2147.0	2.60917374	0.41090909	270.10630808	42.53804019
PI534021_PI534021	downstream_2kb	33.923341	3170	3086	84	8266.350829	1295.0	2.67866197	0.41963707	243.67737922	38.17430600
PI534021_PI534021	intergenic	512.484706	199249	194402	4847	426158.514092	66518.0	2.19215087	0.34216726	831.55362317	129.79509285
PI534028_PI534028	exon	62.252916	5835	5785	50	16425.731149	2424.0	2.83936580	0.41901469	263.85480721	38.93793505
PI534028_PI534028	intron	57.794743	3078	2993	85	7740.723933	1191.0	2.58627595	0.39792850	133.93474096	20.60741061
PI534028_PI534028	upstream_2kb	50.472471	5342	5210	132	14038.765628	2198.0	2.69458073	0.42188100	278.14698487	43.54849201
PI534028_PI534028	downstream_2kb	33.923341	3170	3087	83	7847.300292	1229.0	2.54204739	0.39812115	231.32451171	36.22874292
PI534028_PI534028	intergenic	512.484706	199249	193193	6056	500395.055732	78062.0	2.59013037	0.40406226	976.40973452	152.32064311
PI534037_PI534037	exon	62.252916	5835	5761	74	14825.757758	2224.0	2.57346949	0.38604409	238.15362734	35.72523414
PI534037_PI534037	intron	57.794743	3078	2952	126	6837.877720	1058.0	2.31635424	0.35840108	118.31314346	18.30616324
PI534037_PI534037	upstream_2kb	50.472471	5342	5147	195	11221.135069	1771.0	2.18013116	0.34408393	222.32188847	35.08843464
PI534037_PI534037	downstream_2kb	33.923341	3170	3048	122	6973.741577	1098.0	2.28797296	0.36023622	205.57354823	32.36709497
PI534037_PI534037	intergenic	512.484706	199249	192554	6695	408445.662787	63767.0	2.12120061	0.33116424	796.99093067	124.42712778
PI534046_PI534046	exon	62.252916	5835	5745	90	13003.658074	1937.0	2.26347399	0.33716275	208.88432077	31.11500833
PI534046_PI534046	intron	57.794743	3078	3005	73	6909.758431	1068.0	2.29942044	0.35540765	119.55686751	18.47918936
PI534046_PI534046	upstream_2kb	50.472471	5342	5214	128	12385.211788	1942.0	2.37537625	0.37245876	245.38548525	38.47642015
PI534046_PI534046	downstream_2kb	33.923341	3170	3081	89	6677.125091	1047.0	2.16719412	0.33982473	196.82981966	30.86370532
PI534046_PI534046	intergenic	512.484706	199249	192642	6607	397181.401282	62027.0	2.06175912	0.32198067	775.01122791	121.03190451
PI534047_PI534047	exon	62.252916	5835	5794	41	13565.926583	2025.0	2.34137497	0.34949948	217.91632352	32.52859673
PI534047_PI534047	intron	57.794743	3078	3053	25	7019.895821	1087.0	2.29934354	0.35604324	121.46253200	18.80793899
PI534047_PI534047	upstream_2kb	50.472471	5342	5263	79	13020.768920	2049.0	2.47402032	0.38932168	257.97763933	40.59638768
PI534047_PI534047	downstream_2kb	33.923341	3170	3136	34	7103.831300	1120.0	2.26525233	0.35714286	209.40836282	33.01561600
PI534047_PI534047	intergenic	512.484706	199249	195893	3356	419371.912361	65487.0	2.14082133	0.33429985	818.31107827	127.78332550
PI534053_PI534053	exon	62.252916	5835	5783	52	14802.851126	2200.0	2.55971833	0.38042538	237.78566656	35.33971003
PI534053_PI534053	intron	57.794743	3078	3045	33	7411.072815	1143.0	2.43384986	0.37536946	128.23091566	19.77688524
PI534053_PI534053	upstream_2kb	50.472471	5342	5243	99	12364.026363	1954.0	2.35819690	0.37268739	244.96574306	38.71417351
PI534053_PI534053	downstream_2kb	33.923341	3170	3120	50	7474.262453	1177.0	2.39559694	0.37724359	220.32801700	34.69587503
PI534053_PI534053	intergenic	512.484706	199249	194586	4663	456837.741182	71275.0	2.34774208	0.36629048	891.41731613	139.07732107
PI534054_PI534054	exon	62.252916	5835	5771	64	14719.088684	2174.0	2.55052654	0.37671114	236.44014819	34.92205891
PI534054_PI534054	intron	57.794743	3078	3015	63	7284.285411	1123.0	2.41601506	0.37247098	126.03716243	19.43083301
PI534054_PI534054	upstream_2kb	50.472471	5342	5213	129	13044.266416	2059.0	2.50225713	0.39497410	258.44319007	40.79451549
PI534054_PI534054	downstream_2kb	33.923341	3170	3091	79	7381.180788	1163.0	2.38795884	0.37625364	217.58413441	34.28317983
PI534054_PI534054	intergenic	512.484706	199249	196054	3195	370865.770988	57908.0	1.89165113	0.29536760	723.66212425	112.99459149
PI534063_PI534063	exon	62.252916	5835	5757	78	16090.510016	2391.0	2.79494702	0.41532048	258.46998100	38.40783940
PI534063_PI534063	intron	57.794743	3078	2925	153	6911.120916	1067.0	2.36277638	0.36478632	119.58044204	18.46188675
PI534063_PI534063	upstream_2kb	50.472471	5342	5139	203	11731.765068	1856.0	2.28288871	0.36115976	232.43888868	36.77252100
PI534063_PI534063	downstream_2kb	33.923341	3170	3029	141	7435.130005	1174.0	2.45464840	0.38758666	219.17446176	34.60744035
PI534063_PI534063	intergenic	512.484706	199249	188424	10825	407457.324841	63613.0	2.16244918	0.33760561	795.06240883	124.12663101
PI534070_PI534070	exon	62.252916	5835	5758	77	15880.560005	2361.0	2.75799931	0.41003821	255.09744804	37.92593426
PI534070_PI534070	intron	57.794743	3078	2941	137	6801.971562	1052.0	2.31280910	0.35770146	117.69187314	18.20234757
PI534070_PI534070	upstream_2kb	50.472471	5342	5171	171	11792.716126	1860.0	2.28054847	0.35969832	233.64649861	36.85177213
PI534070_PI534070	downstream_2kb	33.923341	3170	3070	100	6801.027347	1072.0	2.21531835	0.34918567	200.48223867	31.60066103
PI534070_PI534070	intergenic	512.484706	199249	191854	7395	405471.016234	63353.0	2.11343530	0.33021464	791.18656906	123.61929880
PI534075_PI534075	exon	62.252916	5835	5780	55	15346.820625	2286.0	2.65515928	0.39550173	246.52372308	36.72117142
PI534075_PI534075	intron	57.794743	3078	2979	99	7131.645758	1100.0	2.39397306	0.36925143	123.39609777	19.03287294
PI534075_PI534075	upstream_2kb	50.472471	5342	5185	157	11105.682558	1767.0	2.14188670	0.34079074	220.03445320	35.00918352
PI534075_PI534075	downstream_2kb	33.923341	3170	3064	106	7097.242035	1124.0	2.31633226	0.36684073	209.21412295	33.13352892
PI534075_PI534075	intergenic	512.484706	199249	190607	8642	376103.840357	58824.0	1.97319007	0.30861406	733.88305242	114.78196190
PI534079_PI534079	exon	62.252916	5835	5775	60	15610.836129	2311.0	2.70317509	0.40017316	250.76473734	37.12275904
PI534079_PI534079	intron	57.794743	3078	2979	99	6622.660460	1028.0	2.22311529	0.34508224	114.58932276	17.78708489
PI534079_PI534079	upstream_2kb	50.472471	5342	5203	139	12003.155453	1901.0	2.30696818	0.36536613	237.81588686	37.66409614
PI534079_PI534079	downstream_2kb	33.923341	3170	3063	107	7226.343506	1145.0	2.35923719	0.37381652	213.01980563	33.75257172
PI534079_PI534079	intergenic	512.484706	199249	192237	7012	371619.280106	58052.0	1.93313088	0.30198141	725.13242982	113.27557549
PI534088_PI534088	exon	62.252916	5835	5788	47	15825.890628	2357.0	2.73425892	0.40722184	254.21926625	37.86168025
PI534088_PI534088	intron	57.794743	3078	2986	92	7024.074222	1081.0	2.35233564	0.36202277	121.53482925	18.70412331
PI534088_PI534088	upstream_2kb	50.472471	5342	5212	130	11402.033994	1803.0	2.18765042	0.34593246	225.90599922	35.72244363
PI534088_PI534088	downstream_2kb	33.923341	3170	3076	94	7384.572847	1167.0	2.40070639	0.37938882	217.68412632	34.40109275
PI534088_PI534088	intergenic	512.484706	199249	192707	6542	379226.841282	59287.0	1.96789344	0.30765359	739.97689461	115.68540350
PI534092_PI534092	exon	62.252916	5835	5774	61	15887.367611	2361.0	2.75153578	0.40890197	255.20680205	37.92593426
PI534092_PI534092	intron	57.794743	3078	2996	82	7226.503293	1121.0	2.41205050	0.37416555	125.03738088	19.39622778
PI534092_PI534092	upstream_2kb	50.472471	5342	5194	148	12470.089602	1973.0	2.40086438	0.37986138	247.06715076	39.09061635
PI534092_PI534092	downstream_2kb	33.923341	3170	3068	102	7864.200168	1240.0	2.56329862	0.40417210	231.82269011	36.55300343
PI534092_PI534092	intergenic	512.484706	199249	190330	8919	429612.413958	67039.0	2.25719757	0.35222508	838.29314110	130.81170855
PI534096_PI534096	exon	62.252916	5835	5695	140	13469.888804	2029.0	2.36521313	0.35627744	216.37362021	32.59285075
PI534096_PI534096	intron	57.794743	3078	2871	207	4222.938844	660.0	1.47089476	0.22988506	73.06787132	11.41972376
PI534096_PI534096	upstream_2kb	50.472471	5342	4909	433	7749.300906	1231.0	1.57859053	0.25076390	153.53519953	24.38953306
PI534096_PI534096	downstream_2kb	33.923341	3170	2957	213	4174.278813	668.0	1.41166007	0.22590463	123.05034498	19.69145669
PI534096_PI534096	intergenic	512.484706	199249	181149	18100	115097.575626	18009.0	0.63537516	0.09941540	224.58733749	35.14056086
PI534097_PI534097	exon	62.252916	5835	5774	61	16186.449522	2402.0	2.80333383	0.41600277	260.01110569	38.58453795
PI534097_PI534097	intron	57.794743	3078	3004	74	8977.788765	1387.0	2.98861144	0.46171771	155.33919348	23.99872251
PI534097_PI534097	upstream_2kb	50.472471	5342	5247	95	14648.774286	2306.0	2.79183806	0.43948923	290.23295265	45.68827233
PI534097_PI534097	downstream_2kb	33.923341	3170	3104	66	8011.267099	1266.0	2.58094945	0.40786082	236.15796270	37.31943737
PI534097_PI534097	intergenic	512.484706	199249	193118	6131	571548.271870	89175.0	2.95958053	0.46176431	1115.24942145	174.00519265
PI534099_PI534099	exon	62.252916	5835	5800	35	14199.490548	2111.0	2.44818803	0.36396552	228.09358116	33.91005812
PI534099_PI534099	intron	57.794743	3078	3026	52	6853.306215	1067.0	2.26480708	0.35261071	118.58009673	18.46188675
PI534099_PI534099	upstream_2kb	50.472471	5342	5272	70	11871.745111	1865.0	2.25184847	0.35375569	235.21228257	36.95083603
PI534099_PI534099	downstream_2kb	33.923341	3170	3103	67	6862.349486	1076.0	2.21152094	0.34676120	202.28990671	31.71857395
PI534099_PI534099	intergenic	512.484706	199249	194629	4620	420915.563756	65636.0	2.16265594	0.33723649	821.32317087	128.07406588
PI534101_PI534101	exon	62.252916	5835	5817	18	13150.853190	1956.0	2.26076211	0.33625580	211.24879017	31.42021492
PI534101_PI534101	intron	57.794743	3078	3045	33	7138.434121	1095.0	2.34431334	0.35960591	123.51355419	18.94635988
PI534101_PI534101	upstream_2kb	50.472471	5342	5287	55	11454.516963	1814.0	2.16654378	0.34310573	226.94583276	35.94038421
PI534101_PI534101	downstream_2kb	33.923341	3170	3135	35	6795.849334	1076.0	2.16773503	0.34322169	200.32960002	31.71857395
PI534101_PI534101	intergenic	512.484706	199249	195417	3832	396137.007498	61873.0	2.02713688	0.31662036	772.97332556	120.73140774
PI534105_PI534105	exon	62.252916	5835	5808	27	14108.588126	2094.0	2.42916462	0.36053719	226.63336969	33.63697855
PI534105_PI534105	intron	57.794743	3078	3066	12	6804.109443	1050.0	2.21921378	0.34246575	117.72886407	18.16774235
PI534105_PI534105	upstream_2kb	50.472471	5342	5283	59	12600.288511	1983.0	2.38506313	0.37535491	249.64675320	39.28874416
PI534105_PI534105	downstream_2kb	33.923341	3170	3112	58	6906.978277	1087.0	2.21946603	0.34929306	203.60548440	32.04283446
PI534105_PI534105	intergenic	512.484706	199249	196992	2257	381685.547664	59528.0	1.93756877	0.30218486	744.77451365	116.15566143
PI534108_PI534108	exon	62.252916	5835	5786	49	13898.574030	2071.0	2.40210405	0.35793294	223.25980730	33.26751794
PI534108_PI534108	intron	57.794743	3078	3047	31	6987.339054	1086.0	2.29318643	0.35641615	120.89921490	18.79063637
PI534108_PI534108	upstream_2kb	50.472471	5342	5254	88	12338.480225	1946.0	2.34839745	0.37038447	244.45960303	38.55567127
PI534108_PI534108	downstream_2kb	33.923341	3170	3113	57	6854.703220	1076.0	2.20196056	0.34564729	202.06450834	31.71857395
PI534108_PI534108	intergenic	512.484706	199249	195596	3653	372157.309199	58090.0	1.90268364	0.29698971	726.18227401	113.34972404
PI534112_PI534112	exon	62.252916	5835	5820	15	14105.385197	2107.0	2.42360570	0.36202749	226.58191943	33.84580411
PI534112_PI534112	intron	57.794743	3078	3051	27	6899.510507	1062.0	2.26139315	0.34808260	119.37955165	18.37537369
PI534112_PI534112	upstream_2kb	50.472471	5342	5285	57	11949.805236	1885.0	2.26107951	0.35666982	236.75887071	37.34709165
PI534112_PI534112	downstream_2kb	33.923341	3170	3142	28	6849.453827	1080.0	2.17996621	0.34373011	201.90976551	31.83648686
PI534112_PI534112	intergenic	512.484706	199249	196760	2489	373006.913135	58228.0	1.89574565	0.29593413	727.84008726	113.61900037
PI534114_PI534114	exon	62.252916	5835	5803	32	13805.394951	2052.0	2.37900999	0.35361020	221.76302475	32.96231136
PI534114_PI534114	intron	57.794743	3078	3027	51	7017.608343	1082.0	2.31833774	0.35744962	121.42295265	18.72142593
PI534114_PI534114	upstream_2kb	50.472471	5342	5261	81	11819.258666	1878.0	2.24658024	0.35696636	234.17238014	37.20840218
PI534114_PI534114	downstream_2kb	33.923341	3170	3130	40	6721.140873	1060.0	2.14732935	0.33865815	198.12732692	31.24692229
PI534114_PI534114	intergenic	512.484706	199249	195840	3409	433869.383976	67680.0	2.21542782	0.34558824	846.59967194	132.06247759
PI534115_PI534115	exon	62.252916	5835	5809	26	14155.135619	2110.0	2.43675945	0.36322947	227.38108555	33.89399462
PI534115_PI534115	intron	57.794743	3078	3052	26	7145.340214	1106.0	2.34119928	0.36238532	123.63304763	19.13668861
PI534115_PI534115	upstream_2kb	50.472471	5342	5289	53	12317.105715	1944.0	2.32881560	0.36755530	244.03611456	38.51604571
PI534115_PI534115	downstream_2kb	33.923341	3170	3137	33	7142.645996	1129.0	2.27690341	0.35989799	210.55255129	33.28092006
PI534115_PI534115	intergenic	512.484706	199249	196209	3040	444304.874233	69335.0	2.26444696	0.35337319	866.96221181	135.29184225
PI534116_PI534116	exon	62.252916	5835	5772	63	12935.765067	1935.0	2.24112354	0.33523909	207.79372112	31.08288132
PI534116_PI534116	intron	57.794743	3078	2955	123	6058.490840	935.0	2.05025071	0.31641286	104.82771486	16.17794200
PI534116_PI534116	upstream_2kb	50.472471	5342	5122	220	10479.622380	1656.0	2.04600203	0.32331121	207.63046019	32.80996486
PI534116_PI534116	downstream_2kb	33.923341	3170	3010	160	6424.618410	1009.0	2.13442472	0.33521595	189.38637000	29.74353263
PI534116_PI534116	intergenic	512.484706	199249	185206	14043	327334.631846	51087.0	1.76740836	0.27583880	638.72078135	99.68492601
PI534117_PI534117	exon	62.252916	5835	5753	82	13783.406618	2039.0	2.39586418	0.35442378	221.40981506	32.75348580
