Taxa	SDW.HN	SDW.LN	SFW.HN	SFW.LN	LC.HN	LC.LN	PH.HN	PH.LN
PI534053	0.73762754615898	0.100000002437732	8.7982692971154	0.806757264449787	4.75000000013993	3.99999999999998	28.9131282983121	19.9372357997119
PI534054	0.90000000000001	0.20000000178804	9.46666666666665	0.72758703813917	6	4.16666666666665	35.7999999999994	23.1445105043542
PI534063	1.17302910002734	0.299999998531911	9.77048974955692	1.12989855350555	5.16666666651115	3.49999999999996	35.4691388593655	19.2815868448601
PI534070	0.599999999999821	0.100000002114517	6.43333333330006	0.66724137885996	5.00000000000001	3.16666666666673	38.3333333334005	21.7187991532761
PI534075	0.51152294579302	0.100000002191336	2.39386789132465	0.698569966182744	5.00000000020599	3.66186532546352	31.1805158023425	18.4153734046374
PI534079	0.835282612689835	0.200000002114518	8.31445099280863	1.20057471219329	4.66666666688046	3.83333333333339	31.3312772619136	27.2187991532761
PI534088	NA	NA	NA	NA	NA	NA	NA	NA
PI534092	1.57875843225812	0.166666668869745	13.2587319023152	0.898569966182744	5.00000000036152	3.58030463827836	43.9401313882532	24.3487067379707
PI534096	0.66666666666648	0.199999997063823	6.69999999996679	0.495411169541583	5.33333333333334	3.8333333333333	39.533333333401	17.956896793857
PI534097	0.450000000000005	0.100000002437732	4.55	0.706757264449787	5.16666666666667	4.3333333333334	38.2333333333374	21.8705691330453
PI534099	0.556024196451157	0.400000002061183	6.60292450838281	1.89856996618274	4.5	4.54762776614103	29.7384965634477	23.5487067379707
PI534101	0.517678422667537	0.100000002114518	4.74281875623165	0.898569966182744	5.66666666666667	4.16666666666664	23.5807177973392	22.0153734046373
PI534105	0.970533083309176	0.199999990427567	8.40411067177551	1.04069158013154	6.33333333333334	4.49999999999998	34.2230893382665	20.3073942861601
PI534108	0.670701298049199	0.100000002114517	7.94962866179512	0.704584204214387	4.5	3.33333333333334	33.5380357933494	23.8355111425886
PI534112	0.518358133375228	0.166666667324837	5.73369965795837	0.860891771781498	5	3.43339020682002	35.8439485481253	22.6684052709281
PI534114	0.788754087939064	0.166666668781184	8.18660842770552	0.910598442246027	6.16666666654648	4	41.3774190605838	21.2842332584382
PI534115	NA	NA	NA	NA	6.2499999999922	4.25	37.4000842369423	24.7499999999997
PI534116	0.799554974722486	0.2	7.84728415027326	1.26666666666667	4.9999999999922	3.66666666666665	34.5858472113936	20.9333333333332
PI534117	0.923954391813028	0.266666668781184	9.50584162355177	1.00057471219329	5.33333333347326	3.3333333333333	40.511415576117	24.2854658199428
PI534123	0.576933006295058	0.25	6.48088714395225	1.1	5.1666666668066	3.75000000000001	35.318660097419	23.1999999999996
PI534124	0.647006487679284	0.299999998620472	7.85909434023034	1.89656522017221	6	4.57117945683429	34.3517127221994	25.1982535115267
PI534127	0.533333333333335	0.0999999999466656	5.63333333333345	0.599999999999999	5.83333333333333	3.62065969081129	33.7666666666689	20.5333333333333
PI534128	2.03719974997584	0.3	21.4374440051088	1.3	6.5	4.00000000000001	43.8230893382664	24.3333333333331
PI534132	0.829464349600755	0.100000000323214	9.59084798327002	0.796565220172197	5.2499999999922	3.24999999999997	36.9961411031258	17.088021588243
PI534133	0.747006487679291	0.200000001843578	7.62576100689696	0.931903299516077	6.33333333333334	3.680771392893	36.6517127221994	19.9153734046374
PI534135	0.850000000000002	0.100000000323214	9.20000000000003	0.729898553505531	5	3.66666666666667	47.2666666666708	20.488021588243
PI534137	0.766666666666479	0.166666669181217	6.83333333330011	1.00675726444979	5.5	4.14126250813739	35.7333333334008	20.3372357997119
PI534138	NA	NA	NA	NA	NA	NA	NA	NA
PI534139	0.908327939366126	0.133333333679913	7.54802290681602	0.996565220172197	5.66666666665887	4.11137509782425	32.3000842369472	16.6213549215763
PI534144	0.799999999999997	0.333333333279999	6.80000000000013	0.866666666666668	5.5	3.62065969081129	35.4333333333392	19.7333333333332
PI534145	0.566666666666674	0.200000000400033	5.3666666666667	1.06323188683886	5.16666666666667	4.47459584147073	34.4666666666703	24.6546882549096
PI534148	0.450257812647942	0.166666666989881	3.77741800151707	1.12989855350553	4.83333333354713	3.66666666666663	29.8873287137945	26.688021588243
PI534155	0.737363761014839	0.250000000076819	7.199116018997	0.95	4.50000000036151	3.57853199213018	28.5862314008074	14.1499999999997
PI534157	1.65297861448203	0.200000002114517	17.5083788537339	1.21059844224603	6	3.75000000000007	53.14057785464	23.5342332584382
PI534163	0.40586321279318	0.266666666666667	4.10094959914437	0.833333333333332	5.74999999987981	4	28.8608022905786	20.4333333333329
PI534167	1.18469881722215	0.1	10.4041404828415	1	6.2499999999922	4.3333333333333	40.1859563900587	21.4999999999999
PI540816	NA	NA	NA	NA	NA	NA	NA	NA
PI542406	NA	NA	NA	NA	NA	NA	NA	NA
PI542718	1.09165248389122	0.1	10.3703672181685	0.899999999999999	5.16666666688046	3.66666666666672	45.1745620345723	21.6666666666666
PI548797	0.322690863117818	0.100000002114518	4.3695911750495	0.504584204214387	5.5	3.16666666666667	35.7384965634473	17.068844475922
PI552856	1.00806133790995	0.2333333237609	9.59294921665158	0.817358246798211	5.83333333333333	3.49999999999998	44.5538999874498	18.9740609528267
PI552861	NA	NA	NA	NA	NA	NA	NA	NA
PI561071	0.518358133375228	0.100000002114517	5.07036632462503	0.56523663284941	6.16666666666667	4.16666666666667	37.677281881458	14.3487067379707
PI561072	0.536569760463303	0.0999999967928833	5.21913018858414	0.66207783620825	5.50000000021379	3.51410472622633	39.3279065684285	21.9235634605237
PI561073	0.674994606032799	0.300000002114517	7.88135624014941	1.59856996618274	5.9999999999922	4.50000000000001	33.7667509036117	21.5487067379707
PI561472	0.72533495181804	0.133333334003127	5.46590930911414	1.02755843844816	4.66666666687266	3.77804176449092	34.0714775947489	24.5684052709281
PI562730	NA	NA	NA	NA	NA	NA	NA	NA
PI564163	0.723581031369807	0.139347844144034	7.16521519855312	0.709555860447626	5.31573380437932	3.58477580921627	38.7643734576441	19.2973316203106
PI564164	2.17946434960076	0.100000002437732	19.79084798327	1.00675726444979	6.7499999999922	4.16666666666663	48.2961411031214	22.1372357997119
PI564165	0.864182499418463	0.2	10.1059056093781	1.26666666666667	5.49999999969675	3.66666666666666	39.0372504310956	20.6333333333333
PI565121	0.451691466708556	0.15	5.17036632462499	0.850000000000002	5	3.00000000000006	34.1106152147914	15.1499999999999
PI566819	0.680849166084942	0.0999999970638229	7.32257227601141	0.762077836208249	5.33333333303008	3.50000000000006	35.7039170978238	19.9902301271903
PI576130	0.407374189361535	0.100000002114517	3.02997517245515	0.698569966182744	4.66666666651114	3.3333333333334	18.0165233233691	19.282040071304
PI576332	0.604034631382529	0.299999999946666	6.98296199512851	1.3	6	4.28732635747795	40.3380357933494	21.4666666666666
PI576333	0.366666666666487	0.200000000011742	4.96666666663338	0.933333333333333	5.5	4.23489725013378	34.7333333334003	17.1666666666664
PI576337	0.750257812647939	0.0999999970638228	7.14408466818367	0.445411169541582	5.33333333354712	3.33333333333334	37.4539953804598	16.456896793857
PI576339	0.477855653764412	0.133333333656548	4.90499994960833	0.784536744108919	5.49999999969675	4.16666666666666	25.9889631532893	19.9453652863048
PI576340	0.666666666666667	0.100000002114517	4.43333333333339	0.765236632849411	5	4	26.3666666666711	15.082040071304
PI576345	0.389357529784491	0.100000000088561	4.93625784171615	0.866666666666666	5.5	3.91363797161169	43.988496563447	23.4666666666666
PI576347	1.02043348747692	0.1	11.6490952933226	0.833333333333332	5.83333333300668	3.50000000000001	39.5172702624093	19.6333333333332
PI576348	0.6975158327518	0.100000000334957	5.57257227604477	0.584536744108918	5.83333333303008	3.40156391680044	37.937250431092	25.9453652863048
PI576349	NA	NA	NA	NA	NA	NA	NA	NA
PI576350	NA	NA	NA	NA	NA	NA	NA	NA
PI576352	0.676453058482399	0.1	5.09359258322681	0.700000000000002	4.66666666651114	3.50000000000007	32.9588449676347	14.8999999999999
PI576359	0.604030427681508	0.1	5.56578268566375	0.533333333333335	7.16666666702818	4.5	34.8862314008088	17.1333333333332
PI576364	0.487996350163123	0.1	5.08218489311282	0.433333333333333	4.83333333353932	4.00000000000007	28.6424725196089	15.1999999999999
PI576366	NA	NA	NA	NA	NA	NA	NA	NA
PI576373	1.21367315434595	0.100000000646429	9.42576100689699	0.827558438448164	5.83333333333333	4.3333333333333	33.0183793888666	18.2684052709281
PI576375	0.600000000000012	0.0999999999466656	6.40000000000007	0.466666666666668	4	2.54762776614103	30.2000000000021	20.5666666666666
PI576376	0.840989862483653	0.100000000023366	8.8397572195159	0.866666666666669	5.00000000020599	3.77804176449092	45.9574264641433	22.8666666666663
PI576380	1.53333333333335	0.300000002203078	15.4999999999999	2.40057471219329	6.33333333333334	3.58030463827836	42.6333333333373	23.2521324866095
PI576381	0.583827780567157	0.299999998260972	7.94761779644518	1.19656522017221	5.83333333303008	3.680771392893	37.5111616190629	23.2149201781934
PI576385	0.27053308330918	0.100000000088561	1.90411067177553	0.8	6	3.98784612350096	28.7897560049336	20.3999999999997
PI576386	0.451011756000875	0.166666667401656	3.80948542289829	0.927558438448164	NA	4.65451279016763	NA	23.6684052709281
PI576387	NA	NA	NA	NA	NA	NA	NA	NA
PI576390	0.483591145981281	0.100000000646429	4.47741800151686	0.660891771781498	5.33333333354712	3.16666666666666	26.8539953804598	20.3684052709281
PI576391	NA	NA	NA	NA	NA	NA	NA	NA
PI576393	0.747006487679287	0.1	8.27409434023032	0.499999999999999	5.33333333333334	3.66666666666666	30.4850460555325	18.7999999999999
PI576394	0.537199749975854	0.133333333333333	4.73744400510879	0.899999999999999	6.33333333333333	4.49999999999997	31.7230893382662	20.8999999999999
PI576396	0.433333333333339	0.200000002114517	4.73333333333334	1.26523663284941	6	5.49999999999997	34.1999999999992	25.8487067379707
PI576399	0.685024800041902	NA	6.43703299129164	NA	6.16666666666667	4.16666666666667	39.2106152147914	27.3999999999996
PI576401	NA	NA	NA	NA	NA	NA	NA	NA
PI576418	NA	NA	NA	NA	NA	NA	NA	NA
PI576422	0.620090625121739	0.166666657094234	6.05643616700328	0.684024913464877	5.16666666666667	3.83333333333335	32.523039441605	15.0407276194934
PI576425	0.60403463138253	0.333333335394517	6.51629532846182	1.06724137885996	6	3.45399302414462	46.0380357933489	24.5854658199428
PI576426	0.456024196451154	0.0999999999466655	7.00292450838286	0.949999999999999	4.25	3.54762776614103	28.4384965634477	18.9999999999999
PI576428	0.651691466708564	0.333333331865245	8.09369965795833	1.22989855350555	4.66666666666667	3.16666666666672	36.2439485481245	23.8815868448601
PI576434	0.900000000000003	0.100000000334956	10.8666666666667	0.996565220172197	6.33333333333334	4.76672354015335	43.5666666666703	18.688021588243
PI576435	NA	NA	NA	NA	NA	NA	NA	NA
PI576437	NA	NA	NA	NA	NA	NA	NA	NA
PI585291	NA	NA	NA	NA	NA	NA	NA	NA
PI585295	NA	NA	NA	NA	NA	NA	NA	NA
PI595699	1.0052344676214	0.166666666666666	7.52995916623823	0.999999999999998	5.5	3.99999999999998	39.4898152869373	20.8333333333329
PI595702	0.54098986248384	0.100000002526292	5.2230905528826	0.873423931116454	5.33333333353932	3.32117945683429	34.9574264640818	15.2705691330452
PI595714	0.588375517015708	0.133333335447851	4.00860144189528	1.03791753754772	5.16666666702818	3.99999999999996	16.6002825314759	24.768844475922
PI595718	0.391354325935154	0.100000000334957	5.1497634357517	0.596565220172197	5.16666666654648	4.23489725013378	30.7428761824261	18.7213549215763
PI595720	0.560228850003182	0.100000002203078	3.02460042133233	0.937917537547721	4.83333333317781	3.58030463827836	29.8255615309628	24.068844475922
PI595739	1.10199679615068	0.199999999946666	12.3135055940356	1.3	5.83333333321314	3.95399302414462	42.9210462856479	22.4499999999997
PI595740	0.433333333333332	0.133333331865245	4.70000000000005	0.929898553505547	4.66666666666667	3.83333333333335	28.7000000000043	22.4482535115267
PI595741	0.651036915360791	0.266666666666667	5.99154369256063	0.566666666666669	6.00000000036151	3.66666666666663	32.4046107896692	19.8333333333329
PI595743	0.423029100027335	0.133333333410152	5.62048974955691	0.900000000000002	5.49999999984448	4.14126250813739	35.7024721927003	19.5333333333332
PI595744	0.887363761014654	0.26666666872785	9.24911601896371	1.44393177557936	5.75000000036151	4.12065969081129	41.7862314008703	22.9508999251048
PI595745	NA	0.100000002437732	NA	0.706757264449788	5.4999999999922	3.50000000000006	31.5000842370101	16.6039024663786
PI597945	0.650000000000004	0.233333335459593	6.0000000000001	0.931903299516077	6	4.23489725013378	24.3500000000061	18.582040071304
PI597946	0.437363761014841	0.100000001876601	3.93244935233037	0.594253704805837	6.00000000036151	3.82117945683429	35.5528980674737	25.0945105043542
PI597949	NA	NA	NA	NA	NA	NA	NA	NA
PI597950	0.199999999999999	0.100000000323214	2.53333333333342	0.696565220172197	4.5	3.99999999999998	26.6666666666709	18.788021588243
PI597951	1.65297861448204	0.100000000646429	13.3083788537338	0.660891771781497	6	3.83333333333332	44.3905778546394	21.5017386042614
PI597952	1.19613101626743	0.13333333544785	11.2575146499365	0.74393177557936	6.4999999999922	4.33333333333332	35.5461411031262	17.6842332584382
PI597957	0.803866416642516	NA	6.30411067177548	NA	5.5	3.66666666666665	33.5230893382669	21.4999999999999
PI597958	1.15297861448203	0.100000000658171	9.20837885373387	0.427558438448165	5.66666666666667	3.23489725013377	33.9405778546396	18.9350719375947
PI597960	0.923675708830202	0.166666666666667	7.40749487273081	0.799999999999999	5.16666666702818	3.66666666666665	34.5601425887761	23.5666666666664
PI597961	0.401550464134324	0.20000000034658	4.25553427117314	0.951203410775585	5.33333333303008	4.11137509782425	34.1419528911055	17.7786986196381
PI597964	0.749999999999816	0.133333335447851	8.19999999996674	0.671250870881054	5.16666666666667	3.50000000000001	31.1000000000676	15.668844475922
PI597965	0.72395439181303	0.133333333979762	6.87250829021847	0.894225105114831	4.6666666668066	3.99999999999996	28.1114155761166	23.8350719375947
PI597966	0.6	0.199999997140641	5.80000000000009	0.695411169541583	5.33333333333333	3.49519865879685	33.0666666666705	16.5235634605237
PI597967	NA	NA	NA	NA	NA	NA	NA	NA
PI597968	0.842312525188257	0.133333333279999	7.40954128151007	0.666666666666666	4.1666666668066	3.2142944328077	28.9886974575708	14.5999999999997
PI597971	0.707656529150508	0.166666663730489	5.6230905528825	0.795411169541583	5.66666666687266	4.16666666666666	35.2574264640755	19.1235634605237
PI597972	0.866666666666477	0.200000002114517	6.5333333333001	0.871250870881054	5.16666666666667	4	35.3666666667339	24.3355111425886
PI597973	1.02946434960077	0.2	8.12418131660337	1.13333333333333	5.9999999999922	3.83333333333332	39.9794744364577	23.1
PI597976	0.580339821012617	0.133333335459593	6.3524276735637	0.804584204214387	5	3.76672354015336	29.0850460555333	19.9021778092553
