sample	cutoff	miss	Genetic_load	N_del
PI576396_PI576396	5%	miss50	-289480.5861521	21824
PI576399_PI576399	5%	miss50	-301182.9180067	23246
PI576401_PI576401	5%	miss50	-428610.6981463	32639
PI576418_PI576418	5%	miss50	-303302.1223021	23166
PI576422_PI576422	5%	miss50	-334090.3134894	25030
PI576425_PI576425	5%	miss50	-368328.1442631	40676
PI576426_PI576426	5%	miss50	-300095.1372032	23109
PI576428_PI576428	5%	miss50	-377218.6018337	28506
PI576434_PI576434	5%	miss50	-306268.3125848	23609
PI576435_PI576435	5%	miss50	-394108.4307789	29791
PI576437_PI576437	5%	miss50	-338276.9395516	25774
PI585291_PI585291	5%	miss50	-438511.201864	49086
PI585295_PI585295	5%	miss50	-309019.4212454	23296
PI595699_PI595699	5%	miss50	-325078.4199562	24510
PI595702_PI595702	5%	miss50	-336152.7697922	25240
PI595714_PI595714	5%	miss50	-375240.0785217	28470
PI595718_PI595718	5%	miss50	-332806.8663603	25412
PI595720_PI595720	5%	miss50	-356146.6919119	27339
PI595739_PI595739	5%	miss50	-281714.5521639	21168
PI595740_PI595740	5%	miss50	-367570.5788496	37716
PI595741_PI595741	5%	miss50	-389944.2961939	29642
PI595743_PI595743	5%	miss50	-389239.6732071	37089
PI595744_PI595744	5%	miss50	-269713.5240434	20225
PI595745_PI595745	5%	miss50	-261152.7262757	19803
PI597945_PI597945	5%	miss50	-389730.4655041	30020
PI597946_PI597946	5%	miss50	-354401.3627399	27163
PI597949_PI597949	5%	miss50	-336472.655118	25561
PI597950_PI597950	5%	miss50	-257728.2294444	19937
PI597951_PI597951	5%	miss50	-401407.7323797	30518
PI597952_PI597952	5%	miss50	-386432.8434527	51942
PI597957_PI597957	5%	miss50	-340754.1949006	37125
PI597958_PI597958	5%	miss50	-365289.4065592	27585
PI597960_PI597960	5%	miss50	-247530.1926294	18929
PI597961_PI597961	5%	miss50	-287145.16253	21788
PI597964_PI597964	5%	miss50	-309570.6820013	23407
PI597965_PI597965	5%	miss50	-311493.5479266	23554
PI597966_PI597966	5%	miss50	-349638.519946	26222
PI597967_PI597967	5%	miss50	-310436.9803077	23404
PI597968_PI597968	5%	miss50	-358108.5047393	27268
PI597971_PI597971	5%	miss50	-286275.6347531	21686
PI597972_PI597972	5%	miss50	-293383.524851	22676
PI597973_PI597973	5%	miss50	-284394.9029965	21750
PI597976_PI597976	5%	miss50	-297986.7040955	22715
PI597980_PI597980	5%	miss50	-279301.0085202	20997
PI597982_PI597982	5%	miss50	-271277.9265467	20967
PI598069_PI598069	5%	miss50	-380657.5129275	29151
PI598070_PI598070	5%	miss50	-371645.9394974	29991
PI601816_PI601816	5%	miss50	-302748.3381256	22550
PI607931_PI607931	5%	miss50	-289178.477375	21743
PI609456_PI609456	5%	miss50	-101591.4650631	8080
PI613536_PI613536	5%	miss50	-296772.0574849	22538
PI629034_PI629034	5%	miss50	-306717.7894237	23173
PI629040_PI629040	5%	miss50	-491231.2518089	37645
PI629059_PI629059	5%	miss50	-299988.895508	22396
PI641824_PI641824	5%	miss50	-397787.4416685	34876
PI641836_PI641836	5%	miss50	-335182.7436751	25134
PI641849_PI641849	5%	miss50	-454271.212538	34841
PI641874_PI641874	5%	miss50	-540267.2658383	41123
PI642791_PI642791	5%	miss50	-376083.9047422	28345
PI642793_PI642793	5%	miss50	-341301.457193	25690
PI642992_PI642992	5%	miss50	-383873.6418382	29169
PI642998_PI642998	5%	miss50	-313170.5005021	24047
PI651492_PI651492	5%	miss50	-387523.1409702	29492
PI651496_PI651496	5%	miss50	-299715.8051237	22651
PI653616_PI653616	5%	miss50	-334759.0448925	26312
PI653617_PI653617	5%	miss50	-303578.8051809	22949
PI655970_PI655970	5%	miss50	-342638.7577276	25523
PI655971_PI655971	5%	miss50	-492234.933263	37539
PI655972_PI655972	5%	miss50	-337844.0254646	25369
PI655973_PI655973	5%	miss50	-369226.1804421	28041
PI655974_PI655974	5%	miss50	-337894.5924439	26138
PI655975_PI655975	5%	miss50	-395352.6378076	29662
PI655976_PI655976	5%	miss50	-338445.0578574	25443
PI655977_PI655977	5%	miss50	-347712.771275	26148
PI655978_PI655978	5%	miss50	-451435.070307	34322
PI655979_PI655979	5%	miss50	-377300.4622663	28689
PI655980_PI655980	5%	miss50	-316411.156141	24083
PI655981_PI655981	5%	miss50	-375486.2705113	28489
PI655982_PI655982	5%	miss50	-295838.1824524	22047
PI655983_PI655983	5%	miss50	-336444.4634006	25153
PI655984_PI655984	5%	miss50	-449892.9673725	34550
PI655985_PI655985	5%	miss50	-394454.9067075	29623
PI655986_PI655986	5%	miss50	-393259.3076305	29393
PI655987_PI655987	5%	miss50	-328821.0585712	24519
PI655988_PI655988	5%	miss50	-346347.5882025	26106
PI655989_PI655989	5%	miss50	-325160.3065842	24894
PI655990_PI655990	5%	miss50	-497400.8524268	37718
PI655991_PI655991	5%	miss50	-376310.2078077	38509
PI655992_PI655992	5%	miss50	-331940.0730603	32489
PI655993_PI655993	5%	miss50	-386971.7140311	30223
PI655994_PI655994	5%	miss50	-361641.3084473	29583
PI655995_PI655995	5%	miss50	-331520.7393574	25370
PI655996_PI655996	5%	miss50	-442002.9544486	34209
PI655997_PI655997	5%	miss50	-473905.3782559	35877
PI655998_PI655998	5%	miss50	-352484.4013402	26811
PI655999_PI655999	5%	miss50	-279546.9972189	22177
PI656000_PI656000	5%	miss50	-288900.3746237	21401
PI656001_PI656001	5%	miss50	-288039.8261819	21579
PI656002_PI656002	5%	miss50	-331746.4159653	24848
PI656003_PI656003	5%	miss50	-389905.5537864	29405
PI656004_PI656004	5%	miss50	-467172.6111477	35742
PI656005_PI656005	5%	miss50	-355223.583879701	26790
PI656006_PI656006	5%	miss50	-385406.0294933	29400
PI656007_PI656007	5%	miss50	-292108.8784612	23063
PI656008_PI656008	5%	miss50	-374667.554647	28440
PI656009_PI656009	5%	miss50	-289897.2108555	22386
PI656010_PI656010	5%	miss50	-420517.2771996	35764
PI656011_PI656011	5%	miss50	-390510.0478646	32408
PI656012_PI656012	5%	miss50	-472688.4841285	36603
PI656013_PI656013	5%	miss50	-402994.6302978	42393
PI656014_PI656014	5%	miss50	-344400.8940483	40193
PI656015_PI656015	5%	miss50	-371457.7808954	27972
PI656016_PI656016	5%	miss50	-374960.1167488	28339
PI656017_PI656017	5%	miss50	-494182.4690142	37743
PI656018_PI656018	5%	miss50	-442455.4986908	33288
PI656019_PI656019	5%	miss50	-368948.0892628	28008
PI656020_PI656020	5%	miss50	-365335.5508045	28104
PI656021_PI656021	5%	miss50	-476994.3347312	40011
PI656022_PI656022	5%	miss50	-336190.7408828	26751
PI656023_PI656023	5%	miss50	-333245.6037546	24852
PI656024_PI656024	5%	miss50	-342755.5853255	27969
PI656025_PI656025	5%	miss50	-427796.0759814	34119
PI656026_PI656026	5%	miss50	-331735.7316331	24692
PI656027_PI656027	5%	miss50	-333782.1133521	26119
PI656028_PI656028	5%	miss50	-326640.773698	25775
PI656029_PI656029	5%	miss50	-325563.0226059	26291
PI656031_PI656031	5%	miss50	-277520.8306769	21723
PI656032_PI656032	5%	miss50	-389730.1571801	46013
PI656033_PI656033	5%	miss50	-491682.7555025	37616
PI656034_PI656034	5%	miss50	-348685.454938	43273
PI656035_PI656035	5%	miss50	-315984.0256276	23965
PI656036_PI656036	5%	miss50	-395058.7948267	32393
PI656037_PI656037	5%	miss50	-347519.4178925	27609
PI656038_PI656038	5%	miss50	-332769.1764637	28172
PI656039_PI656039	5%	miss50	-341613.7199421	26480
PI656040_PI656040	5%	miss50	-419304.7250695	33694
PI656041_PI656041	5%	miss50	-494231.0514735	37810
PI656042_PI656042	5%	miss50	-438544.8760619	34529
PI656043_PI656043	5%	miss50	-383416.785377	28923
PI656044_PI656044	5%	miss50	-330615.1789431	24590
PI656046_PI656046	5%	miss50	-399627.8413491	31711
PI656047_PI656047	5%	miss50	-398507.5534876	32278
PI656048_PI656048	5%	miss50	-284847.683361	21355
PI656049_PI656049	5%	miss50	-322231.769992	34247
PI656050_PI656050	5%	miss50	-302574.3601597	24933
PI656051_PI656051	5%	miss50	-376089.2075985	28249
PI656052_PI656052	5%	miss50	-413615.8893737	33926
PI656053_PI656053	5%	miss50	-337844.8198642	26548
PI656054_PI656054	5%	miss50	-358256.241264	29349
PI656055_PI656055	5%	miss50	-429624.7708839	34536
PI656056_PI656056	5%	miss50	-389043.1897558	29292
PI656057_PI656057	5%	miss50	-369855.0603822	38949
PI656058_PI656058	5%	miss50	-339448.1441361	27529
PI656059_PI656059	5%	miss50	-285409.2559563	21754
PI656060_PI656060	5%	miss50	-334035.7777879	26970
PI656061_PI656061	5%	miss50	-300527.1424173	23450
PI656062_PI656062	5%	miss50	-390539.9773535	32301
PI656063_PI656063	5%	miss50	-297216.7785571	31127
PI656064_PI656064	5%	miss50	-451882.7654427	34485
PI656065_PI656065	5%	miss50	-371652.2130112	27994
PI656066_PI656066	5%	miss50	-376758.8584848	30171
PI656067_PI656067	5%	miss50	-394739.4406905	33876
PI656068_PI656068	5%	miss50	-383576.653587	31195
PI656069_PI656069	5%	miss50	-279590.350908	24451
PI656070_PI656070	5%	miss50	-298917.9435563	24242
PI656071_PI656071	5%	miss50	-323863.3017786	24565
PI656072_PI656072	5%	miss50	-431471.7913481	33025
PI656073_PI656073	5%	miss50	-379798.609734	29611
PI656074_PI656074	5%	miss50	-308130.9299957	25182
PI656075_PI656075	5%	miss50	-304991.0844778	23554
PI656076_PI656076	5%	miss50	-379274.9876662	30543
PI656077_PI656077	5%	miss50	-333855.6851002	29294
PI656078_PI656078	5%	miss50	-101627.8876902	8616
PI656079_PI656079	5%	miss50	-320037.3907416	26134
PI656080_PI656080	5%	miss50	-295510.626523	24390
PI656081_PI656081	5%	miss50	-87051.4857645	6967
PI656082_PI656082	5%	miss50	-419279.3126166	32294
PI656083_PI656083	5%	miss50	-354936.8061894	49498
PI656085_PI656085	5%	miss50	-301899.1911203	29417
PI656086_PI656086	5%	miss50	-334828.6298872	25827
PI656087_PI656087	5%	miss50	-288774.6245531	22762
PI656088_PI656088	5%	miss50	-400284.61464	32410
PI656089_PI656089	5%	miss50	-397458.2481228	32231
PI656090_PI656090	5%	miss50	-287658.5574787	23201
PI656091_PI656091	5%	miss50	-409847.8063816	39854
PI656092_PI656092	5%	miss50	-377461.0070816	28803
PI656093_PI656093	5%	miss50	-284040.0418001	22123
PI656094_PI656094	5%	miss50	-288239.032434	22146
PI656095_PI656095	5%	miss50	-333581.9721641	26401
PI656096_PI656096	5%	miss50	-289577.3936147	22299
PI656097_PI656097	5%	miss50	-355659.9989162	26970
PI656098_PI656098	5%	miss50	-253403.9088001	20992
PI656099_PI656099	5%	miss50	-386631.7876092	31708
PI656100_PI656100	5%	miss50	-427534.3145296	34626
PI656101_PI656101	5%	miss50	-375628.9666987	28351
PI656102_PI656102	5%	miss50	-256142.2926946	19407
PI656103_PI656103	5%	miss50	-354543.6729025	28408
PI656104_PI656104	5%	miss50	-391968.6288619	49858
PI656105_PI656105	5%	miss50	-287273.6269314	23305
PI656106_PI656106	5%	miss50	-278220.8802932	23123
PI656107_PI656107	5%	miss50	-374785.2349268	37332
PI656108_PI656108	5%	miss50	-313970.7586801	24077
PI656109_PI656109	5%	miss50	-352010.0371165	29837
PI656110_PI656110	5%	miss50	-344564.6101465	31376
PI656111_PI656111	5%	miss50	-281188.869115	21254
PI656112_PI656112	5%	miss50	-324560.8190158	25873
PI656113_PI656113	5%	miss50	-366326.7833693	30009
PI656114_PI656114	5%	miss50	-321826.1128268	31428
PI656115_PI656115	5%	miss50	-432761.585945501	33921
PI656116_PI656116	5%	miss50	-307549.928489	29627
PI656118_PI656118	5%	miss50	-285336.3828653	22951
PI656119_PI656119	5%	miss50	-317067.9917021	29391
PI656120_PI656120	5%	miss50	-366348.2599308	29005
PI656121_PI656121	5%	miss50	-311624.605496	25448
PI659691_PI659691	5%	miss50	-328932.3106083	34894
PI659694_PI659694	5%	miss50	-420375.0933185	33686
PI659695_PI659695	5%	miss50	-344334.358758	28004
PI659696_PI659696	5%	miss50	-344765.8777592	26921
PI659753_PI659753	5%	miss50	-411070.6917552	35219
PI152651_PI152651	1%	miss50	-84143.9246381	5612
PI17548_PI17548	1%	miss50	-82460.0831324	5464
PI24969_PI24969	1%	miss50	-110774.2986716	7364
PI276837_PI276837	1%	miss50	-100185.7737841	6664
PI329435_PI329435	1%	miss50	-70090.9504211	4738
PI329440_PI329440	1%	miss50	-94366.8134532	6167
PI34911_PI34911	1%	miss50	-87464.0572343	5730
PI35038_PI35038	1%	miss50	-75086.0566155	4909
PI48770_PI48770	1%	miss50	-74631.3073508	6085
PI533750_PI533750	1%	miss50	-82540.4007326	5438
PI533752_PI533752	1%	miss50	-81613.5674771	5321
PI533754_PI533754	1%	miss50	-76624.3259056	5278
PI533755_PI533755	1%	miss50	-87637.3892435	6060
PI533757_PI533757	1%	miss50	-68511.9026406	4470
PI533758_PI533758	1%	miss50	-66231.0411178	4306
PI533759_PI533759	1%	miss50	-70678.683458	4574
PI533760_PI533760	1%	miss50	-78667.1651423	5153
PI533761_PI533761	1%	miss50	-65911.6616124	4262
PI533762_PI533762	1%	miss50	-77658.2201555	6862
PI533766_PI533766	1%	miss50	-68592.3172114	4517
PI533769_PI533769	1%	miss50	-58251.4267517	3816
PI533776_PI533776	1%	miss50	-76649.3112625	5092
PI533785_PI533785	1%	miss50	-72217.9018367	4858
PI533788_PI533788	1%	miss50	-95661.2631664	6375
PI533789_PI533789	1%	miss50	-70598.0207877	4617
PI533792_PI533792	1%	miss50	-91373.874861	5994
PI533794_PI533794	1%	miss50	-81287.7298246	5289
PI533799_PI533799	1%	miss50	-81342.7921005	5302
PI533800_PI533800	1%	miss50	-79527.9454073	5263
PI533807_PI533807	1%	miss50	-67657.8180689	4462
PI533810_PI533810	1%	miss50	-87362.0559964	5806
PI533814_PI533814	1%	miss50	-89403.7003479	5959
PI533821_PI533821	1%	miss50	-60073.8825592	3880
PI533822_PI533822	1%	miss50	-75715.5572368	4988
PI533824_PI533824	1%	miss50	-67864.6575713	4489
PI533830_PI533830	1%	miss50	-84456.4668324	7996
PI533831_PI533831	1%	miss50	-73605.4017454	4886
PI533833_PI533833	1%	miss50	-56737.0036914	3690
PI533838_PI533838	1%	miss50	-70553.1634491	4708
PI533839_PI533839	1%	miss50	-31957.842621	2164
PI533841_PI533841	1%	miss50	-83214.3355862	5473
PI533842_PI533842	1%	miss50	-76851.3283074	5106
PI533843_PI533843	1%	miss50	-75499.4199536	4968
PI533845_PI533845	1%	miss50	-83485.8960091	5550
PI533852_PI533852	1%	miss50	-76166.8356171	5246
PI533855_PI533855	1%	miss50	-69852.7215403	6227
PI533856_PI533856	1%	miss50	-92014.2628862	6618
PI533863_PI533863	1%	miss50	-73399.8946583	5187
PI533866_PI533866	1%	miss50	-79265.058923	5203
PI533869_PI533869	1%	miss50	-69605.5241801	4566
PI533871_PI533871	1%	miss50	-68984.8272688	4503
PI533876_PI533876	1%	miss50	-70983.6802251	7331
PI533877_PI533877	1%	miss50	-71364.4565232	5675
PI533878_PI533878	1%	miss50	-75001.0356764	5094
PI533882_PI533882	1%	miss50	-67555.5302822	4474
PI533901_PI533901	1%	miss50	-77942.2902996	5106
PI533902_PI533902	1%	miss50	-80100.184529	6017
PI533903_PI533903	1%	miss50	-56013.4872798	3735
PI533910_PI533910	1%	miss50	-67354.6008195	4492
PI533911_PI533911	1%	miss50	-92635.6848886	6220
PI533912_PI533912	1%	miss50	-62211.8635199	4110
PI533913_PI533913	1%	miss50	-68228.4500706	4501
PI533915_PI533915	1%	miss50	-81533.1117818	5315
PI533919_PI533919	1%	miss50	-70887.0382852	4793
PI533921_PI533921	1%	miss50	-107580.7951299	7236
PI533924_PI533924	1%	miss50	-72215.6915987	4796
PI533927_PI533927	1%	miss50	-75081.4194124	4951
PI533936_PI533936	1%	miss50	-74460.0312241	4838
PI533937_PI533937	1%	miss50	-75999.700892	4949
PI533938_PI533938	1%	miss50	-72067.2157441	4784
PI533939_PI533939	1%	miss50	-76598.5010128	5699
PI533940_PI533940	1%	miss50	-78879.966677	5118
PI533943_PI533943	1%	miss50	-88493.6255352	5878
PI533948_PI533948	1%	miss50	-77017.3123671	4952
PI533949_PI533949	1%	miss50	-68280.7720929	4440
PI533954_PI533954	1%	miss50	-88391.9475131	5785
PI533955_PI533955	1%	miss50	-76848.2746462	4967
PI533956_PI533956	1%	miss50	-70634.0512299	4609
PI533957_PI533957	1%	miss50	-82920.1411824	5447
PI533961_PI533961	1%	miss50	-79628.424641	5197
PI533962_PI533962	1%	miss50	-65915.7816036	4338
PI533964_PI533964	1%	miss50	-78180.8135831	5078
PI533965_PI533965	1%	miss50	-87536.4986591	5751
PI533967_PI533967	1%	miss50	-81600.033377	5400
PI533970_PI533970	1%	miss50	-80907.3370065	5328
PI533972_PI533972	1%	miss50	-63772.2772147	4169
PI533976_PI533976	1%	miss50	-73127.040881	4846
PI533979_PI533979	1%	miss50	-88797.6882173	5744
PI533980_PI533980	1%	miss50	-74578.6156134	4855
PI533985_PI533985	1%	miss50	-66674.802385	4370
PI533986_PI533986	1%	miss50	-70050.544044	4551
PI533987_PI533987	1%	miss50	-66291.0207399	4321
PI533989_PI533989	1%	miss50	-73443.9909707	5081
PI533991_PI533991	1%	miss50	-69697.9080553	4544
PI533996_PI533996	1%	miss50	-65852.5039626	4346
PI533997_PI533997	1%	miss50	-62380.9694417	4202
PI534009_PI534009	1%	miss50	-84707.4024602	5635
PI534021_PI534021	1%	miss50	-76936.0432813	5106
PI534028_PI534028	1%	miss50	-87114.3472698	5770
PI534037_PI534037	1%	miss50	-75569.1857785	4966
PI534046_PI534046	1%	miss50	-70490.5755455	4627
PI534047_PI534047	1%	miss50	-71719.3102682	4756
PI534053_PI534053	1%	miss50	-78432.8229324	5119
PI534054_PI534054	1%	miss50	-64562.6756665	4171
PI534063_PI534063	1%	miss50	-74209.0542987	4861
PI534070_PI534070	1%	miss50	-75217.6567305	4909
PI534075_PI534075	1%	miss50	-66639.5930653	4471
PI534079_PI534079	1%	miss50	-66229.1743518	4387
PI534088_PI534088	1%	miss50	-70101.8816325	4584
PI534092_PI534092	1%	miss50	-80227.6963225	5709
PI534096_PI534096	1%	miss50	-23430.4843749	1586
PI534097_PI534097	1%	miss50	-95886.117534	6292
PI534099_PI534099	1%	miss50	-74612.0313544	4957
PI534101_PI534101	1%	miss50	-69082.8564447	5842
PI534105_PI534105	1%	miss50	-70018.1087487	4522
PI534108_PI534108	1%	miss50	-66280.3394348	4360
PI534112_PI534112	1%	miss50	-67317.6353826	6410
PI534114_PI534114	1%	miss50	-76197.306252	4983
PI534115_PI534115	1%	miss50	-76667.5187353	5033
PI534116_PI534116	1%	miss50	-58138.3573703	3889
PI534117_PI534117	1%	miss50	-63468.7245756	4170
PI534123_PI534123	1%	miss50	-71716.3207461	4742
PI534124_PI534124	1%	miss50	-62531.8512632	4208
PI534127_PI534127	1%	miss50	-97154.6889044	6993
PI534128_PI534128	1%	miss50	-98236.654189	6596
PI534132_PI534132	1%	miss50	-86420.2752998	6905
PI534133_PI534133	1%	miss50	-94983.1708547	6322
PI534135_PI534135	1%	miss50	-86388.7127293	5682
PI534137_PI534137	1%	miss50	-88600.9866572	5843
PI534138_PI534138	1%	miss50	-55738.4179126	3656
PI534139_PI534139	1%	miss50	-95170.5005865001	6221
PI534144_PI534144	1%	miss50	-79953.8455329	5737
PI534145_PI534145	1%	miss50	-63927.1363452	4215
PI534148_PI534148	1%	miss50	-81263.5107126	5370
PI534155_PI534155	1%	miss50	-70699.9291608	4818
PI534157_PI534157	1%	miss50	-83553.6083358	7189
PI534163_PI534163	1%	miss50	-76980.6724179	5132
PI534167_PI534167	1%	miss50	-84012.9215838	5610
PI540816_PI540816	1%	miss50	-90402.0178625	5936
PI542406_PI542406	1%	miss50	-61789.302047	4109
PI542718_PI542718	1%	miss50	-98288.8350287	6411
PI548797_PI548797	1%	miss50	-82608.0416132	5429
PI552856_PI552856	1%	miss50	-76464.4223455	4946
PI552861_PI552861	1%	miss50	-68547.6602885	4438
PI561071_PI561071	1%	miss50	-90052.9820658	5882
PI561072_PI561072	1%	miss50	-83317.7762181	5387
PI561073_PI561073	1%	miss50	-96762.9629745	6445
PI561472_PI561472	1%	miss50	-101659.6374224	7162
PI562730_PI562730	1%	miss50	-67340.5927477	4464
PI564163_PI564163	1%	miss50	-62999.433106	4152
PI564164_PI564164	1%	miss50	-95214.4287557	6869
PI564165_PI564165	1%	miss50	-102027.6985815	6738
PI565121_PI565121	1%	miss50	-67995.9064855	4373
PI566819_PI566819	1%	miss50	-74049.1386637	4910
PI576130_PI576130	1%	miss50	-88648.2617136	5746
PI576332_PI576332	1%	miss50	-86644.1371925	5659
PI576333_PI576333	1%	miss50	-75755.5370804	4912
PI576337_PI576337	1%	miss50	-66862.4162184001	6362
PI576339_PI576339	1%	miss50	-76411.9946065	4949
PI576340_PI576340	1%	miss50	-75640.1066562	4888
PI576345_PI576345	1%	miss50	-62546.7358266	4022
PI576347_PI576347	1%	miss50	-71827.5248281	5914
PI576348_PI576348	1%	miss50	-44963.7334765	3464
PI576349_PI576349	1%	miss50	-52397.1819703	3528
PI576350_PI576350	1%	miss50	-62641.0720234	6081
PI576352_PI576352	1%	miss50	-75748.8322685	4917
PI576359_PI576359	1%	miss50	-81659.8696818	5341
PI576364_PI576364	1%	miss50	-78842.1074032	5126
PI576366_PI576366	1%	miss50	-69514.982623	4617
PI576373_PI576373	1%	miss50	-66001.8322479	4277
PI576375_PI576375	1%	miss50	-86179.0463521	5678
PI576376_PI576376	1%	miss50	-85597.5168246	7359
PI576380_PI576380	1%	miss50	-76217.9293031	4953
PI576381_PI576381	1%	miss50	-91630.7723388	6064
PI576385_PI576385	1%	miss50	-80896.2636798	5263
PI576386_PI576386	1%	miss50	-66566.4622301	4323
PI576387_PI576387	1%	miss50	-67070.362079	4343
PI576390_PI576390	1%	miss50	-93456.6237758	6114
PI576391_PI576391	1%	miss50	-92908.9708054	6169
PI576393_PI576393	1%	miss50	-63589.3184152	4580
PI576394_PI576394	1%	miss50	-91717.0435415	5971
PI576396_PI576396	1%	miss50	-67121.7508249	4358
PI576399_PI576399	1%	miss50	-70582.2814388	4692
PI576401_PI576401	1%	miss50	-98435.2731192	6472
PI576418_PI576418	1%	miss50	-68490.4486033001	4511
PI576422_PI576422	1%	miss50	-75184.8527536	4842
PI576425_PI576425	1%	miss50	-84794.4674413001	8016
PI576426_PI576426	1%	miss50	-68754.7221227	4559
PI576428_PI576428	1%	miss50	-87990.6369388	5724
PI576434_PI576434	1%	miss50	-70851.6459198	4720
PI576435_PI576435	1%	miss50	-90460.0073305	5901
PI576437_PI576437	1%	miss50	-78145.0696884	5130
PI585291_PI585291	1%	miss50	-100697.149335	9697
PI585295_PI585295	1%	miss50	-70733.4658024	4586
PI595699_PI595699	1%	miss50	-74412.646535	4835
PI595702_PI595702	1%	miss50	-75292.5102529	4860
PI595714_PI595714	1%	miss50	-86248.3666593	5646
PI595718_PI595718	1%	miss50	-75249.0045084	4963
PI595720_PI595720	1%	miss50	-82538.2230887	5452
PI595739_PI595739	1%	miss50	-64896.2911258	4205
PI595740_PI595740	1%	miss50	-83428.0460599	7371
PI595741_PI595741	1%	miss50	-89236.1860173	5830
PI595743_PI595743	1%	miss50	-87350.4852869	7182
PI595744_PI595744	1%	miss50	-60796.9406234	3934
PI595745_PI595745	1%	miss50	-60347.6171474	3929
PI597945_PI597945	1%	miss50	-88242.1509454	5868
PI597946_PI597946	1%	miss50	-80532.0532184	5350
PI597949_PI597949	1%	miss50	-76664.3812138	5016
PI597950_PI597950	1%	miss50	-59012.9099281	3934
PI597951_PI597951	1%	miss50	-90447.6975957	5930
PI597952_PI597952	1%	miss50	-87773.6132535	10104
PI597957_PI597957	1%	miss50	-78281.0319421	7262
PI597958_PI597958	1%	miss50	-82888.8977002	5402
PI597960_PI597960	1%	miss50	-56046.238763	3672
PI597961_PI597961	1%	miss50	-66261.2097179	4325
PI597964_PI597964	1%	miss50	-72637.6606314	4751
PI597965_PI597965	1%	miss50	-72544.7857438	4737
PI597966_PI597966	1%	miss50	-79827.1971033	5174
PI597967_PI597967	1%	miss50	-72377.4564132	4712
PI597968_PI597968	1%	miss50	-82034.6070394	5410
PI597971_PI597971	1%	miss50	-66160.4373655	4320
PI597972_PI597972	1%	miss50	-66951.188443	4467
PI597973_PI597973	1%	miss50	-65227.7785168	4292
PI597976_PI597976	1%	miss50	-67392.0683203	4407
PI597980_PI597980	1%	miss50	-63964.2667126	4149
PI597982_PI597982	1%	miss50	-63758.203494	4267
PI598069_PI598069	1%	miss50	-85979.0016724	5679
PI598070_PI598070	1%	miss50	-84014.2545978	5843
PI601816_PI601816	1%	miss50	-69968.9787485	4493
PI607931_PI607931	1%	miss50	-66705.9881261	4330
PI609456_PI609456	1%	miss50	-22971.2043455	1571
PI613536_PI613536	1%	miss50	-68522.0559682	4482
PI629034_PI629034	1%	miss50	-70585.1951751	4602
PI629040_PI629040	1%	miss50	-111540.7802647	7388
PI629059_PI629059	1%	miss50	-68237.349352	4398
PI641824_PI641824	1%	miss50	-88951.2287662	6745
PI641836_PI641836	1%	miss50	-75005.4694576	4838
PI641849_PI641849	1%	miss50	-101381.7106701	6710
PI641874_PI641874	1%	miss50	-125222.5401183	8252
PI642791_PI642791	1%	miss50	-85308.6936088	5541
PI642793_PI642793	1%	miss50	-78571.0616512	5086
PI642992_PI642992	1%	miss50	-87267.311369	5731
PI642998_PI642998	1%	miss50	-70133.480268	4666
PI651492_PI651492	1%	miss50	-89189.419541	5840
PI651496_PI651496	1%	miss50	-68686.165581	4468
PI653616_PI653616	1%	miss50	-76193.414063	5159
PI653617_PI653617	1%	miss50	-68354.8323928	4460
PI655970_PI655970	1%	miss50	-77700.8078454	4979
PI655971_PI655971	1%	miss50	-114585.5023413	7566
PI655972_PI655972	1%	miss50	-76889.0986144	4967
PI655973_PI655973	1%	miss50	-85391.0740526	5600
PI655974_PI655974	1%	miss50	-76140.055401	5083
PI655975_PI655975	1%	miss50	-90259.0933668	5837
PI655976_PI655976	1%	miss50	-76646.4252797	4964
PI655977_PI655977	1%	miss50	-80789.0554107	5242
PI655978_PI655978	1%	miss50	-103694.5242919	6793
PI655979_PI655979	1%	miss50	-87659.4811902	5744
PI655980_PI655980	1%	miss50	-69758.2702901	4591
PI655981_PI655981	1%	miss50	-84614.3307818	5503
PI655982_PI655982	1%	miss50	-66858.8051802	4293
PI655983_PI655983	1%	miss50	-75229.6120323	4842
PI655984_PI655984	1%	miss50	-105120.0520932	6989
PI655985_PI655985	1%	miss50	-89980.5992175	5826
PI655986_PI655986	1%	miss50	-89754.0457544	5769
PI655987_PI655987	1%	miss50	-75467.34445	4845
PI655988_PI655988	1%	miss50	-78442.3273778	5125
PI655989_PI655989	1%	miss50	-74145.1037245	4883
PI655990_PI655990	1%	miss50	-114784.9656295	7521
PI655991_PI655991	1%	miss50	-84609.1298122	7460
PI655992_PI655992	1%	miss50	-75661.1255387	6410
PI655993_PI655993	1%	miss50	-87958.4310042	5929
PI655994_PI655994	1%	miss50	-83647.4235734	5905
PI655995_PI655995	1%	miss50	-74687.3149763	4943
PI655996_PI655996	1%	miss50	-101464.3439106	6751
PI655997_PI655997	1%	miss50	-109873.5548082	7195
PI655998_PI655998	1%	miss50	-80124.8013227	5244
PI655999_PI655999	1%	miss50	-63866.4092524	4375
PI656000_PI656000	1%	miss50	-64388.1530101	4108
PI656001_PI656001	1%	miss50	-66207.3031792	4268
PI656002_PI656002	1%	miss50	-74872.7800015	4834
PI656003_PI656003	1%	miss50	-88029.2031046	5725
PI656004_PI656004	1%	miss50	-106928.8665747	7066
