group	canonical_line	Abs_genetic_load	n_alias_rows	alias_samples
improved	ZEAXPPRDLDIAAPEI-2	257110.674096	1	[1065]ZEAxppRDLDIAAPEI-2:GT
improved	ZEAXPPRDQDIAAPEI-3	319192.952969	1	[1066]ZEAxppRDQDIAAPEI-3:GT
improved	ZEAXUJRADDIBAPE	250222.977836	1	[1067]ZEAxujRADDIBAPE:GT
improved	ZEAXUJRAGDIBAPE	322981.765142	1	[1068]ZEAxujRAGDIBAPE:GT
improved	ZEAXUJRAHDIBAPE	323001.391639	1	[1069]ZEAxujRAHDIBAPE:GT
improved	ZEAXUJRAJDIBAPE	324752.040072	1	[1070]ZEAxujRAJDIBAPE:GT
improved	ZEAXUJRAKDIBAPE	348423.131219	1	[1071]ZEAxujRAKDIBAPE:GT
improved	ZEAXUJRALDIBAPE	180774.91603	1	[1072]ZEAxujRALDIBAPE:GT
improved	ZEAXUJRAMDIBAPE	268099.703449	1	[1073]ZEAxujRAMDIBAPE:GT
improved	ZEAXUJRANDIBAPE	295540.224022	1	[1074]ZEAxujRANDIBAPE:GT
improved	ZEAXUJRAODIBAPE	239131.776202	1	[1075]ZEAxujRAODIBAPE:GT
improved	ZEAXUJRAPDIAAPE	305131.860787	1	[1076]ZEAxujRAPDIAAPE:GT
improved	ZEAXUJRAQDIAAPE	314855.991541	1	[1077]ZEAxujRAQDIAAPE:GT
improved	ZEAXUJRARDIAAPE	320863.404077	1	[1078]ZEAxujRARDIAAPE:GT
improved	ZEAXUJRASDIAAPE	320918.712108	1	[1079]ZEAxujRASDIAAPE:GT
improved	ZEAXUJRATDIAAPE	314735.597301	1	[1080]ZEAxujRATDIAAPE:GT
improved	ZEAXUJRAUDIAAPE	326204.587097	1	[1081]ZEAxujRAUDIAAPE:GT
improved	ZEAXUJRAVDIAAPE	329907.336532	1	[1082]ZEAxujRAVDIAAPE:GT
improved	ZEAXUJRAWDIAAPE	251937.529084	1	[1083]ZEAxujRAWDIAAPE:GT
improved	ZEAXUJRAXDIAAPE	311395.064022	1	[1084]ZEAxujRAXDIAAPE:GT
improved	ZEAXUJRAYDIAAPE	296649.202431	1	[1085]ZEAxujRAYDIAAPE:GT
improved	ZEAXUJRAZDIAAPE	297859.60293	1	[1086]ZEAxujRAZDIAAPE:GT
improved	ZEAXUJRBADIAAPE	261229.732005	1	[1087]ZEAxujRBADIAAPE:GT
improved	ZEAXUJRBBDIAAPE	317452.919698	1	[1088]ZEAxujRBBDIAAPE:GT
improved	ZEAXUJRBCDIBAPE	313655.296006	1	[1089]ZEAxujRBCDIBAPE:GT
improved	ZEAXUJRBDDIBAPE	317994.534707	1	[1090]ZEAxujRBDDIBAPE:GT
improved	ZEAXUJRBFDIBAPE	311936.357895	1	[1091]ZEAxujRBFDIBAPE:GT
improved	ZHANGJIN6	299976.211431	1	[1092]zhangjin6:GT
improved	ZHANGXI28	296876.136439	1	[1093]zhangxi28:GT
improved	ZHEN367	314341.593476	1	[1094]zhen367:GT
improved	ZHENG22	297357.255817	1	[1095]zheng22:GT
improved	ZHENG32	108703.591378	1	[1096]zheng32:GT
improved	ZHENG653	304299.940575	1	[1097]zheng653:GT
improved	ZHENGBAI11	286550.053971	1	[1098]zhengbai11:GT
improved	ZHONG128	308589.48263	1	[1099]zhong128:GT
improved	ZHONG451	333493.25979	1	[1100]zhong451:GT
improved	ZHONGER02	254625.421264	1	[1101]zhonger02:GT
improved	ZHONGHUANG64	311911.813239	1	[1102]zhonghuang64:GT
improved	ZHONGXI042	287116.563929	1	[1103]zhongxi042:GT
improved	ZHONGYIN10	257618.914093	1	[1104]zhongyin10:GT
improved	ZHONGYIN15	299394.379143	1	[1105]zhongyin15:GT
improved	ZI330	144610.321691	1	[1106]zi330:GT
improved	ZIDUOSUI	305038.556905	1	[1107]ziduosui:GT
improved	ZIYU3	313026.744553	1	[1108]ziyu3:GT
improved	ZONG3	294992.439474	1	[1109]zong3:GT
improved	ZONG31	308879.461768	1	[1110]zong31:GT
improved	ZONG548-1521	295418.214501	1	[1111]zong548-1521:GT
improved	ZPON7	280465.857737	1	[1112]ZPON7:GT
improved	ZS01250	293136.617465	1	[1113]ZS01250:GT
improved	ZUN90110	322057.652407	1	[1114]zun90110:GT
landrace	ZEAXPPRCWDIAAPEI-3	325873.075705	1	[5]ZEAxppRCWDIAAPEI-3:GT
landrace	ZEAXPPRCXDIAAPEI-4	323288.768214	1	[6]ZEAxppRCXDIAAPEI-4:GT
landrace	BKN009	313837.357015	1	[7]BKN009:GT
landrace	BKN010	311947.307426	1	[8]BKN010:GT
landrace	BKN011	308869.443294	1	[9]BKN011:GT
landrace	BKN014	315520.379314	1	[10]BKN014:GT
landrace	BKN015	303794.376888	1	[11]BKN015:GT
landrace	BKN016	320942.326409	1	[12]BKN016:GT
landrace	BKN017	303314.170259	1	[13]BKN017:GT
landrace	BKN018	304314.586401	1	[14]BKN018:GT
landrace	BKN019	307154.36468	1	[15]BKN019:GT
landrace	BKN020	307203.75785	1	[16]BKN020:GT
landrace	BKN022	302777.12568	1	[17]BKN022:GT
landrace	BKN023	312683.526681	1	[18]BKN023:GT
landrace	BKN025	303731.86616	1	[19]BKN025:GT
landrace	BKN026	305428.061571	1	[20]BKN026:GT
landrace	BKN027	316494.55558	1	[21]BKN027:GT
landrace	BKN029	300405.801888	1	[22]BKN029:GT
landrace	BKN030	303672.894732	1	[23]BKN030:GT
landrace	BKN031	302697.75617	1	[24]BKN031:GT
landrace	BKN032	308409.290505	1	[25]BKN032:GT
landrace	BKN033	307303.011125	1	[26]BKN033:GT
landrace	BKN034	305042.129499	1	[27]BKN034:GT
landrace	BKN035	296691.950057	1	[28]BKN035:GT
landrace	BKN040	306724.46651	1	[29]BKN040:GT
landrace	RIMMA0438.1	305109.744196	1	[30]RIMMA0438.1:GT
wild	TEOSINTE	257781.066417	1	[5]german_Teosinte:GT
wild	TIL01	263088.109551	1	[6]TIL01:GT
wild	TIL01-JD	266096.931096	1	[7]TIL01-JD:GT
wild	TIL02	248872.147354	1	[8]TIL02:GT
wild	TIL03	267934.237346	1	[9]TIL03:GT
wild	TIL04-TIP285	251732.491406	1	[10]TIL04-TIP285:GT
wild	TIL04-TIP454	261440.968484	1	[11]TIL04-TIP454:GT
wild	TIL05	273056.76569	1	[12]TIL05:GT
wild	TIL06-TIP260	250674.228933	1	[13]TIL06-TIP260:GT
wild	TIL06-TIP496	248922.383981	1	[14]TIL06-TIP496:GT
wild	TIL07	268434.719116	1	[15]TIL07:GT
wild	TIL09	270860.776393	1	[16]TIL09:GT
wild	TIL10	261965.134728	1	[17]TIL10:GT
wild	TIL11	270722.364443	1	[18]TIL11:GT
wild	TIL12	243158.7404	1	[19]TIL12:GT
wild	TIL14-TIP498	266190.077265	1	[20]TIL14-TIP498:GT
wild	TIL15	251204.188421	1	[21]TIL15:GT
wild	TIL16	250947.163198	1	[22]TIL16:GT
wild	TIL17	264456.593597	1	[23]TIL17:GT
wild	TIL25-TIP489	248617.590993	1	[24]TIL25-TIP489:GT
