sample	group	Genetic_load_sum	N_del_sum	n_chr_rows	Abs_genetic_load
[868]PHP60:GT	improved	-296036.150352	75857	10	296036.150352
[869]PHP76:GT	improved	-295764.064653	75650	10	295764.064653
[870]PHP85:GT	improved	-192277.422986	49235	10	192277.422986
[871]PHPR5:GT	improved	-228076.603176	58287	10	228076.603176
[872]PHR25:GT	improved	-298862.96894	76475	10	298862.96894
[873]PHR30:GT	improved	-291607.179076	74690	10	291607.179076
[874]PHR32:GT	improved	-301787.834107	77293	10	301787.834107
[875]PHR36:GT	improved	-290414.505749	74413	10	290414.505749
[876]PHR47:GT	improved	-286210.407654	73363	10	286210.407654
[877]PHR55:GT	improved	-280214.736341	71721	10	280214.736341
[878]PHR58:GT	improved	-315753.793136	80610	10	315753.793136
[879]PHR62:GT	improved	-297543.384089	76158	10	297543.384089
[880]PHR63:GT	improved	-304024.259513	77717	10	304024.259513
[881]PHT10:GT	improved	-141968.369898	36260	10	141968.369898
[882]PHT22:GT	improved	-303388.281734	77577	10	303388.281734
[883]PHT55:GT	improved	-263830.085892	67411	10	263830.085892
[884]PHT60:GT	improved	-301368.107064	76997	10	301368.107064
[885]PHT69:GT	improved	-276131.548776	70510	10	276131.548776
[886]PHT77:GT	improved	-273381.635792	70057	10	273381.635792
[887]PHV37:GT	improved	-269623.123674	68995	10	269623.123674
[888]PHV53:GT	improved	-312521.217939	79825	10	312521.217939
[889]PHV78:GT	improved	-307564.082721	78566	10	307564.082721
[890]PHW03:GT	improved	-293701.663111	75252	10	293701.663111
[891]PHW17:GT	improved	-122442.746795	31451	10	122442.746795
[892]PHW20:GT	improved	-296686.700496	75923	10	296686.700496
[893]PHW30:GT	improved	-298358.740728	76277	10	298358.740728
[894]PHW43:GT	improved	-303126.582485	77245	10	303126.582485
[895]PHW51:GT	improved	-248578.611965	63485	10	248578.611965
[896]PHW52:GT	improved	-187289.292167	47895	10	187289.292167
[897]PHW79:GT	improved	-296274.153564	75697	10	296274.153564
[898]PHWG5:GT	improved	-308469.388961	78793	10	308469.388961
[899]PHZ51:GT	improved	-306350.83832	78430	10	306350.83832
[900]PN2:GT	improved	-305130.091653	77963	10	305130.091653
[901]PN2-8:GT	improved	-263009.624694	67395	10	263009.624694
[902]Q1261:GT	improved	-304690.103774	77806	10	304690.103774
[903]Q381:GT	improved	-298715.572738	76334	10	298715.572738
[904]qi205:GT	improved	-306555.014423	78647	10	306555.014423
[905]qi318:GT	improved	-310905.901789	79481	10	310905.901789
[906]qi319:GT	improved	-326473.962152	83381	10	326473.962152
[907]qi35:GT	improved	-303381.118024	77721	10	303381.118024
[908]qi410:GT	improved	-247321.931863	63840	10	247321.931863
[909]qiong51:GT	improved	-288348.140699	73786	10	288348.140699
[910]R017:GT	improved	-315571.079604	80653	10	315571.079604
[911]R08:GT	improved	-313661.618036	80169	10	313661.618036
[912]R136:GT	improved	-317615.04285	81109	10	317615.04285
[913]R150:GT	improved	-322506.23659	82447	10	322506.23659
[914]R1656:GT	improved	-334405.349616	85531	10	334405.349616
[915]R25:GT	improved	-317388.05082	81022	10	317388.05082
[916]R31:GT	improved	-301720.295314	77094	10	301720.295314
[917]R98:GT	improved	-315474.224224	80561	10	315474.224224
[918]RIMMA0438.1:GT	improved	-305109.744196	78642	10	305109.744196
[919]RS710:GT	improved	-282271.417922	72310	10	282271.417922
[920]S001:GT	improved	-321665.94176	82170	10	321665.94176
[921]S22:GT	improved	-252985.505471	64631	10	252985.505471
[922]S311:GT	improved	-313249.472009	80220	10	313249.472009
[923]S37:GT	improved	-320064.289118	81977	10	320064.289118
[924]S53:GT	improved	-237999.517507	60925	10	237999.517507
[925]S7913:GT	improved	-311935.070894	79958	10	311935.070894
[926]S8324:GT	improved	-106673.013817	27214	10	106673.013817
[927]S8326:GT	improved	-316251.027848	80684	10	316251.027848
[928]SC11-1:GT	improved	-306795.576646	78409	10	306795.576646
[929]SC-14:GT	improved	-280820.417877	71758	10	280820.417877
[930]SC14:GT	improved	-271065.876396	69222	10	271065.876396
[931]SC24-1:GT	improved	-281169.181177	71664	10	281169.181177
[932]SC30-1:GT	improved	-316463.791586	80792	10	316463.791586
[933]SC-9:GT	improved	-281045.489921	72038	10	281045.489921
[934]SC9:GT	improved	-281572.869156	72174	10	281572.869156
[935]Seagu1117:GT	improved	-316299.17786	80631	10	316299.17786
[936]Sg1533:GT	improved	-302996.264631	77456	10	302996.264631
[937]SG17:GT	improved	-318491.537958	81204	10	318491.537958
[938]shan89:GT	improved	-322327.110484	82410	10	322327.110484
[939]shangyin110-1:GT	improved	-296323.268984	76229	10	296323.268984
[940]shen135:GT	improved	-321720.984826	82241	10	321720.984826
[941]shen137:GT	improved	-331098.612004	84568	10	331098.612004
[942]shen142:GT	improved	-241277.24503	61676	10	241277.24503
[943]shen5005:GT	improved	-312678.128398	79950	10	312678.128398
[944]shen977:GT	improved	-332714.605463	84919	10	332714.605463
[945]shuang741:GT	improved	-329279.752931	84351	10	329279.752931
[946]shuangM9B-1:GT	improved	-295495.833677	75660	10	295495.833677
[947]shuangtaiwu:GT	improved	-315351.542308	80828	10	315351.542308
[948]siyi:GT	improved	-256445.396098	65516	10	256445.396098
[949]song1145:GT	improved	-310451.84003	79409	10	310451.84003
[950]SS99:GT	improved	-297151.754494	75953	10	297151.754494
[951]su75:GT	improved	-278330.974764	71114	10	278330.974764
[952]suwan1611:GT	improved	-310007.103375	79627	10	310007.103375
[953]SW153:GT	improved	-292714.2249	75146	10	292714.2249
[954]SX-4-21:GT	improved	-288706.364931	73868	10	288706.364931
[955]SX-6-7:GT	improved	-285534.463746	73169	10	285534.463746
[956]SZ3:GT	improved	-325237.725078	83091	10	325237.725078
[957]T24:GT	improved	-289819.615501	73988	10	289819.615501
[958]tai184:GT	improved	-300189.598252	76898	10	300189.598252
[959]tangsipingtou:GT	improved	-288078.524223	73692	10	288078.524223
[960]tian77:GT	improved	-314395.992094	80445	10	314395.992094
[961]tie7922:GT	improved	-193784.349349	49316	10	193784.349349
[962]Timpunia-1:GT	improved	-290846.779359	74578	10	290846.779359
[963]Tx303:GT	improved	-297042.853361	76267	10	297042.853361
[964]Tx601:GT	improved	-307853.912454	79127	10	307853.912454
[965]Tzi8:GT	improved	-305904.811612	78541	10	305904.811612
[966]Va26:GT	improved	-302161.757247	77221	10	302161.757247
[967]Va35:GT	improved	-310769.915986	79486	10	310769.915986
[968]VG85-5:GT	improved	-296211.058412	75837	10	296211.058412
[969]VL0512447:GT	improved	-306869.925872	78657	10	306869.925872
[970]VL05128:GT	improved	-307817.453413	79018	10	307817.453413
[971]VL054178:GT	improved	-307671.376487	79011	10	307671.376487
[972]VL05610:GT	improved	-313337.140075	80410	10	313337.140075
[973]VL056883:GT	improved	-307780.342617	79019	10	307780.342617
[974]VL062784:GT	improved	-318132.52766	81751	10	318132.52766
[975]W117:GT	improved	-85669.402118	22097	10	85669.402118
[976]W153R:GT	improved	-331819.136585	84874	10	331819.136585
[977]W172:GT	improved	-160423.849974	41201	10	160423.849974
[978]W182bn:GT	improved	-297816.282189	76189	10	297816.282189
[979]W22:GT	improved	-295464.125345	75504	10	295464.125345
[980]W222:GT	improved	-288773.211463	73666	10	288773.211463
[981]W23:GT	improved	-296204.494745	76031	10	296204.494745
[982]W238:GT	improved	-292809.883687	74663	10	292809.883687
[983]W2H03:GT	improved	-300382.651591	77087	10	300382.651591
[984]W344:GT	improved	-287273.652224	73231	10	287273.652224
[985]W499:GT	improved	-101272.543404	25910	10	101272.543404
[986]W64A:GT	improved	-290685.020025	74342	10	290685.020025
[987]W668:GT	improved	-253975.298004	65096	10	253975.298004
[988]W8304:GT	improved	-73281.909894	18720	10	73281.909894
[989]W8555:GT	improved	-83322.128625	21282	10	83322.128625
[990]W966:GT	improved	-294054.470147	74943	10	294054.470147
[991]W967:GT	improved	-305432.248541	77961	10	305432.248541
[992]W968:GT	improved	-322614.620631	82492	10	322614.620631
[993]W969:GT	improved	-310987.689516	79537	10	310987.689516
[994]W9706:GT	improved	-310895.368149	79445	10	310895.368149
[995]wei3322:GT	improved	-301906.355882	77396	10	301906.355882
[996]wenhuang31413:GT	improved	-317328.982919	81217	10	317328.982919
[997]WIL500:GT	improved	-271637.246445	69710	10	271637.246445
[998]WIL900:GT	improved	-310355.073919	79289	10	310355.073919
[999]WIL901:GT	improved	-253597.881952	65110	10	253597.881952
[1000]WIL903:GT	improved	-260134.323873	66699	10	260134.323873
[1001]WN11H:GT	improved	-314557.246319	80582	10	314557.246319
[1002]wu109:GT	improved	-311617.194301	79794	10	311617.194301
[1003]wu125:GT	improved	-295592.388541	75667	10	295592.388541
[1004]wu126:GT	improved	-337327.214226	86066	10	337327.214226
[1005]wu312:GT	improved	-302673.178004	77293	10	302673.178004
[1006]X314:GT	improved	-251955.077083	64479	10	251955.077083
[1007]XF117:GT	improved	-272327.017513	69805	10	272327.017513
[1008]XF134:GT	improved	-317172.511558	81168	10	317172.511558
[1009]XF197:GT	improved	-322481.333949	82451	10	322481.333949
[1010]XF223:GT	improved	-312679.813338	80041	10	312679.813338
[1011]XF27:GT	improved	-306212.136607	78284	10	306212.136607
[1012]XF77:GT	improved	-295390.897433	75538	10	295390.897433
[1013]xi502:GT	improved	-337527.917632	86382	10	337527.917632
[1014]xiangai3:GT	improved	-294810.204656	75544	10	294810.204656
[1015]xing230:GT	improved	-279571.043771	71477	10	279571.043771
[1016]xingK36:GT	improved	-300088.336325	76723	10	300088.336325
[1017]xinlun5-9:GT	improved	-314231.18301	80241	10	314231.18301
[1018]XOP2:GT	improved	-249583.381833	63845	10	249583.381833
[1019]xuan6:GT	improved	-301566.397084	77212	10	301566.397084
[1020]xun92-6:GT	improved	-335898.184874	85882	10	335898.184874
[1021]xun92-8:GT	improved	-336840.192696	86125	10	336840.192696
[1022]xun971:GT	improved	-296784.520571	75828	10	296784.520571
[1023]XZ19:GT	improved	-316138.665927	80944	10	316138.665927
[1024]Y223:GT	improved	-327293.110082	83617	10	327293.110082
[1025]y9961:GT	improved	-308933.588713	79068	10	308933.588713
[1026]yan103:GT	improved	-313648.213045	80553	10	313648.213045
[1027]yan156:GT	improved	-311200.901897	79738	10	311200.901897
[1028]yan172:GT	improved	-304648.255437	77979	10	304648.255437
[1029]yan38:GT	improved	-302657.027994	77531	10	302657.027994
[1030]yan812:GT	improved	-152258.486532	38588	10	152258.486532
[1031]Yd6:GT	improved	-219166.090169	55661	10	219166.090169
[1032]ye107:GT	improved	-283966.100335	72514	10	283966.100335
[1033]ye488:GT	improved	-258206.30088	65874	10	258206.30088
[1034]ye515:GT	improved	-304504.368874	77970	10	304504.368874
[1035]ye52106:GT	improved	-298193.316928	76113	10	298193.316928
[1036]ye5237:GT	improved	-334369.58376	85593	10	334369.58376
[1037]ye8001:GT	improved	-254283.929204	64910	10	254283.929204
[1038]ye8112:GT	improved	-152740.376359	38811	10	152740.376359
[1039]ye832:GT	improved	-144734.375194	36829	10	144734.375194
[1040]yi12:GT	improved	-267962.314905	68576	10	267962.314905
[1041]yi36:GT	improved	-284918.517957	72885	10	284918.517957
[1042]yi49:GT	improved	-290133.841886	74241	10	290133.841886
[1043]yi67:GT	improved	-294769.91243	75450	10	294769.91243
[1044]ys06:GT	improved	-236291.268384	60208	10	236291.268384
[1045]yu374:GT	improved	-258193.575595	65885	10	258193.575595
[1046]yu537A:GT	improved	-298080.854045	76244	10	298080.854045
[1047]yu82:GT	improved	-276513.973516	70743	10	276513.973516
[1048]yu87-1:GT	improved	-310361.137112	79289	10	310361.137112
[1049]yuanwu02:GT	improved	-296286.307748	75716	10	296286.307748
[1050]yuanwu05:GT	improved	-320882.22459	82234	10	320882.22459
[1051]yue39-4:GT	improved	-312031.996235	79830	10	312031.996235
[1052]yue89A12-1:GT	improved	-311564.400209	79937	10	311564.400209
[1053]yue89E4-2:GT	improved	-329553.651729	84306	10	329553.651729
[1054]yun147:GT	improved	-302928.570488	77781	10	302928.570488
[1055]Z31B:GT	improved	-318162.287141	81346	10	318162.287141
[1056]zaC546:GT	improved	-304570.382575	77629	10	304570.382575
[1057]ZEAxppRCUDIAAPEI-1:GT	improved	-322311.292267	82884	10	322311.292267
[1058]ZEAxppRCVDIAAPEI-2:GT	improved	-321141.001238	82456	10	321141.001238
[1059]ZEAxppRCYDIAAPEI-5:GT	improved	-274242.179264	70168	10	274242.179264
[1060]ZEAxppRDCDIAAPEI-2:GT	improved	-313950.355821	80245	10	313950.355821
[1061]ZEAxppRDCDIAAPEI-7:GT	improved	-313076.179332	80032	10	313076.179332
[1062]ZEAxppRDGDIAAPEI-11:GT	improved	-316054.024876	81058	10	316054.024876
[1063]ZEAxppRDHDIAAPEI-12:GT	improved	-324234.441026	82794	10	324234.441026
[1064]ZEAxppRDIDIAAPEI-1:GT	improved	-332312.967902	85276	10	332312.967902
[1065]ZEAxppRDLDIAAPEI-2:GT	improved	-257110.674096	66747	10	257110.674096
[1066]ZEAxppRDQDIAAPEI-3:GT	improved	-319192.952969	81602	10	319192.952969
[1067]ZEAxujRADDIBAPE:GT	improved	-250222.977836	63912	10	250222.977836
[1068]ZEAxujRAGDIBAPE:GT	improved	-322981.765142	82618	10	322981.765142
[1069]ZEAxujRAHDIBAPE:GT	improved	-323001.391639	82389	10	323001.391639
[1070]ZEAxujRAJDIBAPE:GT	improved	-324752.040072	82945	10	324752.040072
[1071]ZEAxujRAKDIBAPE:GT	improved	-348423.131219	88976	10	348423.131219
[1072]ZEAxujRALDIBAPE:GT	improved	-180774.91603	46079	10	180774.91603
[1073]ZEAxujRAMDIBAPE:GT	improved	-268099.703449	68517	10	268099.703449
[1074]ZEAxujRANDIBAPE:GT	improved	-295540.224022	75669	10	295540.224022
[1075]ZEAxujRAODIBAPE:GT	improved	-239131.776202	61215	10	239131.776202
[1076]ZEAxujRAPDIAAPE:GT	improved	-305131.860787	77992	10	305131.860787
[1077]ZEAxujRAQDIAAPE:GT	improved	-314855.991541	80472	10	314855.991541
[1078]ZEAxujRARDIAAPE:GT	improved	-320863.404077	82220	10	320863.404077
[1079]ZEAxujRASDIAAPE:GT	improved	-320918.712108	82145	10	320918.712108
[1080]ZEAxujRATDIAAPE:GT	improved	-314735.597301	80517	10	314735.597301
[1081]ZEAxujRAUDIAAPE:GT	improved	-326204.587097	83228	10	326204.587097
[1082]ZEAxujRAVDIAAPE:GT	improved	-329907.336532	84216	10	329907.336532
[1083]ZEAxujRAWDIAAPE:GT	improved	-251937.529084	64373	10	251937.529084
[1084]ZEAxujRAXDIAAPE:GT	improved	-311395.064022	80033	10	311395.064022
[1085]ZEAxujRAYDIAAPE:GT	improved	-296649.202431	76002	10	296649.202431
[1086]ZEAxujRAZDIAAPE:GT	improved	-297859.60293	76184	10	297859.60293
[1087]ZEAxujRBADIAAPE:GT	improved	-261229.732005	66703	10	261229.732005
[1088]ZEAxujRBBDIAAPE:GT	improved	-317452.919698	81110	10	317452.919698
[1089]ZEAxujRBCDIBAPE:GT	improved	-313655.296006	80298	10	313655.296006
[1090]ZEAxujRBDDIBAPE:GT	improved	-317994.534707	81283	10	317994.534707
[1091]ZEAxujRBFDIBAPE:GT	improved	-311936.357895	80141	10	311936.357895
[1092]zhangjin6:GT	improved	-299976.211431	76922	10	299976.211431
[1093]zhangxi28:GT	improved	-296876.136439	76002	10	296876.136439
[1094]zhen367:GT	improved	-314341.593476	80695	10	314341.593476
[1095]zheng22:GT	improved	-297357.255817	76270	10	297357.255817
[1096]zheng32:GT	improved	-108703.591378	27703	10	108703.591378
[1097]zheng653:GT	improved	-304299.940575	77970	10	304299.940575
[1098]zhengbai11:GT	improved	-286550.053971	73256	10	286550.053971
[1099]zhong128:GT	improved	-308589.48263	79194	10	308589.48263
[1100]zhong451:GT	improved	-333493.25979	85338	10	333493.25979
[1101]zhonger02:GT	improved	-254625.421264	65006	10	254625.421264
[1102]zhonghuang64:GT	improved	-311911.813239	79867	10	311911.813239
[1103]zhongxi042:GT	improved	-287116.563929	73458	10	287116.563929
[1104]zhongyin10:GT	improved	-257618.914093	65941	10	257618.914093
[1105]zhongyin15:GT	improved	-299394.379143	76657	10	299394.379143
[1106]zi330:GT	improved	-144610.321691	36796	10	144610.321691
[1107]ziduosui:GT	improved	-305038.556905	78284	10	305038.556905
[1108]ziyu3:GT	improved	-313026.744553	80043	10	313026.744553
[1109]zong3:GT	improved	-294992.439474	75287	10	294992.439474
[1110]zong31:GT	improved	-308879.461768	79070	10	308879.461768
[1111]zong548-1521:GT	improved	-295418.214501	75758	10	295418.214501
[1112]ZPON7:GT	improved	-280465.857737	71950	10	280465.857737
[1113]ZS01250:GT	improved	-293136.617465	75203	10	293136.617465
[1114]zun90110:GT	improved	-322057.652407	82219	10	322057.652407
[5]ZEAxppRCWDIAAPEI-3:GT	landrace	-325873.075705	83582	10	325873.075705
[6]ZEAxppRCXDIAAPEI-4:GT	landrace	-323288.768214	82965	10	323288.768214
[7]BKN009:GT	landrace	-313837.357015	80732	10	313837.357015
[8]BKN010:GT	landrace	-311947.307426	80075	10	311947.307426
[9]BKN011:GT	landrace	-308869.443294	79472	10	308869.443294
[10]BKN014:GT	landrace	-315520.379314	81100	10	315520.379314
[11]BKN015:GT	landrace	-303794.376888	78129	10	303794.376888
[12]BKN016:GT	landrace	-320942.326409	82307	10	320942.326409
[13]BKN017:GT	landrace	-303314.170259	78402	10	303314.170259
[14]BKN018:GT	landrace	-304314.586401	77952	10	304314.586401
[15]BKN019:GT	landrace	-307154.36468	78901	10	307154.36468
[16]BKN020:GT	landrace	-307203.75785	78886	10	307203.75785
[17]BKN022:GT	landrace	-302777.12568	78125	10	302777.12568
[18]BKN023:GT	landrace	-312683.526681	80439	10	312683.526681
[19]BKN025:GT	landrace	-303731.86616	78169	10	303731.86616
[20]BKN026:GT	landrace	-305428.061571	78516	10	305428.061571
[21]BKN027:GT	landrace	-316494.55558	81197	10	316494.55558
[22]BKN029:GT	landrace	-300405.801888	77428	10	300405.801888
[23]BKN030:GT	landrace	-303672.894732	78212	10	303672.894732
[24]BKN031:GT	landrace	-302697.75617	77808	10	302697.75617
[25]BKN032:GT	landrace	-308409.290505	79195	10	308409.290505
[26]BKN033:GT	landrace	-307303.011125	79107	10	307303.011125
[27]BKN034:GT	landrace	-305042.129499	78499	10	305042.129499
[28]BKN035:GT	landrace	-296691.950057	76484	10	296691.950057
[29]BKN040:GT	landrace	-306724.46651	78622	10	306724.46651
[30]RIMMA0438.1:GT	landrace	-305109.744196	78642	10	305109.744196
[5]german_Teosinte:GT	wild	-257781.066417	66891	10	257781.066417
[6]TIL01:GT	wild	-263088.109551	68366	10	263088.109551
[7]TIL01-JD:GT	wild	-266096.931096	69143	10	266096.931096
[8]TIL02:GT	wild	-248872.147354	64609	10	248872.147354
[9]TIL03:GT	wild	-267934.237346	69502	10	267934.237346
[10]TIL04-TIP285:GT	wild	-251732.491406	65245	10	251732.491406
[11]TIL04-TIP454:GT	wild	-261440.968484	67767	10	261440.968484
[12]TIL05:GT	wild	-273056.76569	70915	10	273056.76569
[13]TIL06-TIP260:GT	wild	-250674.228933	65138	10	250674.228933
[14]TIL06-TIP496:GT	wild	-248922.383981	64684	10	248922.383981
[15]TIL07:GT	wild	-268434.719116	69614	10	268434.719116
[16]TIL09:GT	wild	-270860.776393	70205	10	270860.776393
[17]TIL10:GT	wild	-261965.134728	67844	10	261965.134728
[18]TIL11:GT	wild	-270722.364443	70271	10	270722.364443
[19]TIL12:GT	wild	-243158.7404	63179	10	243158.7404
[20]TIL14-TIP498:GT	wild	-266190.077265	68922	10	266190.077265
[21]TIL15:GT	wild	-251204.188421	65256	10	251204.188421
[22]TIL16:GT	wild	-250947.163198	65286	10	250947.163198
[23]TIL17:GT	wild	-264456.593597	68467	10	264456.593597
[24]TIL25-TIP489:GT	wild	-248617.590993	64629	10	248617.590993
