SNPid,Accession,Name,Row,Col,Rep,Yr,Trt,DTA,PH,TN,SDL,SDU,SV,IR,RL,RDL,RDU,PBN,BAR,BIL,MOB
286,PI659694,Tortillerio,24,4,5,2020,N+,66,110,1,2.161,1.132,453.1744335,0.666666667,22.83333333,0.835666667,0.183,36.66666667,0.127272727,1.633333333,4
287,PI659695,IS_12623C,23,25,5,2020,N+,59,108,0.33,2.321,1.128,484.3895823,3.666666667,26.56666667,0.746666667,0.108666667,60.66666667,0.054945055,2.3,3
288,PI659696,SC_720,27,17,5,2020,N+,65,128,0,1.819,1.044,401.9509795,0,10.9,0.933,0.631,48,0,1.25,3
289,PI659753,NA,22,9,5,2020,N+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,PI276837,IS_12661,60,29,8,2020,N-,61,153,0.67,1.886,0.877,438.2936932,1.666666667,17.5,0.535666667,0.224666667,40,0,1.733333333,3
303,PI329435,Mashila,58,6,8,2020,N-,76,78,0.33,2.958,1.071,460.8644177,2.666666667,22.5,0.658333333,0.238,45.66666667,0.175182482,2.366666667,3
313,PI329440,Mashila,69,6,8,2020,N-,66,73,1,2.269,0.987,288.2095961,0,20.6,0.7295,0.269,42,0.047619048,1.75,4
323,PI34911,FCI_4201,58,23,8,2020,N-,76,139,5,3.509,1.13,1071.712937,3,14.2,0.802,0.34,69,0.086956522,1.4,3
1,PI48770,WHITE_KAFIR,64,28,8,2020,N-,71,98,2,2.753,1.181,563.8992082,1.333333333,26.23333333,0.745666667,0.213,84,0.063492063,1.566666667,3
11,PI533750,K3_Perimanjial_Irungu_Cholam,60,3,8,2020,N-,64,70,0,2.167,0.978,258.9398549,2.666666667,27.8,0.687,0.277333333,55.66666667,0.281437126,2.8,3
17,PI533752,54.K.94,59,12,8,2020,N-,62,90,0,2.599,1.284,512.5175635,0,28.96666667,0.958333333,0.264666667,65,0.015384615,2.4,4
28,PI533754,SAP-219,61,13,8,2020,N-,63,123,0.67,2.567,0.983,568.3283277,2,21.8,0.654333333,0.156666667,57,0.099415205,1.266666667,4
38,PI533755,Feterita_Gondal,64,29,8,2020,N-,68,82,0.33,2.16,0.768,255.2694322,1,22.03333333,0.585333333,0.166666667,57.66666667,0.115606936,2.5,3
47,PI533757,Monshal,69,19,8,2020,N-,69,78,0,2.61,1.174,417.533635,1,15.4,0.686333333,0.354333333,58.33333333,0.097142857,1.733333333,3
55,PI533758,IS_18684,67,18,8,2020,N-,72,92,0.33,2.446,1.001,404.1241353,2,15.36666667,0.739,0.238666667,47,0.262411348,1.566666667,3
65,PI533759,Mugbash_56/56,62,25,8,2020,N-,66,69,0.67,2.688,1.091,363.9215514,0.333333333,20.3,0.731666667,0.252333333,60,0.061111111,1.166666667,4
75,PI533760,Zera_Zera_White,57,17,8,2020,N-,66,80,0.67,2.48,1.209,410.6137201,2.666666667,12.23333333,0.694666667,0.368333333,44,0.083333333,1.266666667,4
85,PI533761,SAP-230,57,18,8,2020,N-,75,101,0.33,2.707,1.007,508.889601,1,22,0.703333333,0.227333333,60.66666667,0.065934066,2.4,3
102,PI533766,No_4_Hadoui,65,29,8,2020,N-,60,85,1.67,2.097,0.777,256.3231177,1.333333333,31.33333333,0.470666667,0.147,76.33333333,0.03930131,2.166666667,4
113,PI533769,290_Feterita_Shendi_2,63,27,8,2020,N-,62,60,3.5,2.454,1.313,324.1258577,0,19.5,0.691333333,0.167666667,54.66666667,0.134146341,1.833333333,3
123,PI533776,KA_3,58,22,8,2020,N-,72,111,1,2.6,1.325,647.9048876,2.666666667,25.56666667,1.055,0.354333333,119.3333333,0.055865922,1.433333333,3
132,PI533785,SO_16,63,1,8,2020,N-,63,88,0.67,2.277,1.077,372.1608439,2,38.1,0.581,0.241666667,76.66666667,0.113043478,2.166666667,4
148,PI533789,Kodilib,65,32,8,2020,N-,75,NA,1,3.011,0.844,NA,2.666666667,28.63333333,0.580333333,0.164666667,52.33333333,0.095541401,1.6,4
162,PI533794,No_5_Gambela,65,27,8,2020,N-,65,87,0,2.32,1.146,394.7311293,0,21.96666667,0.768666667,0.212,63.33333333,0.036842105,1.666666667,4
165,PI533799,SAP-404,69,18,8,2020,N-,69,70,0,2.02,0.782,201.7776577,0,15.6,0.513666667,0.187333333,58.33333333,0.08,1.266666667,3
176,PI533800,IS_12666C,59,32,8,2020,N-,NA,NA,0.67,2.84,1.122,NA,0,17.96666667,0.669666667,0.168,62.66666667,0.079787234,1.6,4
187,PI533807,SAP-206,60,28,8,2020,N-,71,96,1,3.116,1.117,625.2883508,0,14.06666667,0.759666667,0.400666667,65.33333333,0.081632653,1.433333333,3
197,PI533810,Karad_2-7-11,60,6,8,2020,N-,79,70,0.33,2.777,1.274,430.4107044,3.666666667,18.03333333,0.940666667,0.256333333,87,0.076628352,1.7,3
215,PI533814,N9_Cherukupatcha_JonNA,68,19,8,2020,N-,73,62,0,2.261,1.051,255.1920663,1,13.23333333,0.664,0.297,104.6666667,0.152866242,1.233333333,3
224,PI533821,AS4660_Kikuma,62,26,8,2020,N-,65,88,0,2.39,1.036,384.4997674,0,7.733333333,0.678333333,0.351333333,31.33333333,0.095744681,2.033333333,3
236,PI533824,Bonkum,59,6,8,2020,N-,71,70,0.33,2.725,1.167,394.1512772,1,15,0.576,0.287666667,69.66666667,0.019138756,1.866666667,3
246,PI533830,Culum_Brick,61,1,8,2020,N-,72,76,0.67,2.023,0.881,238.7161145,1,12.33333333,0.469666667,0.198,58.33333333,0.331428571,1.566666667,4
264,PI533833,Sorghum_Soroti,60,16,8,2020,N-,64,92,0,1.977,0.749,250.3119508,1,34,0.488,0.191666667,55,0.096969697,4.466666667,4
273,PI533838,BA45_Faria_Bonkum,57,23,8,2020,N-,54,70,0.67,2.355,0.964,285.0822726,3.666666667,6.866666667,0.624,0.418333333,35,0,3.1,3
290,PI533841,ZA41_Danye,61,9,8,2020,N-,68,78,0,2.341,1.064,338.481081,2.333333333,26.73333333,0.718333333,0.21,59.33333333,0.028089888,1.3,4
291,PI533842,NAndyal,61,22,8,2020,N-,79,69,3,2.781,1.215,410.5232669,1,16.4,0.679,0.277,91,0.032967033,0.9,3
292,PI533845,EC_18246_,67,26,8,2020,N-,66,82,1,2.416,0.964,345.2507529,2.333333333,22.93333333,0.641,0.312666667,78,0.038461538,2.9,4
293,PI533852,Cholia_Talijhari,62,9,8,2020,N-,63,72,0.67,2.526,1.277,394.223627,2,11.6,0.835,0.355666667,59.66666667,0.134078212,1.466666667,3
294,PI533855,ChaNAn_Singoo,59,16,8,2020,N-,64,142,0.33,1.898,0.839,396.8862603,1.666666667,14.46666667,0.522333333,0.346333333,26.66666667,0.025,4.066666667,3
295,PI533856,Jola_NAndyal,57,9,8,2020,N-,74,88,0.33,2.043,1.146,342.1718979,1.666666667,17.7,0.731666667,0.248666667,76.66666667,0.047826087,1.233333333,3
296,PI533863,740_Oua_Berr,64,7,8,2020,N-,64,110,1.33,2.228,1.015,433.1177101,0.333333333,24.2,0.692333333,0.129666667,44.66666667,0,2.266666667,4
297,PI533866,255_Tirter,67,19,8,2020,N-,71,99,0,2.877,1.131,585.020043,1.666666667,25.96666667,0.73,0.227666667,74,0.099099099,2.033333333,3
298,PI533869,Msumbji_SB_117,65,17,8,2020,N-,65,98,1.33,2.142,0.821,315.4840312,1,18.23333333,0.541666667,0.296,36,0,1.933333333,4
299,PI533876,NA,61,28,8,2020,N-,NA,NA,NA,NA,NA,NA,4,15.23333333,0.573333333,0.189666667,72.33333333,0.032258065,1.1,3
300,PI533877,NA,59,18,8,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,PI533878,KA_21_Gajerar_Kaura,59,13,8,2020,N-,58,58,0.33,2.771,1.018,303.6611268,1,16.73333333,0.796666667,0.311333333,75,0.035555556,1.766666667,3
304,PI533901,A-96,58,28,8,2020,N-,69,90,2.67,2.149,0.938,319.5257257,0,22.53333333,0.646333333,0.131,35.33333333,0.047169811,2.8,4
305,PI533902,Orange_No_l_Baijo,57,7,8,2020,N-,74,79,0.33,2.457,0.942,334.6824863,4,28.5,0.55,0.225333333,51.33333333,0.246753247,1.3,3
306,PI533903,No_35_Mab,60,19,8,2020,N-,66,77,0.33,3.048,1.474,593.3466023,1,27.33333333,0.678,0.244,70.66666667,0.066037736,2.033333333,4
307,PI533910,Klor,60,4,8,2020,N-,64,71,0.67,2.752,0.903,340.6975356,0.666666667,22.33333333,0.591666667,0.236333333,43.66666667,0.099236641,1.833333333,3
308,PI533911,Kokla,69,15,8,2020,N-,69,71,0,2.713,0.997,356.3983348,1,25,0.576333333,0.180333333,50,0.026666667,1.733333333,4
309,PI533912,Mendo,64,3,8,2020,N-,50,97,1,1.709,0.86,242.2446427,0.666666667,18.93333333,0.661666667,0.138,51.66666667,0.025806452,1.433333333,3
310,PI533913,Nyan_Dok,62,13,8,2020,N-,63,73,0,2.156,0.893,251.2573129,1.333333333,15.03333333,0.436,0.272333333,36.33333333,0.146788991,3.433333333,4
311,PI533915,No_755_Muzeba,67,24,8,2020,N-,66,110,1,2.134,1.329,508.7022616,2,22.6,0.783,0.238,40,0,1.566666667,4
312,PI533919,R14,60,5,8,2020,N-,67,NA,0.33,2.677,1.405,NA,1.333333333,32.13333333,0.899333333,0.380333333,86,0.104651163,2.533333333,4
314,PI533921,R138,66,11,8,2020,N-,66,138,1.33,2.139,0.963,496.4795744,1,9.033333333,0.736333333,0.381666667,69.66666667,0.153110048,0.766666667,3
315,PI533924,R3121,59,31,8,2020,N-,69,69,1.33,3.174,1.412,541.8302927,1.333333333,18.3,0.769,0.291333333,49.66666667,0.161073826,2.3,3
316,PI533927,JATS_67,59,27,8,2020,N-,69,171,0.67,2.319,0.891,646.2914292,3,20.16666667,0.607,0.310333333,51.66666667,0.238709677,2.3,3
317,PI533936,1903_AS_4633,61,29,8,2020,N-,61,75,0.67,2.373,0.754,262.2564827,2.333333333,13.13333333,0.541,0.313,60,0.055555556,2.1,3
318,PI533937,AS_4136_Masaka_Luwemba,67,8,8,2020,N-,63,109,0,2.708,1.025,556.0747537,0.666666667,22.93333333,0.742333333,0.301666667,55,0,2.133333333,4
319,PI533938,AS_5826_Holcus,69,23,8,2020,N-,64,175,0.33,1.981,0.932,557.9407743,NA,NA,NA,NA,NA,NA,NA,NA
320,PI533939,AS_4055_N_Kambwa,59,17,8,2020,N-,66,162,1,1.877,1.06,534.6058313,0.333333333,16.83333333,0.682,0.181333333,47.33333333,0.049295775,0.766666667,4
321,PI533940,AS_4601_Pawaga,64,25,8,2020,N-,64,101,0.33,0.898,0.618,90.11830885,3.666666667,16.63333333,0.419333333,0.156666667,40.33333333,0.123966942,1.133333333,3
322,PI533943,AS_2613_NT,61,14,8,2020,N-,67,91,0,2.569,1.222,491.9678711,0.333333333,20.96666667,0.774,0.260333333,104,0.153846154,1.366666667,3
324,PI533948,Nebraska_6350,64,14,8,2020,N-,63,79,0,2.16,0.897,273.4240215,0.666666667,23.2,0.532333333,0.242,61,0.027322404,2.166666667,3
325,PI533949,Maja_Abiad_Q2/2/68,61,17,8,2020,N-,62,79,1,2.479,0.949,340.3522293,2.333333333,18.56666667,0.513333333,0.189666667,61,0.043715847,1.466666667,4
326,PI533954,P_3742,69,20,8,2020,N-,63,110,0,1.816,0.966,323.9201829,2.666666667,12.43333333,0.642,0.404666667,72.33333333,0,0.833333333,3
327,PI533955,P_3749_Q2/5/62,59,11,8,2020,N-,59,80,0.33,2.185,1.026,309.8477642,0.666666667,23.53333333,0.712333333,0.388,61.66666667,0.016216216,1.7,3
328,PI533956,Sweet_S_Jones,63,25,8,2020,N-,62,93,0.33,2.15,1.007,348.0878522,0.666666667,17.63333333,0.622666667,0.252666667,44,0.015151515,1.733333333,4
329,PI533957,MN_707_,62,21,8,2020,N-,67,78,0,2.128,0.765,237.3924961,2,4.833333333,0.468,0.271666667,26.33333333,0.126582278,3.866666667,3
330,PI533961,Wit_Lichtenburg_DL/59/1530,57,11,8,2020,N-,59,85,0.33,2.382,0.999,360.2840615,1,9.766666667,0.848666667,0.652666667,58,0.149425287,1.266666667,3
331,PI533962,Malwal_Aweil,61,30,8,2020,N-,68,112,2,2.16,0.846,372.1124005,1.666666667,14.43333333,0.596333333,0.131666667,56,0.06547619,0.8,3
332,PI533964,Safara_Kordafan,59,20,8,2020,N-,78,80,0,3.249,1.212,581.7412145,1,14.96666667,0.819666667,0.299,63.66666667,0.329842932,2.5,4
333,PI533965,SAP-148,62,19,8,2020,N-,69,86,0.33,1.828,0.847,230.8269759,0,16.3,0.611666667,0.209666667,48.33333333,0.172413793,1.533333333,3
334,PI533967,SB-283,63,18,8,2020,N-,73,80,1,2.316,0.901,304.1589682,2.666666667,19.5,0.49,0.174666667,65.33333333,0.107142857,1.133333333,3
335,PI533970,2033Z-3,58,25,8,2020,N-,66,70,4,3.072,1.28,491.2130598,0,8.6,0.901,0.595,51,0.039215686,1.3,3
336,PI533972,Dobbs,65,3,8,2020,N-,73,105,0,1.958,0.922,327.2544599,1,12.96666667,0.720333333,0.299666667,50,0.2,1.466666667,3
337,PI533976,Framiola_DL/59/1539,59,9,8,2020,N-,66,82,0,2.579,1.357,482.8374387,0,23.83333333,0.897,0.295666667,59,0,1.266666667,4
338,PI533979,Bulfontein_White_Kafir_Corn_DL/60/133,59,5,8,2020,N-,59,98,0.33,1.823,0.922,279.5678235,1,19.26666667,0.53,0.239666667,55.66666667,0.023952096,1.6,3
339,PI533980,SAP-275,57,28,8,2020,N-,73,62,1.33,2.542,0.9,266.5703588,1.666666667,19.96666667,0.583333333,0.176666667,60.66666667,0.148351648,1.933333333,4
340,PI533985,Barking_119,59,15,8,2020,N-,67,248,0,1.986,0.831,729.5256724,0,13.7,0.581,0.361333333,78.66666667,0.008474576,1.633333333,3
341,PI533986,Huria_White_621,69,12,8,2020,N-,66,110,1.33,2.354,1.045,474.3901008,0.666666667,23.93333333,0.726333333,0.125666667,66.33333333,0.090452261,1.633333333,4
342,PI533987,Kireniga_317,65,24,8,2020,N-,61,100,0.33,2.073,0.971,347.9759442,0,21.8,0.551,0.127,57,0.029239766,1.233333333,4
343,PI533989,Nyithin,65,22,8,2020,N-,73,92,0.33,2.619,0.904,412.9871337,1,21.56666667,0.63,0.148666667,59,0.11299435,1,3
2,PI533991,Sinidyil_177,60,15,8,2020,N-,66,82,0,2.566,1.04,393.7259401,0.5,18.15,0.7465,0.2825,73,0.04109589,1.85,3
3,PI533996,Hamaisi_38,62,12,8,2020,N-,64,70,0.33,2.702,1.408,449.0030294,1,20.7,1.061,0.429333333,62.33333333,0.085561497,1.9,4
4,PI533997,MN_1592,63,23,8,2020,N-,59,110,2,1.713,1.137,346.0895802,1,8.733333333,0.632666667,0.366666667,56.33333333,0.094674556,1.633333333,3
5,PI533998,Brawley,66,26,8,2020,N-,71,92,0.5,2.366,0.838,342.7621424,2,1.6,0.541,0.3805,17,0,3.85,4
6,PI534009,Yerra_JonNA_Goda,58,26,8,2020,N-,78,90,0.67,3.065,1.126,576.4868301,4,21.6,0.79,0.239,122,0.06284153,1.9,3.666666667
7,PI534021,Jola_NAndyal,65,7,8,2020,N-,73,78,0.33,1.975,0.921,245.5499571,2,18.06666667,0.559,0.211333333,73.66666667,0.117647059,1.133333333,3
8,PI534037,6428_Sian,58,19,8,2020,N-,62,120,0.67,1.324,0.74,195.3949991,2,6.433333333,0.486333333,0.330333333,40.33333333,0.446280992,1.1,3
9,PI534046,420_Kalatilansa,64,20,8,2020,N-,63,75,0,2.077,0.852,237.9412624,2.333333333,29.83333333,0.639333333,0.248666667,57,0.01754386,2.333333333,4
10,PI534047,450_Bori_Light_Brown,67,25,8,2020,N-,56,75,0.33,2.134,1.057,288.5112437,0.333333333,29.2,0.748666667,0.263,50.66666667,0.072368421,1.733333333,3
12,PI534053,T_28,63,4,8,2020,N-,72,75,1,2.184,0.873,258.3667983,0.666666667,17,0.534666667,0.139333333,59.66666667,0.094972067,1.066666667,4
13,PI534054,194_Kano,65,5,8,2020,N-,69,60,0,2.546,1.043,285.7573354,0,17.5,0.572,0.239,84.66666667,0.011811024,1.9,3
14,PI534063,BO_36,64,12,8,2020,N-,63,122,0.33,1.521,0.889,271.8832287,3.333333333,30.4,0.496333333,0.119333333,50.33333333,0.105960265,2.333333333,3
15,PI534070,BE_25,60,9,8,2020,N-,55,77,0.67,2.22,1.096,319.7569003,1.666666667,36.13333333,0.648,0.227333333,44.33333333,0.097744361,2.7,4
16,PI534096,SO_85,65,28,8,2020,N-,73,62,3,2.652,1.222,348.8059446,2,12.9,0.944,0.412,40,0,1.3,4
18,PI534097,HC_6028,58,9,8,2020,N-,63,75,0.33,2.367,0.849,281.9937152,2,13.8,0.545333333,0.317666667,49,0,2.9,4
19,PI534099,A_84,60,7,8,2020,N-,65,78,1.33,2.168,1.036,301.3576771,0.666666667,16,0.629666667,0.282666667,54.66666667,0.073170732,1.6,3
20,PI534101,A-106,68,3,8,2020,N-,68,85,0,2.161,0.981,314.0346249,0,22.7,0.732,0.218666667,59.66666667,0.027932961,1.466666667,3
21,PI534104,EC_21360_G29,57,24,8,2020,N-,68,79,0,2.176,1.112,323.6832838,0.333333333,18.1,0.709666667,0.294333333,65.66666667,0.025380711,1,3
22,PI534105,EC_21361_G30,58,3,8,2020,N-,63,82,3,2.081,1.047,303.594046,1,16.63333333,0.668666667,0.291666667,63.33333333,0.084210526,0.966666667,3
23,PI534108,EC_21428_SB_63,67,17,8,2020,N-,67,112,0.67,2.248,0.945,423.5192906,0,14.26666667,0.648333333,0.321,52,0.070512821,2.233333333,4
24,PI534112,EC_21463_STR_5/1,68,1,8,2020,N-,71,92,0.67,2.119,1.056,350.5880413,0.333333333,15.53333333,0.848333333,0.267666667,56.33333333,0.136094675,2.1,4
25,PI534114,Accho_Karuho,59,3,8,2020,N-,69,75,0,2.088,0.719,213.6635057,3,20.28333333,0.538666667,0.171666667,55.33333333,0.102409639,2.633333333,3
26,PI534115,Akwu,63,30,8,2020,N-,65,90,0.67,2.427,1.271,467.5782666,1,13.73333333,0.777666667,0.319666667,68.66666667,0.048543689,1.4,3
27,PI534116,Mashica,63,6,8,2020,N-,62,72,2.33,2.114,0.817,227.0435982,3,27.56666667,0.417,0.171333333,59,0.016949153,3.866666667,3
29,PI534117,Mashica,68,28,8,2020,N-,64,82,0.67,2.056,1.091,308.9137692,1,12.3,0.599333333,0.231,47,0,1.3,3
30,PI534123,No_25_Gobo_Kaichama,63,12,8,2020,N-,63,95,0,1.935,0.906,287.9433537,2.333333333,26.9,0.383,0.182666667,49.66666667,0.087248322,2.666666667,3
31,PI534124,No_28_,62,28,8,2020,N-,64,112,0.33,2.21,0.896,398.9943805,1,26.06666667,0.549,0.355333333,46.66666667,0.128571429,2.966666667,3
32,PI534127,No_37_,66,16,8,2020,N-,64,92,0,1.91,0.746,238.5445731,2.333333333,18.26666667,0.394333333,0.172666667,47.33333333,0.112676056,1.933333333,3
33,PI534128,No_65_,69,7,8,2020,N-,71,102,0,2.14,0.932,358.5255401,1.666666667,11.76666667,0.639333333,0.292666667,53.66666667,0.211180124,1.133333333,3
34,PI534132,No_59_,58,8,8,2020,N-,64,72,0,2.353,1.101,322.5427055,1,19.53333333,0.685666667,0.300333333,48.66666667,0.136986301,1.833333333,3
35,PI534133,No_69,65,14,8,2020,N-,69,73,0,2.549,1.004,339.0775069,2,14.6,0.662666667,0.325333333,89.33333333,0.208955224,1.433333333,3
36,PI534135,No_64,63,2,8,2020,N-,85,60,0.67,2.39,0.82,223.4253569,3.666666667,16.76666667,0.508,0.143666667,62.66666667,0.212765957,2.3,3
37,PI534137,Budy,57,8,8,2020,N-,65,120,2.33,2.044,0.942,401.0900239,0.333333333,18.43333333,0.583333333,0.267666667,35.66666667,0.14953271,2.233333333,4
39,PI534138,Matchikah,57,3,8,2020,N-,76,NA,1.5,2.641,1.03,NA,3,24.5,0.6765,0.1745,80,0.1875,1.15,3
40,PI534139,Tuery_11,65,10,8,2020,N-,59,150,2.33,1.744,0.605,299.5524692,0,23.9,0.377666667,0.191,46,0.036231884,3.466666667,3
41,PI534144,Kabutuwa,64,26,8,2020,N-,69,196,0.33,2.443,1.125,935.2954084,0,5.966666667,0.783,0.528666667,52,0.08974359,0.8,3
42,PI534145,No_902_Sorghum_arundi,63,21,8,2020,N-,59,98,1,1.732,0.666,206.7241121,2,33.7,0.355666667,0.135333333,39.33333333,0.025423729,1.866666667,3
43,PI534148,R1_21,66,17,8,2020,N-,71,100,1,2.925,1.057,576.9999334,2.333333333,20.8,0.737666667,0.362,57.66666667,0.398843931,2.766666667,3
44,PI534155,R3_80,68,7,8,2020,N-,67,88,0,2.306,1.086,380.4620668,1,23.33333333,0.819666667,0.255,46,0.333333333,2.166666667,3
45,PI534157,R4_B1,67,3,8,2020,N-,72,82,0,2.46,0.805,313.8732884,1.333333333,18.73333333,0.531333333,0.329,49.33333333,0.081081081,2.533333333,3
46,PI534163,Rexx,69,24,8,2020,N-,72,75,0.67,3.098,0.811,398.6923957,2.666666667,17.5,0.571,0.352666667,54.66666667,0.054878049,2.133333333,3
48,PI542406,NA,58,31,8,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,PI542718,SAN_CHI_SAN,58,29,8,2020,N-,61,110,0,2.289,1.394,574.4099285,3,19.73333333,0.739333333,0.203666667,97.33333333,0.068493151,1.566666667,4
50,PI548797,Tx2891,66,20,8,2020,N-,75,90,0,2.73,1.288,546.0905782,0,26,0.884666667,0.182333333,59.66666667,0.106145251,1.466666667,4
51,PI552861,A/BTx631,59,7,8,2020,N-,63,85,0,1.781,0.874,226.1391968,0.333333333,28.33333333,0.594,0.187,53,0.220125786,2.033333333,4
52,PI561072,A/BTxARG-1,60,12,8,2020,N-,67,92,1.67,2.858,1.251,578.8863352,2,25.23333333,0.821666667,0.222,59,0.079096045,1.433333333,4
53,PI561073,A/BTx635,67,6,8,2020,N-,78,122,1,2.572,1.045,589.5451553,1.333333333,18.46666667,0.667,0.181,32,0.197916667,1.966666667,3
54,PI561472,SURENO,61,3,8,2020,N-,77,168,0,2.025,0.948,557.6132364,1,17.66666667,0.563,0.167,53.33333333,0.14375,1.266666667,3
56,PI564163,BTx623,67,32,8,2020,N-,67,NA,0.33,2.757,1.123,NA,1.333333333,24.93333333,0.720666667,0.386666667,62,0.048387097,2.5,4
,PI564163,BTx623,68,30,8,2020,N-,69,93,0,2.367,0.899,363.3261969,0,21.5,0.536666667,0.263333333,55.33333333,0.030120482,1.833333333,4
,PI564163,BTx623,68,29,8,2020,N-,65,101,0.33,2.446,1.026,451.4656024,0,24.03333333,0.710333333,0.323,60,0.022222222,1.1,4
,PI564163,BTx623,58,30,8,2020,N-,65,102,0,2.454,1.063,469.6215758,1,25.83333333,0.717,0.305,56.33333333,0,1.566666667,4
,PI564163,BTx623,60,27,8,2020,N-,64,100,0.33,2.774,1.236,600.5004601,0,26.2,0.761333333,0.331666667,62.66666667,0.063829787,2.033333333,4
,PI564163,BTx623,68,26,8,2020,N-,67,88,0.33,2.49,0.887,364.4986356,0,22.53333333,0.624666667,0.283333333,60,0.033333333,1.5,4
,PI564163,BTx623,69,26,8,2020,N-,67,110,0,2.314,0.841,398.7411572,0.333333333,22.8,0.547333333,0.268666667,57,0.011695906,1.466666667,4
,PI564163,BTx623,60,25,8,2020,N-,64,101,0.33,1.943,0.818,285.6201915,0,26.53333333,0.576666667,0.182,55.33333333,0.036144578,1.5,4
,PI564163,BTx623,64,27,8,2020,N-,63,99,0,1.555,0.705,189.2063051,0,24.2,0.492666667,0.193666667,50.33333333,0.059602649,1.433333333,4
,PI564163,BTx623,59,25,8,2020,N-,67,99,0.67,2.83,1.15,579.2548639,0,24.23333333,0.761,0.324333333,58,0.022988506,1.533333333,4
,PI564163,BTx623,63,22,8,2020,N-,66,99,0,2.342,0.924,388.6365904,0,23.8,0.601333333,0.259666667,58,0.051724138,1.566666667,4
,PI564163,BTx623,59,23,8,2020,N-,65,100,0,2.294,0.974,396.5877446,0.333333333,25.26666667,0.637333333,0.26,55,0.036363636,1.833333333,4
,PI564163,BTx623,67,23,8,2020,N-,67,97,0,2.102,0.864,315.6392075,0,23.5,0.568,0.233333333,56.33333333,0.053254438,1.866666667,4
,PI564163,BTx623,68,21,8,2020,N-,65,95,0,2.432,0.969,404.8993555,0,24.16666667,0.583333333,0.275666667,59.33333333,0.04494382,1.966666667,4
,PI564163,BTx623,62,20,8,2020,N-,69,90,0,2.447,0.968,386.4068717,0,24.36666667,0.661,0.265333333,61.66666667,0.054054054,1.5,4
,PI564163,BTx623,67,22,8,2020,N-,71,92,0,2.324,0.821,330.1413416,0.666666667,21.4,0.579666667,0.234666667,58.66666667,0.039772727,1.666666667,4
,PI564163,BTx623,60,18,8,2020,N-,64,110,0.33,2.044,0.971,376.0915832,0.666666667,27.13333333,0.649666667,0.249333333,57.66666667,0.011560694,1.7,4
,PI564163,BTx623,67,20,8,2020,N-,71,102,0,2.275,0.862,367.5172888,1.333333333,22.56666667,0.577,0.224,54.33333333,0.067484663,1.5,4
,PI564163,BTx623,59,19,8,2020,N-,63,99,0.33,1.882,0.823,269.9321601,0,25,0.548666667,0.213333333,57.33333333,0.058139535,1.2,4
,PI564163,BTx623,60,17,8,2020,N-,65,100,0,1.958,0.868,298.0681322,0.333333333,24.7,0.563,0.226333333,49,0.081632653,1.666666667,4
,PI564163,BTx623,64,18,8,2020,N-,65,80,0,2.182,0.772,253.3196844,1,23.43333333,0.485666667,0.235666667,58.66666667,0.085227273,1.366666667,3
,PI564163,BTx623,62,15,8,2020,N-,66,100,0,2.333,1.018,418.3341893,0,25.73333333,0.656666667,0.237333333,59,0.056497175,1.6,4
,PI564163,BTx623,64,16,8,2020,N-,63,101,0,1.939,0.894,303.8901633,0.333333333,27.1,0.575,0.19,57,0.040935673,2,4
,PI564163,BTx623,65,16,8,2020,N-,63,109,0,2.349,1.087,482.626542,0,25.1,0.726666667,0.232333333,60.66666667,0.010989011,1.766666667,4
,PI564163,BTx623,69,14,8,2020,N-,66,105,0.33,2.3,0.896,394.0818218,0.333333333,22.7,0.596,0.243666667,58,0.040229885,1.5,4
,PI564163,BTx623,67,15,8,2020,N-,69,100,0.67,2.798,1.113,563.5040441,0.666666667,23,0.651,0.332666667,58,0.011494253,1.9,4
,PI564163,BTx623,60,11,8,2020,N-,66,112,1,2.177,0.915,397.1417875,0.666666667,25.7,0.678333333,0.265666667,56.33333333,0.047337278,1.966666667,3
,PI564163,BTx623,62,11,8,2020,N-,63,110,0,1.951,0.851,321.7249165,0.666666667,25.66666667,0.615666667,0.257,56.66666667,0.011764706,1.7,3
,PI564163,BTx623,63,11,8,2020,N-,63,98,1,1.769,0.749,230.6578341,0.333333333,24.83333333,0.5,0.194,56.33333333,0.065088757,1.733333333,3
,PI564163,BTx623,68,10,8,2020,N-,64,100,0.33,2.28,0.991,398.4168061,0.333333333,25.9,0.585333333,0.268333333,60,0.022222222,1.566666667,4
,PI564163,BTx623,63,9,8,2020,N-,59,105,0,2.094,0.952,364.6432609,0,30.1,0.577666667,0.203,54.66666667,0.048780488,1.833333333,4
,PI564163,BTx623,67,11,8,2020,N-,66,95,0.33,1.892,0.795,254.3861857,0,23.1,0.546,0.218333333,54.66666667,0.06097561,1.366666667,4
,PI564163,BTx623,59,10,8,2020,N-,64,88,0,2.003,0.872,270.9046173,0.333333333,26.46666667,0.613333333,0.251,54,0.012345679,1.366666667,4
,PI564163,BTx623,63,7,8,2020,N-,60,88,0,1.792,0.832,227.3254431,1,26.76666667,0.491,0.175333333,54,0.074074074,1.433333333,3
